FILE,Start,FUNCTION_SIGNATURE,ABSmell,LocationSmell,ConstantsSmell,NestingSmell,LOC,LOAC,LOFC,NOFL,NOFC_Dup,NOFC_NonDup,NONEST,NONEG,Smelly
libtomcrypt\src\stream\sober128\sober128_test.c,14,int sober128_stream_test(void),3.3,1.8,1.5,0.0,30,27,53,2,3,2,0,3,False
libtomcrypt\src\mac\poly1305\poly1305_memory.c,29,"int poly1305_memory(const unsigned char * key, unsigned long keylen, const unsigned char * in, unsigned long inlen, unsigned char * mac, unsigned long * maclen)",1.1764706,0.1764706,1.0,0.0,17,3,3,1,1,1,0,0,False
libtomcrypt\src\mac\hmac\hmac_memory_multi.c,31,"int hmac_memory_multi(int hash, const unsigned char * key, unsigned long keylen, unsigned char * out, unsigned long * outlen, const unsigned char * in, unsigned long inlen, ...)",1.0666666999999999,0.06666667,1.0,0.0,45,3,3,1,1,1,0,0,False
libtomcrypt\tests\rsa_test.c,337,"static int _rsa_import_x509(const void * in, unsigned long inlen, void * key)",2.3,0.3,2.0,0.0,10,3,6,1,2,1,0,0,False
libtomcrypt\tests\misc_test.c,11,int misc_test(void),9.823528999999999,8.823528999999999,1.0,0.0,34,30,30,10,10,10,0,0,False
libtomcrypt\src\hashes\blake2s.c,434,int blake2s_256_test(void),3.3666668,1.8666667000000001,1.5,0.0,45,42,83,2,3,2,0,3,False
libtomcrypt\src\pk\rsa\rsa_verify_hash.c,31,"int rsa_verify_hash_ex(const unsigned char * sig, unsigned long siglen, const unsigned char * hash, unsigned long hashlen, int padding, int hash_idx, unsigned long saltlen, int * stat, const rsa_key * key)",1.1090909,0.10909091,1.0,0.0,110,6,6,2,2,1,0,0,False
libtomcrypt\src\ciphers\serpent.c,600,"int serpent_ecb_decrypt(const unsigned char * ct, unsigned char * pt, const symmetric_key * skey)",1.375,0.375,1.0,0.0,8,3,3,1,1,1,0,0,False
libtomcrypt\src\hashes\blake2s.c,400,"int blake2s_done(hash_state * md, unsigned char * out)",1.1304348,0.13043478,1.0,0.0,23,3,3,1,1,1,0,0,False
libtomcrypt\src\math\ltm_desc.c,221,"static int unsigned_write(void * a, unsigned char * b)",2.5,1.0,1.5,0.0,10,5,9,2,3,2,0,1,False
libtomcrypt\src\hashes\sha2\sha512_256.c,64,"int sha512_256_done(hash_state * md, unsigned char * out)",1.2,0.2,1.0,0.0,15,3,3,1,1,1,0,0,False
libtomcrypt\src\ciphers\rc2.c,69,"int rc2_setup_ex(const unsigned char * key, int keylen, int bits, int num_rounds, symmetric_key * skey)",1.0769231000000001,0.07692308,1.0,0.0,39,3,3,1,1,1,0,0,False
libtomcrypt\src\modes\f8\f8_test_mode.c,19,int f8_test_mode(void),3.357143,1.8571428,1.5,0.0,42,39,77,2,3,2,0,3,False
libtomcrypt\src\hashes\sha3_test.c,551,int keccak_384_test(void),3.422078,1.9220779,1.5,0.0,77,74,147,2,3,2,0,3,False
libtomcrypt\src\mac\pelican\pelican_test.c,18,int pelican_test(void),3.4230769,1.9230769,1.5,0.0,78,75,149,2,3,2,0,3,False
libtomcrypt\src\stream\sober128\sober128_stream.c,251,"int sober128_stream_crypt(sober128_state * st, const unsigned char * in, unsigned long inlen, unsigned char * out)",1.4210527,0.42105263,1.0,0.0,57,24,24,1,1,1,0,1,False
libtomcrypt\src\ciphers\skipjack.c,270,int skipjack_test(void),3.3285712999999997,1.8285714,1.5,0.0,35,32,63,2,3,2,0,3,False
libtomcrypt\src\ciphers\kseed.c,306,int kseed_test(void),3.3636364999999997,1.8636363999999999,1.5,0.0,44,41,81,2,3,2,0,3,False
libtomcrypt\src\prngs\fortuna.c,373,"unsigned long fortuna_read(unsigned char * out, unsigned long outlen, prng_state * prng)",1.0697675,0.069767445,1.0,0.0,43,3,3,1,1,1,0,0,False
libtomcrypt\src\mac\blake2\blake2smac_test.c,14,int blake2smac_test(void),3.4793105000000004,1.9793104,1.5,0.0,290,287,573,2,3,2,0,3,False
libtomcrypt\src\mac\f9\f9_test.c,21,int f9_test(void),3.3636364999999997,1.8636363999999999,1.5,0.0,44,41,81,2,3,2,0,1,False
libtomcrypt\src\hashes\whirl\whirl.c,201,int whirlpool_test(void),3.425926,1.9259259999999998,1.5,0.0,81,78,155,2,3,2,0,3,False
libtomcrypt\src\hashes\sha2\sha384.c,87,int sha384_test(void),3.35,1.85,1.5,0.0,40,37,73,2,3,2,0,3,False
libtomcrypt\tests\common.c,89,"int test_process_dir(const char * path, void * ctx, dir_iter_cb process, dir_cleanup_cb cleanup, const char * test)",2.4713116000000004,0.72131145,1.75,0.0,61,11,21,4,7,2,0,1,False
libtomcrypt\src\math\ltm_desc.c,233,"static int unsigned_read(void * a, unsigned char * b, unsigned long len)",2.5,1.0,1.5,0.0,10,5,9,2,3,2,0,1,False
libtomcrypt\src\mac\pmac\pmac_done.c,18,"int pmac_done(pmac_state * pmac, unsigned char * out, unsigned long * outlen)",1.0857143,0.08571429,1.0,0.0,35,3,3,1,1,1,0,0,False
libtomcrypt\src\mac\pmac\pmac_memory_multi.c,31,"int pmac_memory_multi(int cipher, const unsigned char * key, unsigned long keylen, unsigned char * out, unsigned long * outlen, const unsigned char * in, unsigned long inlen, ...)",1.0666666999999999,0.06666667,1.0,0.0,45,3,3,1,1,1,0,0,False
libtomcrypt\src\prngs\fortuna.c,346,int fortuna_ready(prng_state * prng),2.1666667,0.6666667,1.5,0.0,15,5,9,2,3,2,0,1,False
libtomcrypt\src\hashes\blake2b.c,216,"int blake2b_init(hash_state * md, unsigned long outlen, const unsigned char * key, unsigned long keylen)",1.1034483,0.10344828,1.0,0.0,29,3,3,1,1,1,0,0,False
libtomcrypt\src\hashes\rmd128.c,350,int rmd128_test(void),3.375,1.875,1.5,0.0,48,45,89,2,3,2,0,3,False
libtomcrypt\src\hashes\helper\hash_memory.c,26,"int hash_memory(int hash, const unsigned char * in, unsigned long inlen, unsigned char * out, unsigned long * outlen)",1.0909091,0.09090909,1.0,0.0,33,3,3,1,1,1,0,0,False
libtomcrypt\src\mac\xcbc\xcbc_done.c,24,"int xcbc_done(xcbc_state * xcbc, unsigned char * out, unsigned long * outlen)",1.0909091,0.09090909,1.0,0.0,33,3,3,1,1,1,0,0,False
libtomcrypt\src\mac\hmac\hmac_init.c,28,"int hmac_init(hmac_state * hmac, int hash, const unsigned char * key, unsigned long keylen)",1.0576923,0.057692308,1.0,0.0,52,3,3,1,1,1,0,0,False
libtomcrypt\src\ciphers\serpent.c,574,"int serpent_setup(const unsigned char * key, int keylen, int num_rounds, symmetric_key * skey)",1.2307693000000002,0.23076923,1.0,0.0,13,3,3,1,1,1,0,0,False
libtomcrypt\src\math\ltm_desc.c,119,static unsigned long get_int(void * a),2.6111112000000003,1.1111111999999999,1.5,0.0,9,5,9,2,3,2,0,1,False
libtomcrypt\src\ciphers\xtea.c,32,"int xtea_setup(const unsigned char * key, int keylen, int num_rounds, symmetric_key * skey)",1.12,0.12,1.0,0.0,25,3,3,1,1,1,0,0,False
libtomcrypt\tests\padding_test.c,49,"static int _cmp_iso_10126(const padding_testcase * t, const unsigned char * p, unsigned long len)",2.25,0.25,2.0,0.0,12,3,6,1,2,2,0,0,False
libtomcrypt\tests\der_test.c,1280,static void der_Xcode_test(void),1.106383,0.10638298,1.0,0.0,47,5,5,1,1,1,0,0,False
libtomcrypt\src\ciphers\blowfish.c,304,"static void s_blowfish_encipher(ulong32 * L, ulong32 * R, const symmetric_key * skey)",1.2916666,0.29166666,1.0,0.0,24,7,7,1,1,1,0,1,False
libtomcrypt\src\hashes\blake2b.c,544,int blake2b_256_test(void),3.3666668,1.8666667000000001,1.5,0.0,45,42,83,2,3,2,0,3,False
libtomcrypt\src\math\rand_bn.c,16,"int rand_bn_bits(void * N, int bits, prng_state * prng, int wprng)",1.125,0.125,1.0,0.0,24,3,3,1,1,1,0,0,False
libtomcrypt\src\ciphers\idea.c,158,"int idea_ecb_encrypt(const unsigned char * pt, unsigned char * ct, const symmetric_key * skey)",1.375,0.375,1.0,0.0,8,3,3,1,1,1,0,0,False
libtomcrypt\src\hashes\blake2s.c,488,int blake2s_224_test(void),3.3285712999999997,1.8285714,1.5,0.0,35,32,63,2,3,2,0,3,False
libtomcrypt\src\pk\asn1\der\general\der_encode_asn1_length.c,24,"int der_encode_asn1_length(unsigned long len, unsigned char * out, unsigned long * outlen)",4.633333,1.1333333,3.5,0.0,90,51,199,2,7,3,0,3,False
libtomcrypt\src\stream\chacha\chacha_test.c,19,int chacha_test(void),3.3723404,1.8723404,1.5,0.0,47,44,87,2,3,2,0,3,False
