FILE,Start,FUNCTION_SIGNATURE,ABSmell,LocationSmell,ConstantsSmell,NestingSmell,LOC,LOAC,LOFC,NOFL,NOFC_Dup,NOFC_NonDup,NONEST,NONEG,Smelly
allegro5\src\x\xmousenu.c,428,"void _al_xwin_mouse_motion_notify_handler(int x, int y, ALLEGRO_DISPLAY * display)",1.1935483999999998,0.19354838,1.0,0.0,31,6,6,1,1,1,0,0,False
allegro5\src\convert.c,1274,"static void rgb_888_to_rgba_8888(const void * src, int src_pitch, void * dst, int dst_pitch, int sx, int sy, int dx, int dy, int width, int height)",1.8703703999999999,0.37037036,1.5,0.0,27,5,9,2,3,2,0,1,False
allegro5\addons\acodec\ogg.c,82,static bool init_dynlib(void),4.474359,2.974359,1.5,0.0,39,29,40,4,6,3,0,4,False
allegro5\src\convert.c,49,"static void argb_8888_to_rgb_888(const void * src, int src_pitch, void * dst, int dst_pitch, int sx, int sy, int dx, int dy, int width, int height)",2.080645,0.58064514,1.5,0.0,31,9,15,2,3,2,0,1,False
allegro5\examples\ex_ttf.c,227,"int main(int argc, char * * argv)",1.0315789,0.031578947,1.0,0.0,95,3,3,1,1,1,0,0,False
allegro5\src\convert.c,7434,"static void rgba_4444_to_bgr_888(const void * src, int src_pitch, void * dst, int dst_pitch, int sx, int sy, int dx, int dy, int width, int height)",2.080645,0.58064514,1.5,0.0,31,9,15,2,3,2,0,1,False
allegro5\src\opengl\ogl_draw.c,462,"static void ogl_update_transformation(ALLEGRO_DISPLAY * disp, ALLEGRO_BITMAP * target)",2.1034484,1.1034483,1.0,0.0,29,16,16,2,2,2,0,0,False
allegro5\addons\acodec\ogg.c,219,ALLEGRO_SAMPLE * _al_load_ogg_vorbis_f(ALLEGRO_FILE * file),2.2222223,0.7222221999999999,1.5,0.0,72,13,23,4,6,3,0,4,False
allegro5\examples\ex_path_test.c,319,static void t10(void),1.1818182,0.18181819,1.0,0.0,44,8,8,1,1,1,0,0,False
allegro5\src\opengl\ogl_draw.c,495,"static void ogl_clear_depth_buffer(ALLEGRO_DISPLAY * display, float x)",2.5,1.0,1.5,0.0,10,5,9,2,3,2,0,1,False
allegro5\examples\ex_window_maximized.c,29,"extern int main(int argc, char * * argv)",2.0270271,0.027027027999999998,2.0,0.0,111,3,6,1,2,2,0,1,False
allegro5\src\fshook_stdio.c,468,static void fs_stdio_destroy_entry(ALLEGRO_FS_ENTRY * fh_),1.2727273000000001,0.27272728,1.0,0.0,11,3,3,1,1,1,0,0,False
allegro5\src\system.c,99,static ALLEGRO_PATH * early_get_exename_path(void),12.857142999999999,6.0,6.857142999999999,0.0,21,18,177,7,48,7,0,21,False
allegro5\src\convert.c,5778,"static void rgbx_8888_to_bgr_888(const void * src, int src_pitch, void * dst, int dst_pitch, int sx, int sy, int dx, int dy, int width, int height)",2.080645,0.58064514,1.5,0.0,31,9,15,2,3,2,0,1,False
allegro5\src\file_stdio.c,105,"static void * file_stdio_fopen(const char * path, const char * mode)",2.2586207000000003,0.7586206999999999,1.5,0.0,29,11,15,2,3,2,0,1,False
allegro5\src\shader.c,449,ALLEGRO_SHADER * _al_create_default_shader(int display_flags),1.4081633,0.40816328,1.0,0.0,49,10,10,2,2,2,0,0,False
allegro5\examples\ex_path_test.c,125,static void t3(void),3.26,1.76,1.5,0.0,25,22,26,2,3,2,0,1,False
allegro5\src\convert.c,4424,"static void bgr_888_to_argb_1555(const void * src, int src_pitch, void * dst, int dst_pitch, int sx, int sy, int dx, int dy, int width, int height)",1.8703703999999999,0.37037036,1.5,0.0,27,5,9,2,3,2,0,1,False
allegro5\src\convert.c,463,"static void rgba_8888_to_rgb_888(const void * src, int src_pitch, void * dst, int dst_pitch, int sx, int sy, int dx, int dy, int width, int height)",2.080645,0.58064514,1.5,0.0,31,9,15,2,3,2,0,1,False
allegro5\src\x\xsystem.c,170,static ALLEGRO_SYSTEM * xglx_initialize(int flags),1.1967212999999999,0.19672132,1.0,0.0,61,6,6,2,2,2,0,0,False
allegro5\addons\primitives\prim_opengl.c,617,"int _al_draw_prim_indexed_opengl(ALLEGRO_BITMAP * target, ALLEGRO_BITMAP * texture, const void * vtxs, const ALLEGRO_VERTEX_DECL * decl, const int * indices, int num_vtx, int type)",3.1,1.6,1.5,0.0,15,12,23,2,3,2,0,1,False
allegro5\src\fshook_stdio.c,160,static WRAP_CHAR * make_absolute_path_inner(const WRAP_CHAR * tail),3.3536587,1.8536586,1.5,0.0,41,38,66,2,3,2,0,1,False
allegro5\src\convert.c,5364,"static void bgr_555_to_bgr_888(const void * src, int src_pitch, void * dst, int dst_pitch, int sx, int sy, int dx, int dy, int width, int height)",2.080645,0.58064514,1.5,0.0,31,9,15,2,3,2,0,1,False
allegro5\addons\color\color.c,184,static void assert_sorted_names(void),1.7692308,0.7692308000000001,1.0,0.0,13,10,10,1,1,1,0,0,False
allegro5\addons\primitives\prim_opengl.c,652,"static bool create_buffer_common(ALLEGRO_BUFFER_COMMON * common, GLenum type, const void * initial_data, int size, int flags)",1.1666666,0.16666667,1.0,0.0,30,5,5,1,1,1,0,1,False
allegro5\examples\ex_nodisplay.c,9,"int main(int argc, char * * argv)",1.75,0.25,1.5,0.0,48,6,10,2,3,2,0,1,False
allegro5\src\opengl\ogl_bitmap.c,88,"int _al_ogl_get_glformat(int format, int component)",3.3961038999999995,1.8961039000000002,1.5,0.0,77,73,109,2,3,2,0,3,False
allegro5\src\x\xrandr.c,314,static bool xrandr_query(ALLEGRO_SYSTEM_XGLX * s),1.0689656,0.06896552,1.0,0.0,87,6,6,1,1,1,0,0,False
allegro5\src\opengl\extensions.c,933,void _al_ogl_unmanage_extensions(ALLEGRO_DISPLAY * gl_disp),2.125,1.125,1.0,0.0,16,9,9,2,2,2,0,0,False
allegro5\src\x\xfullscreen.c,709,static bool init_mmon_interface(ALLEGRO_SYSTEM_XGLX * s),2.2272727000000003,1.2272726999999999,1.0,0.0,22,9,9,3,3,3,0,0,False
allegro5\src\opengl\ogl_draw.c,194,"static void tex_ptr_on(ALLEGRO_DISPLAY * display, int n, GLint t, int stride, void * v)",2.1764707999999997,1.1764706,1.0,0.0,17,10,10,2,2,2,0,0,False
allegro5\src\convert.c,1409,"static void rgb_888_to_argb_1555(const void * src, int src_pitch, void * dst, int dst_pitch, int sx, int sy, int dx, int dy, int width, int height)",1.8703703999999999,0.37037036,1.5,0.0,27,5,9,2,3,2,0,1,False
allegro5\addons\primitives\prim_opengl.c,114,"static void setup_state(const char * vtxs, const ALLEGRO_VERTEX_DECL * decl, ALLEGRO_BITMAP * texture)",3.8691099,2.8691098999999998,1.0,0.0,191,137,137,4,4,2,0,0,False
allegro5\src\raspberrypi\pidisplay.c,399,"static ALLEGRO_DISPLAY * raspberrypi_create_display(int w, int h)",1.1621622,0.16216215,1.0,0.0,74,6,6,2,2,2,0,0,False
allegro5\addons\primitives\triangulator.c,492,"static int poly_compute_vertex_attributes(_AL_LIST * vertices, _AL_LIST_ITEM * item, int flags, _AL_LIST * reflex)",1.1515151000000001,0.15151516,1.0,0.0,66,10,10,1,1,1,0,0,False
allegro5\demos\skater\src\game.c,226,static void GameDraw(void),1.6153846,0.61538464,1.0,0.0,91,28,28,2,2,2,0,0,False
allegro5\addons\audio\kcm_mixer.c,52,"static float * _al_rechannel_matrix(ALLEGRO_CHANNEL_CONF orig, ALLEGRO_CHANNEL_CONF target, float gain, float pan)",1.2241379,0.22413793,1.0,0.0,58,13,13,1,1,1,0,0,False
allegro5\src\shader.c,50,ALLEGRO_SHADER * al_create_shader(ALLEGRO_SHADER_PLATFORM platform),1.7407408,0.7407406999999999,1.0,0.0,27,10,10,2,2,2,0,0,False
allegro5\src\fshook_stdio.c,592,static bool do_make_directory(WRAP_CHAR * abs_path),1.3076923,0.30769232,1.0,0.0,26,8,8,1,1,1,0,0,False
allegro5\addons\primitives\prim_opengl.c,804,void _al_unlock_index_buffer_opengl(ALLEGRO_INDEX_BUFFER * buf),2.75,1.25,1.5,0.0,8,5,9,2,3,2,0,1,False
allegro5\src\opengl\ogl_fbo.c,135,static void detach_multisample_buffer(ALLEGRO_FBO_INFO * info),1.7857143,0.78571427,1.0,0.0,14,11,11,1,1,1,0,1,False
allegro5\src\opengl\ogl_draw.c,160,"static void color_ptr_on(ALLEGRO_DISPLAY * display, int n, GLint t, int stride, void * v)",2.1764707999999997,1.1764706,1.0,0.0,17,10,10,2,2,2,0,0,False
allegro5\examples\ex_resample_test.c,22,static void mainloop(void),1.2197802,0.21978022,1.0,0.0,91,10,10,2,2,1,0,0,False
allegro5\tools\win\wfixicon.c,187,"int main(int argc, char * argv[])",3.1962616,0.19626167,3.0,0.0,107,7,27,3,9,4,0,3,False
allegro5\addons\primitives\prim_opengl.c,795,void _al_unlock_vertex_buffer_opengl(ALLEGRO_VERTEX_BUFFER * buf),2.75,1.25,1.5,0.0,8,5,9,2,3,2,0,1,False
allegro5\src\linux\lmseev.c,419,static void process_rel(const struct input_event * event),1.12,0.12,1.0,0.0,25,3,3,1,1,1,0,0,False
allegro5\src\convert.c,4280,"static void bgr_888_to_argb_4444(const void * src, int src_pitch, void * dst, int dst_pitch, int sx, int sy, int dx, int dy, int width, int height)",1.8703703999999999,0.37037036,1.5,0.0,27,5,9,2,3,2,0,1,False
allegro5\src\convert.c,4307,"static void bgr_888_to_rgb_888(const void * src, int src_pitch, void * dst, int dst_pitch, int sx, int sy, int dx, int dy, int width, int height)",3.0555556,1.5555556000000001,1.5,0.0,36,14,24,4,6,2,0,2,False
allegro5\src\opengl\ogl_draw.c,55,bool _al_opengl_set_blender(ALLEGRO_DISPLAY * ogl_disp),4.4736843,1.4736841999999999,2.1666667,0.8333333,57,14,47,6,13,5,5,9,False
allegro5\src\x\xsystem.c,361,static bool xglx_inhibit_screensaver(bool inhibit),1.65,0.65,1.0,0.0,20,13,13,1,1,1,0,0,False
