FILE,Start,FUNCTION_SIGNATURE,ABSmell,LocationSmell,ConstantsSmell,NestingSmell,LOC,LOAC,LOFC,NOFL,NOFC_Dup,NOFC_NonDup,NONEST,NONEG,Smelly
FFmpeg\libavutil\file_open.c,110,"int avpriv_tempfile(const char * prefix, char * * filename, int log_offset, void * log_ctx)",6.7968254,4.5111113,1.5714285,0.71428573,45,29,69,7,11,7,5,8,True
FFmpeg\libswscale\x86\yuv2rgb.c,81,av_cold SwsFunc ff_yuv2rgb_init_x86(SwsContext * c),6.51831,4.71831,1.0,0.8,71,67,79,5,5,2,4,0,True
FFmpeg\libavcodec\x86\mpegvideoenc.c,213,av_cold void ff_dct_encode_init_x86(MpegEncContext * s),6.505376999999999,4.83871,1.3333334,0.33333334,31,25,39,6,8,5,2,0,True
FFmpeg\libavcodec\mips\aaccoder_mips.c,2484,void ff_aac_coder_init_mips(AACEncContext * c),6.3055553,3.5555556000000004,1.25,1.5,18,16,50,4,5,4,6,2,True
FFmpeg\libavcodec\x86\rv40dsp_init.c,215,av_cold void ff_rv40dsp_init_x86(RV34DSPContext * c),6.277419,4.677419,1.0,0.6,62,58,67,5,5,3,3,0,True
FFmpeg\libavcodec\x86\snowdsp.c,880,av_cold void ff_dwt_init_x86(SnowDWTContext * c),6.264286,4.464286,1.0,0.8,28,25,37,5,5,3,4,0,True
FFmpeg\libavutil\adler32.c,44,"unsigned long av_adler32_update(unsigned long adler, const uint8_t * buf, unsigned int len)",6.25,3.0,2.5,0.75,48,36,132,4,10,5,3,4,True
FFmpeg\libavcodec\mips\ac3dsp_mips.c,403,"void ff_ac3dsp_init_mips(AC3DSPContext * c, int bit_exact)",6.1346154,3.3846154000000004,1.25,1.5,13,11,26,4,5,5,6,2,True
FFmpeg\libpostproc\postprocess_template.c,1871,"static inline void RENAME(deInterlaceMedian)(uint8_t src[], int stride)",6.108823999999999,3.8588235,1.5,0.75,85,82,182,4,6,3,3,2,True
FFmpeg\libavcodec\ppc\fft_init.c,151,av_cold void ff_fft_init_ppc(FFTContext * s),5.7708330000000005,2.4375,2.3333333,1.0,16,13,61,3,7,5,3,1,True
FFmpeg\libavutil\hwcontext_vaapi.c,1471,"static int vaapi_device_create(AVHWDeviceContext * ctx, const char * device, AVDictionary * opts, int flags)",5.6007195,4.1007195,1.1666666,0.33333334,139,95,124,6,7,5,2,1,True
FFmpeg\libavcodec\mips\sbrdsp_mips.c,890,void ff_sbrdsp_init_mips(SBRDSPContext * s),5.5714283,2.5714285,1.3333334,1.6666666,21,18,56,3,4,4,5,2,True
FFmpeg\libavformat\file.c,137,"static int file_check(URLContext * h, int mask)",5.55,2.8,2.0,0.75,30,21,65,4,8,4,3,4,True
FFmpeg\libavcodec\mips\aacpsdsp_mips.c,450,void ff_psdsp_init_mips(PSDSPContext * s),5.4,2.4,1.3333334,1.6666666,15,12,32,3,4,4,5,2,True
FFmpeg\libavcodec\x86\videodsp_init.c,279,"av_cold void ff_videodsp_init_x86(VideoDSPContext * ctx, int bpc)",5.35,3.6,1.0,0.75,30,27,45,4,4,3,3,0,True
FFmpeg\libavcodec\mips\aacsbr_mips.c,611,void ff_aacsbr_func_ptr_init_mips(AACSBRContext * c),5.307691999999999,2.3076923,1.3333334,1.6666666,13,10,24,3,4,4,5,2,True
FFmpeg\libavutil\hwcontext_vaapi.c,1626,"static int vaapi_device_derive(AVHWDeviceContext * ctx, AVHWDeviceContext * src_ctx, int flags)",5.1127453,2.7794117999999997,1.3333334,1.0,68,63,100,3,4,3,3,1,True
FFmpeg\libavcodec\x86\mpegaudiodsp.c,242,av_cold void ff_mpadsp_init_x86(MPADSPContext * s),5.111111599999999,3.1111112000000003,1.2,0.8,45,28,59,5,6,6,4,0,True
FFmpeg\libavformat\udp.c,1057,static int udp_close(URLContext * h),4.888889,2.8888887999999997,1.25,0.75,36,26,36,4,5,3,3,1,True
FFmpeg\libswscale\rgb2rgb_template.c,377,"static inline void yuvPlanartoyuy2_c(const uint8_t * ysrc, const uint8_t * usrc, const uint8_t * vsrc, uint8_t * dst, int width, int height, int lumStride, int chromStride, int dstStride, int vertLumPerChroma)",4.771739,2.5217392000000003,1.5,0.75,46,29,58,4,6,3,3,2,True
FFmpeg\libswscale\rgb2rgb_template.c,441,"static inline void yuvPlanartouyvy_c(const uint8_t * ysrc, const uint8_t * usrc, const uint8_t * vsrc, uint8_t * dst, int width, int height, int lumStride, int chromStride, int dstStride, int vertLumPerChroma)",4.771739,2.5217392000000003,1.5,0.75,46,29,58,4,6,3,3,2,True
FFmpeg\fftools\ffmpeg.c,433,static int read_key(void),4.659091,2.659091,1.6666666,0.33333334,44,39,108,3,5,4,1,1,True
FFmpeg\libavutil\mips\float_dsp_mips.c,346,void ff_float_dsp_init_mips(AVFloatDSPContext * fdsp),4.6363635,1.6363636000000001,2.0,1.0,11,9,32,2,4,4,2,2,True
FFmpeg\libavutil\time.c,71,int av_gettime_relative_is_monotonic(void),4.5833335,2.25,2.0,0.33333334,12,9,27,3,6,4,1,1,True
FFmpeg\libavcodec\x86\vp8dsp_init.c,369,av_cold void ff_vp8dsp_init_x86(VP8DSPContext * c),4.549783000000001,2.8831167,1.0,0.6666667,77,74,102,3,3,2,2,0,True
FFmpeg\libavcodec\x86\flacdsp_init.c,53,"av_cold void ff_flacdsp_init_x86(FLACDSPContext * c, enum AVSampleFormat fmt, int channels, int bps)",4.4699454,2.8032787,1.0,0.6666667,61,57,111,3,3,3,2,0,True
FFmpeg\libavcodec\mips\fft_mips.c,501,av_cold void ff_fft_init_mips(FFTContext * s),4.4666667,1.8000001,1.3333334,1.3333334,15,9,27,3,4,4,4,2,True
FFmpeg\libavcodec\x86\vp9dsp_init.c,217,"av_cold void ff_vp9dsp_init_x86(VP9DSPContext * dsp, int bpp, int bitexact)",4.4615383,1.9615383999999998,1.5,1.0,156,153,177,2,3,3,2,0,True
FFmpeg\libavcodec\x86\vp8dsp_init.c,319,av_cold void ff_vp78dsp_init_x86(VP8DSPContext * c),4.4523807,2.7857141,1.0,0.6666667,42,39,49,3,3,2,2,0,True
FFmpeg\libavformat\tls_openssl.c,69,int ff_openssl_init(void),4.4022985,2.0689653999999997,1.6666666,0.6666667,29,20,42,3,5,3,2,1,True
FFmpeg\libavcodec\mips\mpegaudiodsp_mips_float.c,1252,void ff_mpadsp_init_mipsfpu(MPADSPContext * s),4.4,1.4,2.0,1.0,10,7,24,2,4,4,2,2,True
FFmpeg\libavcodec\startcode.c,31,"int ff_startcode_find_candidate_c(const uint8_t * buf, int size)",4.289855,1.9565217000000001,1.3333334,1.0,23,15,36,3,4,3,3,1,True
FFmpeg\libavformat\file.c,170,static int file_delete(URLContext * h),4.216667,2.5500002,1.3333334,0.33333334,20,17,24,3,4,3,1,1,True
FFmpeg\libavutil\pixelutils.c,66,"av_pixelutils_sad_fn av_pixelutils_get_sad_fn(int w_bits, int h_bits, int aligned, void * log_ctx)",4.216667,2.5500002,1.3333334,0.33333334,20,17,34,3,4,3,1,3,True
FFmpeg\libavcodec\mips\iirfilter_mips.c,203,void ff_iir_filter_init_mips(FFIIRFilterContext * f),3.9285714999999994,1.4285715,1.5,1.0,7,5,11,2,3,3,2,2,True
FFmpeg\libavformat\network.c,46,void ff_tls_deinit(void),3.8484849999999997,2.1818182,1.0,0.6666667,11,8,14,3,3,3,2,0,True
FFmpeg\libavutil\hwcontext_vulkan.c,858,"static int vulkan_device_derive(AVHWDeviceContext * ctx, AVHWDeviceContext * src_ctx, int flags)",3.8424242,2.509091,1.0,0.33333334,55,46,61,3,3,3,1,0,True
FFmpeg\libavcodec\mips\acelp_filters_mips.c,213,void ff_acelp_filter_init_mips(ACELPFContext * c),3.8333334999999997,1.3333334,1.5,1.0,9,6,14,2,3,3,2,2,True
FFmpeg\libavcodec\mips\celp_filters_mips.c,285,void ff_celp_filter_init_mips(CELPFContext * c),3.8333334999999997,1.3333334,1.5,1.0,9,6,14,2,3,3,2,2,True
FFmpeg\libavcodec\mips\mpegaudiodsp_mips_fixed.c,910,void ff_mpadsp_init_mipsdsp(MPADSPContext * s),3.8333334999999997,1.3333334,1.5,1.0,9,6,14,2,3,3,2,2,True
FFmpeg\libavformat\network.c,31,int ff_tls_init(void),3.8095237999999996,2.142857,1.0,0.6666667,14,10,18,3,3,3,2,0,True
FFmpeg\libavcodec\mips\acelp_vectors_mips.c,99,void ff_acelp_vectors_init_mips(ACELPVContext * c),3.75,1.25,1.5,1.0,8,5,11,2,3,3,2,2,True
FFmpeg\libavcodec\mips\celp_math_mips.c,87,void ff_celp_math_init_mips(CELPMContext * c),3.75,1.25,1.5,1.0,8,5,11,2,3,3,2,2,True
FFmpeg\libavcodec\x86\mpegvideoencdsp_init.c,217,"av_cold void ff_mpegvideoencdsp_init_x86(MpegvideoEncDSPContext * c, AVCodecContext * avctx)",3.5507245000000003,2.2173912999999996,1.0,0.33333334,46,34,42,3,3,3,1,0,True
FFmpeg\libavcodec\x86\h264_qpel.c,540,"av_cold void ff_h264qpel_init_x86(H264QpelContext * c, int bit_depth)",3.4285714999999994,1.9285715,1.0,0.5,84,81,87,2,2,2,1,0,True
FFmpeg\libavutil\time.c,56,int64_t av_gettime_relative(void),3.4285714999999994,1.4285715,1.5,0.5,14,10,23,2,3,3,1,0,True
FFmpeg\libavcodec\x86\vp9dsp_init_16bpp.c,72,av_cold void ff_vp9dsp_init_16bpp_x86(VP9DSPContext * dsp),3.4142857,1.9142857,1.0,0.5,70,67,70,2,2,2,1,0,True
FFmpeg\libavcodec\x86\dirac_dwt_init.c,161,"void ff_spatial_idwt_init_x86(DWTContext * d, enum dwt_type type)",3.4047617999999993,1.9047618999999998,1.0,0.5,63,60,86,2,2,2,1,1,True
FFmpeg\libavfilter\x86\vf_removegrain_init.c,50,av_cold void ff_removegrain_init_x86(RemoveGrainContext * rg),3.3421053999999994,1.8421053,1.0,0.5,38,35,51,2,2,2,1,0,True
FFmpeg\libswscale\ppc\swscale_altivec.c,238,av_cold void ff_sws_init_swscale_ppc(SwsContext * c),3.3260870000000002,1.8260869999999998,1.0,0.5,46,42,52,2,2,2,1,0,True
FFmpeg\libavcodec\x86\xvididct_init.c,55,"av_cold void ff_xvid_idct_init_x86(IDCTDSPContext * c, AVCodecContext * avctx, unsigned high_bit_depth)",3.2419355,1.7419354999999999,1.0,0.5,31,27,41,2,2,2,1,0,True
FFmpeg\libavcodec\x86\synth_filter_init.c,54,av_cold void ff_synth_filter_init_x86(SynthFilterContext * s),3.2,1.7,1.0,0.5,20,17,22,2,2,2,1,0,True
FFmpeg\libavfilter\x86\vf_idet_init.c,69,"av_cold void ff_idet_init_x86(IDETContext * idet, int for_16b)",3.147059,1.6470588,1.0,0.5,17,14,22,2,2,2,1,0,True
FFmpeg\libavfilter\x86\vf_noise.c,129,av_cold void ff_noise_init_x86(NoiseContext * n),3.1,1.6,1.0,0.5,15,12,15,2,2,2,1,0,True
FFmpeg\libavfilter\x86\scene_sad_init.c,46,ff_scene_sad_fn ff_scene_sad_get_fn_x86(int depth),2.9666667,1.4666667,1.0,0.5,15,11,15,2,2,2,1,0,True
FFmpeg\libavcodec\mips\aacdec_mips.c,433,void ff_aacdec_init_mips(AACContext * c),2.9,1.4,1.0,0.5,10,7,10,2,2,2,1,0,True
FFmpeg\libavutil\hwcontext_vulkan.c,2140,"static int vulkan_map_to(AVHWFramesContext * hwfc, AVFrame * dst, const AVFrame * src, int flags)",2.5526316000000002,1.0526316,1.0,0.5,19,10,15,2,2,2,1,0,True
FFmpeg\libavutil\hwcontext_vulkan.c,2308,"static int vulkan_map_from(AVHWFramesContext * hwfc, AVFrame * dst, const AVFrame * src, int flags)",2.5526316000000002,1.0526316,1.0,0.5,19,10,15,2,2,2,1,0,True
