FILE,Start,FUNCTION_SIGNATURE,ABSmell,LocationSmell,ConstantsSmell,NestingSmell,LOC,LOAC,LOFC,NOFL,NOFC_Dup,NOFC_NonDup,NONEST,NONEG,Smelly
ruby\time.c,1600,"static struct tm * localtime_with_gmtoff_zone(const time_t * t, struct tm * result, long * gmtoff, VALUE * zone)",7.06,4.56,2.3333333,0.16666667,50,38,115,6,14,6,1,4,True
ruby\ext\etc\etc.c,653,static VALUE etc_systmpdir(VALUE _),6.8859644,5.052631400000001,1.1666666,0.6666667,38,32,78,6,7,5,4,3,True
ruby\missing\dtoa.c,725,"static Bigint * mult(Bigint * a, Bigint * b)",6.8787885,4.878788,1.4285715,0.5714286,99,69,188,7,10,3,4,3,True
ruby\vm_dump.c,925,void rb_vm_bugreport(const void * ctx),6.839912400000001,5.506579,1.2222222,0.11111111,152,93,109,9,11,9,1,1,True
ruby\sparc.c,12,void rb_sparc_flush_register_windows(void),6.785714,4.285714,2.0,0.5,21,15,48,6,12,5,3,3,True
ruby\signal.c,578,"static sighandler_t ruby_signal(int signum, sighandler_t handler)",6.6666675,4.6666669999999995,1.4285715,0.5714286,63,42,74,7,10,5,4,2,True
ruby\util.c,541,char * ruby_getcwd(void),6.6186050000000005,4.418605,1.4,0.8,43,38,85,5,7,4,4,3,True
ruby\coroutine\copy\Context.c,18,static void coroutine_flush_register_windows() #1,6.5499997,3.75,2.2,0.6,16,12,45,5,11,5,3,2,True
ruby\ext\-test-\memory_status\memory_status.c,13,static VALUE read_status(VALUE self),6.525,4.125,1.6,0.8,40,33,72,5,8,5,4,3,True
ruby\gc.c,10807,static double getrusage_time(void),6.4897957,4.4897957,1.4,0.6,49,44,67,5,7,6,3,1,True
ruby\localeinit.c,38,static VALUE locale_charmap(VALUE( * conv)(const char *)),6.29,3.04,3.0,0.25,25,19,63,4,12,4,1,3,True
ruby\missing\dup2.c,26,"int dup2(int fd1, int fd2)",6.279412000000001,3.5294117999999997,2.0,0.75,34,30,90,4,8,4,3,2,True
ruby\gc.c,2105,"static inline VALUE newobj_init(VALUE klass, VALUE flags, VALUE v1, VALUE v2, VALUE v3, int wb_protected, rb_objspace_t * objspace, VALUE obj)",6.095238,4.6666669999999995,1.1428572,0.2857143,75,50,60,7,8,6,2,1,True
ruby\file.c,2824,"static int utime_internal(const char * path, void * arg) #1",6.085106400000001,4.0851064,1.1666666,0.8333333,47,32,49,6,7,4,5,1,True
ruby\file.c,831,static VALUE rb_stat_blocks(VALUE self),6.0192309999999996,2.7692308,2.0,1.25,13,9,28,4,8,4,5,2,True
ruby\missing\dtoa.c,964,"static Bigint * diff(Bigint * a, Bigint * b)",6.0000005,4.0,1.4285715,0.5714286,84,48,128,7,10,3,4,3,True
ruby\time.c,702,"static struct tm * rb_localtime_r(const time_t * t, struct tm * result)",5.8624997,4.0625,1.6,0.2,32,26,55,5,8,7,1,1,True
ruby\compile.c,11564,"static rb_iseq_t * ibf_load_iseq(const struct ibf_load * load, const rb_iseq_t * index_iseq)",5.73,4.48,1.125,0.125,50,28,37,8,9,3,1,3,True
ruby\mjit_worker.c,473,static double real_ms_time(void),5.361111,3.1111112000000003,1.5,0.75,18,14,29,4,6,3,3,2,True
ruby\vm_dump.c,421,"void rb_vmdebug_debug_print_post(const rb_execution_context_t * ec, const rb_control_frame_t * cfp #if OPT_STACK_CACHING, VALUE reg_a, VALUE reg_b #endif)",5.337931,4.137931299999999,1.0,0.2,29,24,33,5,5,2,1,0,True
ruby\ext\etc\etc.c,1009,static VALUE etc_nprocessors(VALUE obj),5.25,2.25,2.0,1.0,24,18,45,3,6,4,3,4,True
ruby\mjit.c,639,static int check_tmpdir(const char * dir),5.2,3.1999998,1.2,0.8,25,16,28,5,6,5,4,4,True
ruby\string.c,9568,"static VALUE rb_str_crypt(VALUE str, VALUE salt)",5.1266847,3.6981132000000003,1.2857143,0.14285715,53,28,40,7,9,4,1,2,True
ruby\thread_pthread.c,1648,static void ubf_timer_create(rb_pid_t current),5.0,2.3333334999999997,1.6666666,1.0,27,21,51,3,5,4,3,1,True
ruby\dir.c,148,"static inline int need_normalization(DIR * dirp, const char * path)",4.9848485,2.3181818,1.6666666,1.0,22,17,43,3,5,3,3,1,True
ruby\gc.c,9775,"static void objspace_malloc_increase(rb_objspace_t * objspace, void * mem, size_t new_size, size_t old_size, enum memop_type type)",4.8848486,3.4848485,1.0,0.4,66,46,56,5,5,3,2,0,True
ruby\missing\dtoa.c,1050,static double ulp(double x_),4.8722224,3.472222,1.0,0.4,36,25,43,5,5,3,2,4,True
ruby\file.c,1712,"static VALUE rb_file_blockdev_p(VALUE obj, VALUE fname)",4.8235292,2.8235295,1.25,0.75,17,12,21,4,5,3,3,2,True
ruby\ext\socket\init.c,655,"static int cloexec_accept(int socket, struct sockaddr * address, socklen_t * address_len, int nonblock)",4.737254599999999,3.137255,1.0,0.6,51,32,45,5,5,3,3,1,True
ruby\st.c,518,"st_table * st_init_table_with_size(const struct st_hash_type * type, st_index_t size)",4.722222,3.5555556000000004,1.0,0.16666667,54,32,38,6,6,2,1,4,True
ruby\error.c,539,static void preface_dump(FILE * out),4.7083330000000005,2.375,1.6666666,0.6666667,24,19,32,3,5,4,2,1,True
ruby\time.c,1039,"static struct tm * gmtime_with_leapsecond(const time_t * timep, struct tm * result)",4.5614038,2.8947368,1.3333334,0.33333334,114,110,117,3,4,3,1,1,True
ruby\ext\socket\unixsocket.c,28,static VALUE unixsock_path_value(VALUE path),4.5438595,2.2105262000000003,1.3333334,1.0,19,14,23,3,4,3,3,1,True
ruby\ext\socket\raddrinfo.c,223,"static int numeric_getaddrinfo(const char * node, const char * service, const struct addrinfo * hints, struct addrinfo * * res)",4.410569000000001,2.7439023999999996,1.0,0.6666667,82,75,105,3,3,3,2,0,True
ruby\file.c,3386,"char * rb_enc_path_skip_prefix(const char * path, const char * end, rb_encoding * enc)",4.25,2.25,1.3333334,0.6666667,20,15,43,3,4,2,2,0,True
ruby\ext\-test-\file\fs.c,47,"VALUE get_fsname(VALUE self, VALUE str)",4.1979165,2.53125,1.0,0.6666667,32,27,45,3,3,3,2,0,True
ruby\string.c,1672,static inline uintptr_t count_utf8_lead_bytes_with_word(const uintptr_t * s),4.098039,1.7647058999999998,2.0,0.33333334,17,10,33,3,6,4,1,1,True
ruby\dir.c,1477,static void * nogvl_opendir_at(void * ptr),4.0303035000000005,2.3636365,1.3333334,0.33333334,33,26,35,3,4,3,1,1,True
ruby\ext\openssl\ossl_ssl.c,1085,"static VALUE ossl_sslctx_set_ecdh_curves(VALUE self, VALUE arg)",4.02381,2.357143,1.3333334,0.33333334,42,33,68,3,4,3,1,1,True
ruby\ext\openssl\ossl_ssl.c,152,"static VALUE ossl_sslctx_set_minmax_proto_version(VALUE self, VALUE min_v, VALUE max_v)",3.9689925,2.3023257000000004,1.3333334,0.33333334,43,33,65,3,4,3,1,1,True
ruby\ext\socket\option.c,668,"static int rb_if_indextoname(const char * succ_prefix, const char * fail_prefix, unsigned int ifindex, char * buf, size_t len)",3.9166667,2.25,1.3333334,0.33333334,16,12,22,3,4,3,1,2,True
ruby\gc.c,10261,void * ruby_mimmalloc(size_t size),3.5256410000000002,2.1923077,1.0,0.33333334,26,19,24,3,3,2,1,0,True
ruby\ext\nkf\nkf-utf8\nkf.c,2132,"static nkf_char e_iconv(nkf_char c2, nkf_char c1, nkf_char c0)",3.1833332000000003,1.85,1.0,0.33333334,60,37,49,3,3,2,1,0,True
ruby\gc.c,10058,"static void objspace_xfree(rb_objspace_t * objspace, void * ptr, size_t old_size)",3.1451612,1.6451613,1.0,0.5,62,51,97,2,2,2,1,0,True
ruby\iseq.c,612,void rb_iseq_insns_info_encode_positions(const rb_iseq_t * iseq),3.0,1.5,1.0,0.5,16,12,16,2,2,2,1,0,True
ruby\ext\socket\ifaddr.c,453,void rsock_init_sockifaddr(void),2.9736842999999995,1.4736841999999999,1.0,0.5,19,14,17,2,2,2,1,0,True
ruby\file.c,250,VALUE rb_str_encode_ospath(VALUE path),2.9444444,1.4444443999999999,1.0,0.5,18,13,18,2,2,2,1,0,True
ruby\ext\socket\sockssocket.c,57,void rsock_init_sockssocket(void),2.7727272999999997,1.2727273000000001,1.0,0.5,11,7,10,2,2,2,1,0,True
ruby\gc.c,9873,"static inline void * objspace_malloc_fixup(rb_objspace_t * objspace, void * mem, size_t size)",2.7631577999999997,1.2631578,1.0,0.5,19,12,17,2,2,2,1,0,True
ruby\file.c,1614,"static VALUE rb_file_pipe_p(VALUE obj, VALUE fname)",2.7307692,1.2307693000000002,1.0,0.5,13,8,11,2,2,2,1,1,True
