FILE,Start,FUNCTION_SIGNATURE,ABSmell,LocationSmell,ConstantsSmell,NestingSmell,LOC,LOAC,LOFC,NOFL,NOFC_Dup,NOFC_NonDup,NONEST,NONEG,Smelly
vlc\modules\gui\eject.c,122,"static int intf_Eject(vlc_object_t * p_this, const char * psz_device)",7.755555,4.5555553,2.6,0.6,45,41,136,5,13,4,3,4,true
vlc\modules\misc\securetransport.c,724,"static vlc_tls_t * st_ClientSessionOpen(vlc_tls_client_t * crd, vlc_tls_t * sock, const char * hostname, const char * const * alpn)",7.706897,1.7068965,6.0,0.0,58,33,229,3,18,9,0,2,false
vlc\src\extras\libc.c,397,"vlc_iconv_t vlc_iconv_open(const char * tocode, const char * fromcode)",7.434146,4.634146,1.8,1.0,41,38,103,5,9,5,5,3,true
vlc\src\misc\cpu.c,265,void vlc_CPU_dump(vlc_object_t * obj),7.4336734,3.1836734,4.25,0.0,49,39,119,4,17,8,0,3,false
vlc\src\posix\thread.c,354,unsigned vlc_GetCPUCount(void),7.386364,3.6363637,3.75,0.0,33,30,103,4,15,4,0,6,false
vlc\modules\codec\libmpeg2.c,147,static int OpenDecoder(vlc_object_t * p_this),7.1,2.1000001,4.428571,0.5714286,80,24,159,7,31,11,4,8,false
vlc\src\linux\cpu.c,43,unsigned vlc_CPU_raw(void),6.8142853,3.2142856,3.4,0.2,70,45,207,5,17,7,1,3,true
vlc\src\network\udp.c,397,"static int net_Subscribe(vlc_object_t * obj, int fd, const struct sockaddr * grp, socklen_t grplen)",6.7070417,4.507042,1.6,0.6,71,64,204,5,8,6,3,3,true
vlc\modules\video_chroma\i422_yuy2.c,161,"VLC_TARGET static void I422_YUY2(filter_t * p_filter, picture_t * p_source, picture_t * p_dest)",6.4690475,3.8690476,1.6,1.0,84,65,111,5,8,4,5,2,true
vlc\modules\video_chroma\i422_yuy2.c,258,"VLC_TARGET static void I422_YVYU(filter_t * p_filter, picture_t * p_source, picture_t * p_dest)",6.4690475,3.8690476,1.6,1.0,84,65,111,5,8,4,5,2,true
vlc\modules\video_chroma\i422_yuy2.c,355,"VLC_TARGET static void I422_UYVY(filter_t * p_filter, picture_t * p_source, picture_t * p_dest)",6.4690475,3.8690476,1.6,1.0,84,65,111,5,8,4,5,2,true
vlc\modules\access\rdp.c,233,static bool postConnectHandler(freerdp * p_instance),6.3846154,1.3846154,5.0,0.0,26,12,63,3,15,3,0,2,false
vlc\modules\access\file.c,73,static bool IsRemote(int fd),6.3333335,2.6666667,3.6666667,0.0,27,24,96,3,11,4,0,3,false
vlc\modules\codec\mft.c,1147,static int LoadMFTLibrary(MFHandle * mf),6.1,1.6,4.5,0.0,20,16,74,2,9,5,0,1,false
vlc\modules\codec\cvdsub.c,343,"static void ParseMetaInfo(decoder_t * p_dec, block_t * p_spu)",5.714286,4.714286,1.0,0.0,126,54,54,11,11,1,0,0,false
vlc\src\network\udp.c,314,"static int net_SourceSubscribe(vlc_object_t * obj, int fd, const struct sockaddr * src, socklen_t srclen, const struct sockaddr * grp, socklen_t grplen)",5.67029,3.4202898,1.75,0.5,69,59,173,4,7,5,2,3,true
vlc\modules\codec\videotoolbox.c,1527,static Boolean deviceSupportsAdvancedLevels(),5.618421,3.368421,1.5,0.75,19,16,36,4,6,3,3,2,true
vlc\modules\access\dtv\linux.c,1043,"int dvb_set_dvbt2(dvb_device_t * d, uint32_t freq, const char * modstr, uint32_t fec, uint32_t bandwidth, int transmit_mode, uint32_t guard, uint8_t plp)",5.6048384,3.3548386,1.5,0.75,31,26,43,4,6,2,3,2,true
vlc\modules\hw\vaapi\decoder_device.c,223,"static int Open(vlc_decoder_device * device, vout_window_t * window)",5.5961537,1.8461539,3.75,0.0,26,12,54,4,15,4,0,6,false
vlc\src\text\url.c,964,static char * vlc_idna_to_ascii(const char * idn),5.5030303,2.8363636,2.6666667,0.0,55,52,137,3,8,3,0,3,false
vlc\modules\access\bluray.c,546,static void FindMountPoint(char * * file),5.3939395,2.7272727,2.6666667,0.0,44,40,86,3,8,3,0,3,false
vlc\modules\access\vcd\cdrom.c,148,"vcddev_t * ioctl_Open(vlc_object_t * p_this, const char * psz_dev)",5.236842,2.7368422,2.5,0.0,57,26,77,6,15,3,0,6,false
vlc\src\win32\thread.c,628,static vlc_tick_t mdate_wall(void),5.214286,0.71428573,4.5,0.0,14,5,27,2,9,4,0,3,false
vlc\modules\access\satip.c,441,static void * satip_thread(void * data),5.0458336,3.6458335,1.4,0.0,96,70,101,5,7,2,0,2,false
vlc\modules\codec\dvbsub.c,553,"static void decode_segment(decoder_t * p_dec, bs_t * s)",5.0,4.0,1.0,0.0,85,34,34,10,10,1,0,0,false
vlc\compat\localtime_r.c,35,"struct tm * localtime_r(const time_t * timep, struct tm * result)",4.848485,2.1818182,2.6666667,0.0,11,8,28,3,8,3,0,3,false
vlc\compat\getpid.c,30,pid_t getpid(void),4.7666664,2.1,2.6666667,0.0,10,7,24,3,8,3,0,3,false
vlc\src\posix\plugin.c,41,"void * vlc_dlopen(const char * path, bool lazy)",4.74359,2.0769231,2.6666667,0.0,13,9,31,3,8,3,0,3,false
vlc\src\text\url.c,247,char * vlc_uri2path(const char * url),4.742424,2.2424242,2.5,0.0,66,37,94,4,10,3,0,10,false
vlc\src\config\file.c,73,static FILE * config_OpenConfigFile(vlc_object_t * p_obj),4.7222223,0.7222222,4.0,0.0,54,39,156,1,4,4,0,1,false
vlc\modules\codec\dvbsub.c,1733,static subpicture_t * YuvaYuvp(subpicture_t * p_subpic),4.617757,3.3450294,1.2727273,0.0,171,52,78,11,14,3,0,5,false
vlc\modules\video_output\opengl\renderer.c,429,"struct vlc_gl_renderer * vlc_gl_renderer_New(vlc_gl_t * gl, const struct vlc_gl_api * api, vlc_video_context * context, const video_format_t * fmt, bool b_dump_shaders)",4.5591397,1.2258065,2.0,1.3333334,93,19,48,6,12,4,8,4,false
vlc\modules\codec\libass.c,130,static int Create(vlc_object_t * p_this),4.537594,2.3947368,1.8571428,0.2857143,114,39,76,7,13,5,2,4,false
vlc\modules\video_output\opengl\fragment_shaders.c,429,"char * opengl_fragment_shader_init(struct vlc_gl_renderer * renderer, GLenum tex_target, vlc_fourcc_t chroma, video_color_space_t yuv_space)",4.519337,2.5193372,1.3333334,0.6666667,181,76,103,6,8,4,4,3,false
vlc\src\misc\threads.c,136,bool vlc_mutex_held(const vlc_mutex_t * mtx),4.5,1.0,3.5,0.0,10,5,21,2,7,4,0,3,false
vlc\src\network\udp.c,90,"static int net_SetupDgramSocket(vlc_object_t * p_obj, int fd, const struct addrinfo * ptr)",4.464912,2.131579,1.6666666,0.6666667,38,27,52,3,5,5,2,1,true
vlc\src\text\unicode.c,52,"int utf8_vfprintf(FILE * stream, const char * fmt, va_list ap)",4.429825,2.7631578,1.3333334,0.33333334,38,35,85,3,4,3,1,4,true
vlc\bin\vlc.c,114,"int main(int argc, const char * argv[])",4.3903065,3.2653062,1.125,0.0,98,40,45,8,9,6,0,4,false
vlc\modules\video_chroma\i420_rgb.c,95,static int Activate(vlc_object_t * p_this),4.3875,3.1875,1.2,0.0,160,102,115,5,6,2,0,3,false
vlc\modules\control\rc.c,1698,static int Activate(vlc_object_t * p_this),4.380953,2.7142859,1.3333334,0.33333334,168,76,151,6,8,5,2,2,false
vlc\modules\access\bluray.c,2174,"static bool blurayTitleIsRepeating(BLURAY_TITLE_INFO * title_info, unsigned repeats, unsigned ratio)",4.283784,1.7837838,2.5,0.0,37,33,71,2,5,3,0,1,false
vlc\modules\video_chroma\d3d11_fmt.c,247,"static int D3D11_Create(vlc_object_t * obj, d3d11_handle_t * hd3d)",4.2333336,1.7333333,1.5,1.0,30,26,62,2,3,3,2,2,true
vlc\modules\text_renderer\freetype\text_layout.c,1627,"static paragraph_t * BuildParagraph(filter_t * p_filter, int i_size, const uni_char_t * p_uchars, text_style_t * * pp_styles, ruby_block_t * * pp_ruby, int i_runs_size, unsigned * pi_max_advance_x)",4.2055554,1.9555556,2.25,0.0,45,22,56,4,9,3,0,3,false
vlc\modules\video_filter\postproc.c,124,static int OpenPostproc(vlc_object_t * p_this),4.1896553,0.18965517,4.0,0.0,116,11,40,2,8,6,0,1,false
vlc\modules\access\vcd\cdrom.c,228,"void ioctl_Close(vlc_object_t * p_this, vcddev_t * p_vcddev)",4.166667,1.5,2.6666667,0.0,20,10,32,3,8,3,0,3,false
vlc\src\posix\filesystem.c,275,"int vlc_socketpair(int pf, int type, int proto, int fds[2], bool nonblock)",4.166667,2.5,1.3333334,0.33333334,24,20,37,3,4,3,1,1,true
vlc\modules\demux\mp4\libmp4.c,3283,"static int MP4_ReadBox_cmov(stream_t * p_stream, MP4_Box_t * p_box)",4.106742,2.6067417,1.25,0.25,89,58,111,4,5,3,1,3,true
vlc\modules\video_chroma\d3d11_fmt.c,846,void D3D11_LogResources(d3d11_decoder_device_t * dev_sys),4.1,1.6,1.5,1.0,15,12,32,2,3,3,2,2,true
vlc\src\posix\plugin.c,55,int vlc_dlclose(void * handle),4.066667,2.4,1.3333334,0.33333334,15,12,21,3,4,3,1,3,true
vlc\src\posix\filesystem.c,302,"int vlc_accept(int lfd, struct sockaddr * addr, socklen_t * alen, bool nonblock)",4.0000005,2.3333335,1.3333334,0.33333334,18,14,24,3,4,3,1,1,true
vlc\modules\codec\x264.c,778,static int Open(vlc_object_t * p_this),3.978587,2.589698,1.3333334,0.055555556,563,81,120,18,24,9,1,6,false
vlc\src\posix\filesystem.c,256,"int vlc_socket(int pf, int type, int proto, bool nonblock)",3.9607842,2.2941177,1.3333334,0.33333334,17,13,23,3,4,3,1,1,true
vlc\modules\access\file.c,110,static bool IsRemote(const char * path),3.9545455,1.4545455,2.5,0.0,11,8,21,2,5,3,0,5,false
vlc\modules\video_chroma\d3d11_fmt.c,279,static void D3D11_Destroy(d3d11_handle_t * hd3d),3.9545455,1.4545455,1.5,1.0,11,8,16,2,3,3,2,2,true
vlc\modules\text_renderer\freetype\text_layout.c,433,static int AnalyzeParagraph(paragraph_t * p_paragraph),3.9444447,2.6111112,1.3333334,0.0,54,47,54,3,4,3,0,1,false
vlc\lib\media_player.c,1161,"void libvlc_media_player_set_hwnd(libvlc_media_player_t * p_mi, void * drawable)",3.9444444,1.4444444,2.5,0.0,18,13,35,2,5,3,0,1,false
vlc\modules\stream_filter\decomp.c,105,static void * Thread(void * data),3.927928,2.5945947,1.3333334,0.0,74,32,43,6,8,2,0,2,false
vlc\compat\dirfd.c,28,int(dirfd)(DIR * dir),3.9166667,2.25,1.3333334,0.33333334,12,9,20,3,4,3,1,1,true
vlc\modules\access\screen\screen.c,141,static int Open(vlc_object_t * p_this),3.893617,2.893617,1.0,0.0,94,68,68,4,4,3,0,0,false
vlc\src\network\io.c,65,"int net_Socket(vlc_object_t * p_this, int family, int socktype, int protocol)",3.85,2.6,1.0,0.25,40,26,31,4,4,4,1,1,true
vlc\modules\video_filter\deinterlace\deinterlace.c,489,int Open(vlc_object_t * p_this),3.8460884,2.7210884,1.125,0.0,147,50,53,8,9,9,0,0,false
vlc\src\misc\interrupt.c,547,static void vlc_poll_i11e_wake(void * opaque) #2,3.8333335,1.3333334,2.5,0.0,9,6,17,2,5,3,0,3,false
vlc\modules\text_renderer\freetype\text_layout.c,301,"static paragraph_t * NewParagraph(filter_t * p_filter, int i_size, const uni_char_t * p_code_points, text_style_t * * pp_styles, ruby_block_t * * pp_ruby, int i_runs_size)",3.811594,2.4782608,1.0,0.33333334,92,38,44,6,6,3,2,0,false
vlc\src\extras\libc.c,447,"size_t vlc_iconv(vlc_iconv_t cd, const char * * inbuf, size_t * inbytesleft, char * * outbuf, size_t * outbytesleft)",3.7526884,2.419355,1.3333334,0.0,31,25,29,3,4,3,0,2,false
vlc\src\config\help.c,66,static unsigned ConsoleWidth(void),3.7017546,2.368421,1.3333334,0.0,19,15,20,3,4,4,0,1,false
vlc\lib\media_player.c,1183,void * libvlc_media_player_get_hwnd(libvlc_media_player_t * p_mi),3.7,1.2,2.5,0.0,10,6,18,2,5,3,0,1,false
vlc\src\network\udp.c,690,"int net_SetCSCov(int fd, int sendcov, int recvcov)",3.6862745,2.3529413,1.3333334,0.0,51,40,44,3,4,2,0,2,false
vlc\modules\video_output\caca.c,379,"static int Open(vout_display_t * vd, const vout_display_cfg_t * cfg, video_format_t * fmtp, vlc_video_context * context)",3.6173913,2.2173913,1.2,0.2,115,51,61,5,6,3,1,3,false
vlc\modules\access\dvb\linux_dvb.c,456,"static int FrontendInfo(vlc_object_t * p_access, dvb_sys_t * p_sys)",3.6,0.1,3.5,0.0,120,6,24,2,7,3,0,1,false
vlc\src\extras\libc.c,483,int vlc_iconv_close(vlc_iconv_t cd),3.5833335,2.25,1.3333334,0.0,12,9,13,3,4,3,0,2,false
vlc\modules\access\linsys\linsys_hdsdi.c,932,static int Capture(demux_t * p_demux),3.5719423,2.0719423,1.5,0.0,139,72,108,4,6,3,0,2,false
vlc\modules\codec\libmpeg2.c,252,"static picture_t * DecodeBlock(decoder_t * p_dec, block_t * * pp_block)",3.5207355,1.7429577,1.7777778,0.0,284,55,92,9,16,4,0,2,false
vlc\modules\access\dvdread.c,169,static int Open(vlc_object_t * p_this),3.460674,1.460674,2.0,0.0,89,26,53,5,10,6,0,2,false
vlc\modules\keystore\file.c,290,"static int file_open(const char * psz_file, const char * psz_mode, FILE * * pp_file)",3.4285715,0.9285714,2.5,0.0,28,13,35,2,5,4,0,1,false
vlc\modules\spu\dynamicoverlay\dynamicoverlay_commands.c,421,"static int exec_DataSharedMem(filter_t * p_filter, const commandparams_t * p_params, commandparams_t * p_results)",3.415254,1.9152542,1.5,0.0,118,113,120,2,3,2,0,1,false
vlc\src\posix\specific.c,39,"static void system_ConfigureDbus(libvlc_int_t * vlc, int argc, const char * const argv[])",3.4148936,1.9148936,1.5,0.0,94,90,94,2,3,2,0,1,false
vlc\modules\codec\lpcm.c,1258,"static void BdExtract(block_t * p_aout_buffer, block_t * p_block, unsigned i_frame_length, unsigned i_channels, unsigned i_channels_padding, unsigned i_bits)",3.4,1.9,1.5,0.0,40,19,36,4,6,2,0,2,false
vlc\src\win32\rand.c,34,"void vlc_rand_bytes(void * buf, size_t len)",3.35,1.85,1.5,0.0,40,37,66,2,3,2,0,1,false
vlc\modules\services_discovery\sap.c,1493,"static int Decompress(const unsigned char * psz_src, unsigned char * * _dst, int i_len)",3.3461537,1.8461539,1.5,0.0,39,36,43,2,3,2,0,1,false
vlc\modules\codec\webvtt\subsvtt.c,1960,"static void ParserHeaderHandler(void * priv, enum webvtt_header_line_e s, bool b_new, const char * psz_line)",3.3423078,2.0923078,1.0,0.25,65,34,37,4,4,2,1,0,true
vlc\src\input\resource.c,90,"static sout_instance_t * RequestSout(input_resource_t * p_resource, sout_instance_t * p_sout, const char * psz_sout)",3.3222222,1.8222222,1.5,0.0,45,41,46,2,3,2,0,1,false
vlc\modules\access\cdda.c,67,"static vcddev_t * DiscOpen(vlc_object_t * obj, const char * location, const char * path, unsigned * restrict trackp)",3.271318,1.6046512,1.6666666,0.0,43,23,32,3,5,4,0,1,false
vlc\modules\video_output\win32\direct3d11.c,986,static bool CanUseTextureArray(vout_display_t * vd),3.26,1.76,1.5,0.0,25,22,42,2,3,2,0,3,false
vlc\modules\access\rtp\input.c,194,void * rtp_stream_thread(void * opaque),3.2575758,1.7575758,1.5,0.0,33,29,33,2,3,2,0,3,false
vlc\modules\codec\avcodec\video.c,843,"static int DecodeSidedata(decoder_t * p_dec, const AVFrame * frame, picture_t * p_pic)",3.2274776,1.5608108,1.6666666,0.0,148,77,115,3,5,4,0,0,false
vlc\modules\video_chroma\omxdl.c,168,static int FixRV24(video_format_t * fmt),3.2272727,1.7272727,1.5,0.0,22,19,30,2,3,2,0,3,false
vlc\modules\video_chroma\omxdl.c,225,static int FixRV12(video_format_t * fmt),3.2272727,1.7272727,1.5,0.0,22,19,30,2,3,2,0,3,false
vlc\modules\video_output\opengl\interop_cvpx.c,164,static int Open(vlc_object_t * obj),3.2181818,1.8181819,1.4,0.0,110,40,57,5,7,2,0,2,false
vlc\src\modules\textdomain.c,33,int vlc_bindtextdomain(const char * domain),3.2037039,1.7037038,1.5,0.0,27,23,27,2,3,2,0,1,false
vlc\src\win32\dirs.c,184,char * config_GetLibDir(void),3.2,1.7,1.5,0.0,20,17,33,2,3,2,0,1,false
vlc\src\modules\bank.c,486,static void AllocateAllPlugins(vlc_object_t * p_this),3.1666665,1.6666666,1.5,0.0,36,15,28,4,6,3,0,2,false
vlc\src\os2\getaddrinfo.c,96,static int gai_error_from_herrno(void),3.1578946,0.15789473,3.0,0.0,19,3,9,1,3,3,0,1,false
vlc\modules\access\vdr.c,557,static void OptimizeForRead(int fd),3.142857,2.142857,1.0,0.0,14,10,10,3,3,3,0,0,false
vlc\modules\demux\avformat\demux.c,317,int avformat_OpenDemux(vlc_object_t * p_this),3.1343188,0.88431877,1.625,0.625,389,43,71,8,13,5,5,3,false
vlc\modules\text_renderer\freetype\freetype.c,1536,static void Destroy(vlc_object_t * p_this),3.131783,1.4651163,1.6666666,0.0,43,21,30,3,5,4,0,1,false
vlc\compat\setenv.c,28,"int setenv(const char * name, const char * value, int override)",3.125,1.625,1.5,0.0,16,13,17,2,3,2,0,1,false
vlc\modules\video_chroma\omxdl.c,191,static int FixRV16(video_format_t * fmt),3.125,1.625,1.5,0.0,16,13,18,2,3,2,0,3,false
vlc\modules\video_chroma\omxdl.c,208,static int FixRV15(video_format_t * fmt),3.125,1.625,1.5,0.0,16,13,18,2,3,2,0,3,false
vlc\modules\video_filter\grain.c,159,"VLC_SSE static void BlockBlendSse2(uint8_t * dst, size_t dst_pitch, const uint8_t * src, size_t src_pitch, const int16_t * noise)",3.125,1.625,1.5,0.0,32,26,30,2,3,2,0,1,false
vlc\modules\stream_out\rtp.c,1308,static void * ThreadSend(void * data),3.1201298,1.8701298,1.25,0.0,77,36,41,4,5,3,0,1,false
vlc\test\src\input\stream.c,365,int main(void),3.1111112,1.6111112,1.5,0.0,36,29,42,2,3,2,0,3,false
vlc\modules\demux\mpc.c,92,static int Open(vlc_object_t * p_this),3.1034484,1.1034483,1.5,0.5,87,16,38,6,9,4,3,5,false
vlc\compat\strcasecmp.c,29,"int strcasecmp(const char * s1, const char * s2)",3.1,1.6,1.5,0.0,15,12,23,2,3,2,0,1,false
vlc\modules\access\dtv\linux.c,379,"int dvb_add_pid(dvb_device_t * d, uint16_t pid)",3.0897436,1.5897436,1.5,0.0,39,31,60,2,3,2,0,1,false
vlc\modules\text_renderer\freetype\text_layout.c,669,"static int ItemizeParagraph(filter_t * p_filter, paragraph_t * p_paragraph)",3.0888891,1.888889,1.2,0.0,45,17,21,5,6,3,0,1,false
vlc\modules\access\smb2.c,564,"static char * vlc_smb2_resolve(stream_t * access, const char * host, unsigned port)",3.0882354,1.5882353,1.5,0.0,34,27,32,2,3,2,0,1,false
vlc\bin\winvlc.c,84,static void PrioritizeSystem32(void),3.086207,1.5862069,1.5,0.0,29,23,33,2,3,3,0,1,false
vlc\modules\access\amt.c,1259,static int amt_joinSSM_group(stream_t * p_access),3.0714285,1.5714285,1.5,0.0,14,11,16,2,3,2,0,1,false
vlc\modules\access\amt.c,1290,static int amt_leaveSSM_group(stream_t * p_access),3.0714285,1.5714285,1.5,0.0,14,11,16,2,3,2,0,1,false
vlc\src\posix\filesystem.c,181,int vlc_pipe(int fds[2]),3.0714285,1.5714285,1.5,0.0,14,11,21,2,3,2,0,1,false
vlc\modules\access\rtp\rtp.c,160,static int Open(vlc_object_t * obj),3.0666668,1.7333333,1.1666666,0.16666667,135,39,46,6,7,4,1,2,false
vlc\src\network\io.c,304,"int net_Accept(vlc_object_t * obj, int * fds)",3.0625,0.0625,3.0,0.0,48,3,9,1,3,3,0,1,false
vlc\modules\codec\kate.c,763,"static void PostprocessTigerImage(plane_t * p_plane, unsigned int i_width)",3.0609756,1.5609756,1.5,0.0,41,16,26,4,6,2,0,2,false
vlc\modules\access\screen\xcb.c,126,static bool CheckSHM(xcb_connection_t * conn),3.0384617,1.5384616,1.5,0.0,13,10,15,2,3,2,0,1,false
vlc\src\darwin\thread.c,260,void vlc_restorecancel(int state),3.0384617,1.5384616,1.5,0.0,13,10,14,2,3,2,0,3,false
vlc\src\posix\thread.c,299,void vlc_restorecancel(int state),3.0384617,1.5384616,1.5,0.0,13,10,14,2,3,2,0,3,false
vlc\src\win32\filesystem.c,145,char * vlc_getcwd(void),3.0384617,1.5384616,1.5,0.0,13,10,19,2,3,2,0,1,false
vlc\modules\video_chroma\i420_rgb16_x86.c,102,"VLC_TARGET void I420_R5G5B5(filter_t * p_filter, picture_t * p_src, picture_t * p_dest)",3.0376344,1.5376344,1.5,0.0,186,143,190,2,3,2,0,1,false
vlc\modules\video_chroma\i420_rgb16_x86.c,342,"VLC_TARGET void I420_R5G6B5(filter_t * p_filter, picture_t * p_src, picture_t * p_dest)",3.0376344,1.5376344,1.5,0.0,186,143,190,2,3,2,0,1,false
vlc\modules\video_chroma\i420_rgb16_x86.c,822,"VLC_TARGET void I420_R8G8B8A8(filter_t * p_filter, picture_t * p_src, picture_t * p_dest)",3.0376344,1.5376344,1.5,0.0,186,143,190,2,3,2,0,1,false
vlc\modules\video_chroma\i420_rgb16_x86.c,1061,"VLC_TARGET void I420_B8G8R8A8(filter_t * p_filter, picture_t * p_src, picture_t * p_dest)",3.0376344,1.5376344,1.5,0.0,186,143,190,2,3,2,0,1,false
vlc\modules\video_chroma\i420_rgb16_x86.c,1300,"VLC_TARGET void I420_A8B8G8R8(filter_t * p_filter, picture_t * p_src, picture_t * p_dest)",3.0376344,1.5376344,1.5,0.0,186,143,190,2,3,2,0,1,false
vlc\modules\video_output\opengl\gl_api.c,34,"int vlc_gl_api_Init(struct vlc_gl_api * api, vlc_gl_t * gl)",3.0333333,1.2,1.8333334,0.0,100,20,41,6,11,3,0,3,false
vlc\modules\video_chroma\i420_rgb16_x86.c,582,"VLC_TARGET void I420_A8R8G8B8(filter_t * p_filter, picture_t * p_src, picture_t * p_dest)",3.0294118,1.5294118,1.5,0.0,187,143,190,2,3,2,0,1,false
vlc\modules\access\dvdnav.c,322,static int AccessDemuxOpen(vlc_object_t * p_this),3.0081968,1.5081967,1.5,0.0,61,23,37,4,6,5,0,1,false
vlc\modules\access\dtv\en50221.c,217,"static void Dump(bool b_outgoing, uint8_t * p_data, int i_size)",3.0,1.5,1.5,0.0,12,9,13,2,3,2,0,1,false
vlc\modules\codec\omxil\utils.c,167,"void ArchitectureSpecificCopyHooks(decoder_t * p_dec, int i_color_format, int i_slice_height, int i_src_stride, ArchitectureSpecificCopyData * p_architecture_specific)",3.0,1.5,1.5,0.0,24,18,25,2,3,2,0,1,false
vlc\modules\demux\mpeg\mpeg4_iod.c,35,"static void od_debug(vlc_object_t * p_object, const char * format, ...)",3.0,1.5,1.5,0.0,12,9,14,2,3,2,0,1,false
vlc\modules\lua\libs\net.c,389,static int vlclua_stat(lua_State * L),3.0,2.0,1.0,0.0,50,20,20,5,5,5,0,0,false
vlc\modules\video_output\win32\common.c,106,"void CommonPlacePicture(vlc_object_t * obj, display_win32_area_t * area, vout_display_sys_win32_t * sys)",3.0,2.0,1.0,0.0,30,20,20,3,3,3,0,2,false
vlc\src\libvlc.c,360,void libvlc_InternalCleanup(libvlc_int_t * p_libvlc),3.0,1.3333334,1.6666666,0.0,45,20,34,3,5,3,0,2,false
vlc\compat\realpath.c,31,"char * realpath(const char * restrict relpath, char * restrict resolved_path)",2.9871795,1.4871795,1.5,0.0,39,29,33,2,3,2,0,1,false
vlc\modules\access\dtv\linux.c,424,"void dvb_remove_pid(dvb_device_t * d, uint16_t pid)",2.9736843,1.4736842,1.5,0.0,19,14,26,2,3,2,0,1,false
vlc\modules\demux\nuv.c,625,"static inline void GetDoubleLE(double * pd, void * src)",2.9545455,1.4545455,1.5,0.0,11,8,12,2,3,2,0,1,false
vlc\src\video_output\display.c,388,void vout_display_SendEventPicturesInvalid(vout_display_t * vd),2.9545455,1.4545455,1.5,0.0,11,8,13,2,3,2,0,1,false
vlc\modules\access\dtv\linux.c,477,unsigned dvb_enum_systems(dvb_device_t * d),2.9385965,1.6052631,1.3333334,0.0,114,61,71,3,4,2,0,2,false
vlc\modules\demux\avformat\demux.c,970,"static void ResetTime(demux_t * p_demux, int64_t i_time)",2.9285715,0.42857143,2.5,0.0,28,6,18,2,5,3,0,1,false
vlc\src\playlist\preparse.c,114,"void vlc_playlist_Preparse(vlc_playlist_t * playlist, input_item_t * input)",2.9285715,1.4285715,1.5,0.0,14,10,17,2,3,2,0,1,false
vlc\src\modules\cache.c,645,"void CacheSave(vlc_object_t * p_this, const char * dir, vlc_plugin_t * const * entries, size_t n)",2.9210527,0.42105263,2.5,0.0,38,8,23,2,5,3,0,5,false
vlc\lib\media_player.c,1104,"void libvlc_media_player_set_nsobject(libvlc_media_player_t * p_mi, void * drawable)",2.9117646,1.4117647,1.5,0.0,17,12,20,2,3,2,0,1,false
