FILE,Start,FUNCTION_SIGNATURE,ABSmell,LocationSmell,ConstantsSmell,NestingSmell,LOC,LOAC,LOFC,NOFL,NOFC_Dup,NOFC_NonDup,NONEST,NONEG,Smelly
curl\lib\vtls\sectransp.c,1033,"static OSStatus CopyIdentityWithLabel(char * label, SecIdentityRef * out_cert_and_key)",7.8,4.6,2.2,1.0,75,69,161,5,11,4,5,2,true
curl\lib\vtls\sectransp.c,2674,"static void show_verbose_server_cert(struct connectdata * conn, int sockindex)",7.5758243,4.175824,2.0,1.4,91,76,306,5,10,4,7,2,true
curl\lib\connect.c,680,"void Curl_updateconninfo(struct connectdata * conn, curl_socket_t sockfd)",7.5,5.3333335,1.5,0.6666667,54,48,137,6,9,3,4,1,true
curl\lib\system_win32.c,179,"bool Curl_verify_windows_version(const unsigned int majorVersion, const unsigned int minorVersion, const PlatformIdentifier platform, const VersionCondition condition)",7.496454,2.8297873,4.6666665,0.0,141,133,750,3,14,4,0,11,false
curl\lib\curl_ntlm_core.c,440,"CURLcode Curl_ntlm_core_mk_lm_hash(struct Curl_easy * data, const char * password, unsigned char * lmbuffer)",7.333333,2.3333333,5.0,0.0,48,28,129,4,20,9,0,6,false
curl\lib\vtls\gtls.c,1014,"static CURLcode gtls_connect_step3(struct connectdata * conn, int sockindex)",7.074803,5.574803,1.0833334,0.41666666,381,177,198,12,13,8,5,3,false
curl\src\tool_sleep.c,44,void tool_go_sleep(long ms),7.0,3.25,3.75,0.0,16,13,69,4,15,4,0,6,false
curl\lib\vtls\mbedtls.c,836,"static CURLcode Curl_mbedtls_random(struct Curl_easy * data, unsigned char * entropy, size_t length)",6.934884,4.534884,2.0,0.4,43,39,70,5,10,4,2,3,true
curl\lib\connect.c,1107,"static CURLcode singleipconnect(struct connectdata * conn, const Curl_addrinfo * ai, int tempindex)",6.7628636,4.42953,1.8333334,0.5,149,55,128,12,22,9,6,6,false
curl\lib\vtls\wolfssl.c,420,"static CURLcode wolfssl_connect_step2(struct connectdata * conn, int sockindex)",6.7256494,5.3506494,1.25,0.125,154,103,119,8,10,5,1,3,true
curl\lib\vtls\sectransp.c,444,CF_INLINE const char * TLSCipherNameForNumber(SSLCipherSuite cipher),6.7070417,4.507042,2.2,0.0,426,384,793,5,11,8,0,1,false
curl\tests\server\rtspd.c,262,static void install_signal_handlers(void),6.705128,5.5384617,1.1666666,0.0,39,36,43,6,7,7,0,0,false
curl\tests\server\sockfilt.c,208,static void install_signal_handlers(void),6.705128,5.5384617,1.1666666,0.0,39,36,43,6,7,7,0,0,false
curl\tests\server\sws.c,277,static void install_signal_handlers(void),6.705128,5.5384617,1.1666666,0.0,39,36,43,6,7,7,0,0,false
curl\src\tool_filetime.c,87,"void setfiletime(curl_off_t filetime, const char * filename, FILE * error_stream)",6.684211,2.6842105,4.0,0.0,57,51,166,3,12,5,0,3,false
curl\tests\server\rtspd.c,308,static void restore_signal_handlers(void),6.5,5.3333335,1.1666666,0.0,27,24,28,6,7,7,0,0,false
curl\tests\server\sockfilt.c,254,static void restore_signal_handlers(void),6.5,5.3333335,1.1666666,0.0,27,24,28,6,7,7,0,0,false
curl\tests\server\sws.c,323,static void restore_signal_handlers(void),6.5,5.3333335,1.1666666,0.0,27,24,28,6,7,7,0,0,false
curl\lib\vssh\libssh.c,317,static int myssh_is_known(struct connectdata * conn),6.4158077,4.082474,2.3333333,0.0,194,88,203,9,21,3,0,3,false
curl\lib\getenv.c,30,static char * GetEnv(const char * variable),6.385417,2.71875,3.6666667,0.0,32,29,120,3,11,4,0,3,false
curl\lib\select.c,74,int Curl_wait_ms(int timeout_ms),6.3586206,2.7586207,2.6,1.0,29,16,90,5,13,4,5,6,true
curl\lib\select.c,201,"int Curl_socket_check(curl_socket_t readfd0, curl_socket_t readfd1, curl_socket_t writefd, time_t timeout_ms)",6.307575,4.5075755,1.8,0.0,132,119,186,5,9,4,0,3,false
curl\lib\url.c,1766,"static void zonefrom_url(CURLU * uh, struct connectdata * conn)",6.299107,4.15625,1.5714285,0.5714286,32,19,49,7,11,5,4,4,true
curl\lib\vtls\openssl.c,1841,"static const char * ssl_msg_type(int ssl_ver, int msg)",6.234568,5.234568,1.0,0.0,81,53,53,8,8,8,0,0,false
curl\lib\vtls\sectransp.c,1128,"static OSStatus CopyIdentityFromPKCS12File(const char * cPath, const char * cPassword, SecIdentityRef * out_cert_and_key)",6.104478,3.1044776,1.75,1.25,67,52,152,4,7,3,5,1,true
curl\lib\curl_gethostname.c,51,"int Curl_gethostname(char * name, GETHOSTNAME_TYPE_ARG2 namelen)",5.875,3.625,1.5,0.75,32,29,74,4,6,3,3,4,true
curl\lib\vtls\openssl.c,1182,"static CURLcode Curl_ossl_set_engine(struct Curl_easy * data, const char * engine)",5.828947,3.5789473,1.5,0.75,38,34,57,4,6,3,3,2,true
curl\lib\vtls\openssl.c,619,"static int cert_stuff(struct connectdata * conn, SSL_CTX * ctx, char * cert_file, const char * cert_type, char * key_file, const char * key_type, char * key_passwd)",5.7711115,3.66,1.7777778,0.33333334,300,122,215,9,16,7,3,6,false
curl\tests\server\tftpd.c,367,static void install_signal_handlers(void),5.7588234,4.5588236,1.2,0.0,34,31,38,5,6,6,0,0,false
curl\tests\server\socksd.c,288,static void install_signal_handlers(void),5.73125,4.53125,1.2,0.0,32,29,36,5,6,6,0,0,false
curl\tests\libtest\lib537.c,101,static int rlimit(int keep_open),5.6787233,2.9787233,1.5,1.2,235,70,128,10,15,9,12,5,false
curl\lib\connect.c,110,"static void tcpkeepalive(struct Curl_easy * data, curl_socket_t sockfd)",5.6679244,3.8679245,1.2,0.6,53,41,92,5,6,5,3,1,true
curl\lib\connect.c,1011,"static void tcpnodelay(struct connectdata * conn, curl_socket_t sockfd)",5.65,3.4,1.5,0.75,20,17,32,4,6,3,3,4,true
curl\lib\vtls\sectransp.c,1274,"static CURLcode set_ssl_version_min_max(struct connectdata * conn, int sockindex)",5.633721,2.8837209,2.5,0.25,86,62,169,4,10,7,1,1,true
curl\tests\libtest\lib557.c,549,static int test_signed_int_formatting(void),5.6086955,2.6086955,3.0,0.0,184,160,562,3,9,2,0,3,false
curl\tests\libtest\lib557.c,926,static int test_signed_long_formatting(void),5.6086955,2.6086955,3.0,0.0,184,160,562,3,9,2,0,3,false
curl\tests\libtest\lib557.c,1154,static int test_curl_off_t_formatting(void),5.594595,2.5945947,3.0,0.0,185,160,562,3,9,2,0,3,false
curl\tests\server\socksd.c,326,static void restore_signal_handlers(void),5.547826,4.347826,1.2,0.0,23,20,24,5,6,6,0,0,false
curl\tests\server\tftpd.c,407,static void restore_signal_handlers(void),5.547826,4.347826,1.2,0.0,23,20,24,5,6,6,0,0,false
curl\lib\vtls\mbedtls.c,237,"static CURLcode mbed_connect_step1(struct connectdata * conn, int sockindex)",5.5098524,4.224138,1.0714285,0.21428572,232,70,94,14,15,8,3,1,false
curl\tests\libtest\lib557.c,229,static int test_signed_short_formatting(void),5.4375,2.4375,3.0,0.0,128,104,398,3,9,2,0,3,false
curl\lib\curl_threads.c,139,int Curl_thread_join(curl_thread_t * hnd) #2,5.409091,0.90909094,4.5,0.0,11,5,27,2,9,3,0,9,false
curl\tests\libtest\lib557.c,399,static int test_unsigned_int_formatting(void),5.3898306,2.3898306,3.0,0.0,118,94,360,3,9,2,0,3,false
curl\tests\libtest\lib557.c,777,static int test_unsigned_long_formatting(void),5.3898306,2.3898306,3.0,0.0,118,94,360,3,9,2,0,3,false
curl\lib\vtls\nss.c,1817,"static CURLcode nss_setup_connect(struct connectdata * conn, int sockindex)",5.380056,3.213389,2.0833333,0.083333336,239,64,134,12,25,10,1,7,false
curl\lib\strerror.c,455,"static const char * get_winsock_error(int err, char * buf, size_t len)",5.34,3.84,1.25,0.25,175,168,336,4,5,3,1,2,true
curl\src\tool_main.c,276,"int main(int argc, char * argv[])",5.3333335,4.0,1.3333334,0.0,45,30,37,6,8,7,0,1,false
curl\tests\server\util.c,406,static struct timeval tvnow(void) #1,5.3333335,0.8333333,4.5,0.0,12,5,27,2,9,4,0,3,false
curl\lib\transfer.c,155,"CURLcode Curl_fillreadbuffer(struct connectdata * conn, size_t bytes, size_t * nreadp)",5.3076925,4.3076925,1.0,0.0,182,98,98,8,8,3,0,4,false
curl\lib\vauth\ntlm.c,494,"CURLcode Curl_auth_create_ntlm_type3_message(struct Curl_easy * data, const char * userp, const char * passwdp, struct ntlmdata * ntlm, char * * outptr, size_t * outlen)",5.2617884,3.8617885,1.4,0.0,246,95,154,10,14,4,0,2,false
curl\src\tool_binmode.c,38,void set_binmode(FILE * stream),5.25,3.0,1.5,0.75,12,9,22,4,6,3,3,2,true
curl\lib\telnet.c,1298,"static CURLcode telnet_do(struct connectdata * conn, bool * done)",5.227273,3.7272727,1.5,0.0,308,287,385,4,6,2,0,2,false
curl\lib\asyn-ares.c,704,"CURLcode Curl_set_dns_servers(struct Curl_easy * data, char * servers)",5.159091,2.909091,1.5,0.75,33,24,38,4,6,2,3,2,true
curl\tests\libtest\lib557.c,122,static int test_unsigned_short_formatting(void),5.0769234,2.0769231,3.0,0.0,78,54,200,3,9,2,0,3,false
curl\lib\share.c,52,"CURLSHcode curl_share_setopt(struct Curl_share * share, CURLSHoption option, ...)",5.0303984,3.1415095,1.8888888,0.0,106,37,72,9,17,5,0,13,false
curl\lib\url.c,1535,void Curl_free_idnconverted_hostname(struct hostname * host),5.0238094,2.357143,2.6666667,0.0,14,11,30,3,8,3,0,3,false
curl\lib\url.c,1555,static struct connectdata * allocate_conn(struct Curl_easy * data),4.9985714,3.57,1.4285715,0.0,100,51,63,7,10,9,0,3,false
curl\lib\timeval.c,61,struct curltime Curl_now(void) #2,4.9823527,3.3823528,1.6,0.0,34,23,38,5,8,4,0,1,false
curl\lib\vtls\openssl.c,278,"static void tap_ssl_key(const SSL * ssl, ssl_tap_state_t * state)",4.9583335,0.45833334,4.5,0.0,48,11,55,2,9,3,0,3,false
curl\lib\strerror.c,865,"const char * Curl_sspi_strerror(int err, char * buf, size_t buflen)",4.9191732,3.669173,1.25,0.0,133,122,131,4,5,3,0,3,false
curl\lib\vtls\mbedtls_threadlock.c,98,int Curl_mbedtlsthreadlock_lock_function(int n),4.8636365,1.3636364,3.5,0.0,22,15,56,2,7,5,0,1,false
curl\lib\vtls\mbedtls_threadlock.c,121,int Curl_mbedtlsthreadlock_unlock_function(int n),4.8636365,1.3636364,3.5,0.0,22,15,56,2,7,5,0,1,false
curl\src\tool_dirhie.c,51,"static void show_dir_errno(FILE * errors, const char * name)",4.857143,3.857143,1.0,0.0,35,27,27,5,5,5,0,0,false
curl\lib\vtls\sectransp.c,916,CF_INLINE CFStringRef getsubject(SecCertificateRef cert),4.797619,3.047619,1.25,0.5,21,16,42,4,5,4,2,1,true
curl\lib\md5.c,112,static void MD5_Init(MD5_CTX * ctx) #3,4.75,1.25,3.5,0.0,8,5,21,2,7,2,0,7,false
curl\lib\md5.c,132,"static void MD5_Final(unsigned char * digest, MD5_CTX * ctx) #3",4.75,1.25,3.5,0.0,8,5,21,2,7,2,0,7,false
curl\lib\sha256.c,135,static void SHA256_Init(SHA256_CTX * ctx) #3,4.75,1.25,3.5,0.0,8,5,21,2,7,2,0,7,false
curl\lib\sha256.c,155,"static void SHA256_Final(unsigned char * digest, SHA256_CTX * ctx) #3",4.75,1.25,3.5,0.0,8,5,21,2,7,2,0,7,false
curl\lib\vtls\openssl.c,4121,static bool Curl_ossl_cert_status_request(void),4.75,1.25,3.5,0.0,8,5,21,2,7,4,0,5,false
curl\lib\transfer.c,1533,CURLcode Curl_posttransfer(struct Curl_easy * data),4.7,1.2,3.5,0.0,10,6,24,2,7,4,0,3,false
curl\lib\multi.c,1269,CURLMcode curl_multi_wakeup(struct Curl_multi * multi),4.6904764,2.357143,1.3333334,1.0,28,22,35,3,4,3,3,1,true
curl\lib\connect.c,623,"bool Curl_addr2string(struct sockaddr * sa, curl_socklen_t salen, char * addr, long * port)",4.684615,2.8846154,1.8,0.0,52,30,51,5,9,4,0,1,false
curl\lib\select.c,382,"int Curl_poll(struct pollfd ufds[], unsigned int nfds, int timeout_ms)",4.6460676,3.1460674,1.5,0.0,89,70,120,4,6,2,0,2,false
curl\tests\libtest\lib526.c,53,int test(char * URL),4.6282053,2.4615386,2.1666667,0.0,78,32,76,6,13,4,0,4,false
curl\lib\ftp.c,749,"static void _state(struct connectdata * conn, ftpstate newstate #if defined(DEBUGBUILD), int lineno #endif)",4.6,2.6,1.25,0.75,20,13,28,4,5,3,3,1,true
curl\tests\server\resolve.c,62,"int main(int argc, char * argv[])",4.599156,3.2658226,1.3333334,0.0,79,43,59,6,8,3,0,2,false
curl\src\tool_help.c,570,"static int featcomp(const void * p1, const void * p2)",4.5757575,1.9090909,2.6666667,0.0,11,7,24,3,8,3,0,3,false
curl\lib\transfer.c,489,static int data_pending(const struct Curl_easy * data),4.5128207,1.846154,2.6666667,0.0,13,8,25,3,8,3,0,3,false
curl\lib\md5.c,121,"static void MD5_Update(MD5_CTX * ctx, const unsigned char * data, unsigned int length)",4.5,1.0,3.5,0.0,10,5,21,2,7,2,0,7,false
curl\lib\sha256.c,144,"static void SHA256_Update(SHA256_CTX * ctx, const unsigned char * data, unsigned int length) #3",4.5,1.0,3.5,0.0,10,5,21,2,7,2,0,7,false
curl\lib\easy.c,140,"static CURLcode global_init(long flags, bool memoryfuncs)",4.488095,3.3214283,1.1666666,0.0,56,31,34,6,7,6,0,0,false
curl\tests\server\tftpd.c,668,"int main(int argc, char * * argv)",4.4728413,3.3959181,1.0769231,0.0,245,64,68,13,14,3,0,1,false
curl\lib\system_win32.c,46,CURLcode Curl_win32_init(long flags),4.4627657,2.212766,1.75,0.5,47,26,39,4,7,5,2,1,true
curl\lib\http.c,839,"CURLcode Curl_http_input_auth(struct connectdata * conn, bool proxy, const char * auth)",4.437705,3.237705,1.0,0.2,122,79,92,5,5,4,1,1,true
curl\lib\vtls\nss.c,1690,"static CURLcode nss_sslver_from_curl(PRUint16 * nssver, long version)",4.418919,2.918919,1.5,0.0,37,18,30,6,9,4,0,3,false
curl\tests\libtest\lib643.c,39,"static size_t read_callback(char * ptr, size_t size, size_t nmemb, void * userp)",4.409524,2.7428572,1.3333334,0.33333334,35,32,55,3,4,3,1,2,true
curl\lib\vtls\mbedtls_threadlock.c,49,int Curl_mbedtlsthreadlock_thread_setup(void),4.4,0.9,3.5,0.0,20,9,35,2,7,5,0,1,false
curl\lib\vtls\mbedtls_threadlock.c,73,int Curl_mbedtlsthreadlock_thread_cleanup(void),4.357143,0.85714287,3.5,0.0,21,9,35,2,7,5,0,1,false
curl\lib\url.c,3000,"static CURLcode parse_connect_to_slist(struct Curl_easy * data, struct connectdata * conn, struct curl_slist * conn_to_host)",4.3067007,2.556701,1.0,0.75,97,62,76,4,4,3,3,0,true
curl\src\tool_filetime.c,30,"curl_off_t getfiletime(const char * filename, FILE * error_stream)",4.2916665,1.7916666,2.5,0.0,48,43,98,2,5,3,0,1,false
curl\tests\server\tftpd.c,630,static int synchnet(curl_socket_t f),4.247619,2.9142857,1.3333334,0.0,35,17,25,6,8,3,0,2,false
curl\lib\vtls\sectransp.c,2346,"static CURLcode sectransp_connect_step2(struct connectdata * conn, int sockindex)",4.247092,2.469314,1.6666666,0.11111111,277,76,169,9,15,11,1,0,false
curl\src\tool_cb_prg.c,212,"void progressbarinit(struct ProgressData * bar, struct OperationConfig * config)",4.1875,1.1875,3.0,0.0,48,19,75,3,9,4,0,3,false
curl\lib\curl_sasl.c,197,"static void state(struct SASL * sasl, struct connectdata * conn, saslstate newstate)",4.177419,1.6774193,2.5,0.0,31,26,57,2,5,3,0,3,false
curl\tests\libtest\lib1564.c,31,int test(char * URL),4.169014,0.16901408,4.0,0.0,71,12,48,1,4,4,0,4,false
curl\lib\asyn-ares.c,788,"CURLcode Curl_set_dns_local_ip6(struct Curl_easy * data, const char * local_ip6)",4.1190476,1.6190476,2.5,0.0,21,17,41,2,5,3,0,1,false
curl\lib\netrc.c,210,"int Curl_parsenetrc(const char * host, char * * loginp, char * * passwordp, bool * login_changed, bool * password_changed, char * netrcfile)",4.1182795,1.4516128,2.6666667,0.0,62,30,77,3,8,5,0,1,false
curl\lib\if2ip.c,99,"if2ip_result_t Curl_if2ip(int af, unsigned int remote_scope, unsigned int local_scope_id, const char * interf, char * buf, int buf_size) #1",4.1,2.5,1.2,0.4,66,33,50,5,6,2,2,3,false
curl\lib\vtls\openssl.c,1410,static void Curl_ossl_close_all(struct Curl_easy * data),4.0666666,2.4,1.6666666,0.0,15,12,19,3,5,4,0,2,false
curl\lib\http.c,3267,"CURLcode Curl_http_readwrite_headers(struct Curl_easy * data, struct connectdata * conn, ssize_t * nread, bool * stop_reading)",4.065953,2.6044142,1.2307693,0.23076923,589,118,138,13,16,9,3,5,false
curl\src\tool_xattr.c,95,"int fwrite_xattr(CURL * curl, int fd) #1",4.064516,1.0645161,3.0,0.0,31,11,47,3,9,4,0,3,false
curl\lib\http.c,1984,"CURLcode Curl_http(struct connectdata * conn, bool * done)",4.016129,3.016129,1.0,0.0,806,221,221,11,11,6,0,8,false
curl\lib\warnless.c,181,curl_off_t curlx_uztoso(size_t uznum),4.0,2.0,2.0,0.0,15,10,22,3,6,3,0,1,false
curl\lib\socks.c,108,"static void socksstate(struct connectdata * conn, enum connect_t state #if defined(DEBUGBUILD), int lineno #endif)",3.9916663,2.3249998,1.6666666,0.0,40,31,59,3,5,2,0,2,false
curl\lib\warnless.c,484,unsigned short curlx_htons(unsigned short usnum),3.9545455,1.4545455,2.5,0.0,11,8,24,2,5,3,0,1,false
curl\lib\warnless.c,496,unsigned short curlx_ntohs(unsigned short usnum),3.9545455,1.4545455,2.5,0.0,11,8,24,2,5,3,0,1,false
curl\lib\non-ascii.c,285,void Curl_convert_init(struct Curl_easy * data),3.9,1.4,2.5,0.0,10,7,19,2,5,3,0,1,false
curl\tests\libtest\lib1522.c,32,"static int sockopt_callback(void * clientp, curl_socket_t curlfd, curlsocktype purpose)",3.875,1.375,2.5,0.0,16,11,29,2,5,3,0,1,false
curl\lib\mprintf.c,227,"static int dprintf_Pass1(const char * format, va_stack_t * vto, char * * endpos, va_list arglist)",3.8603883,1.3048327,2.0,0.5555556,269,39,74,9,18,6,5,3,false
curl\tests\libtest\first.c,132,"int main(int argc, char * * argv)",3.8588238,2.0588236,1.2,0.6,34,14,23,5,6,5,3,1,false
curl\lib\vtls\sectransp.c,2937,"static void Curl_sectransp_close(struct connectdata * conn, int sockindex)",3.8333333,1.5,2.0,0.33333334,20,10,29,3,6,4,1,1,false
curl\lib\strerror.c,824,"const char * Curl_winapi_strerror(DWORD err, char * buf, size_t buflen)",3.8214285,2.5714285,1.25,0.0,28,18,26,4,5,3,0,3,false
curl\lib\curl_sasl.c,84,"void Curl_sasl_cleanup(struct connectdata * conn, unsigned int authused)",3.8039217,2.4705882,1.3333334,0.0,17,14,18,3,4,2,0,2,false
curl\lib\transfer.c,552,"static CURLcode readwrite_data(struct Curl_easy * data, struct connectdata * conn, struct SingleRequest * k, int * didwhat, bool * done, bool * comeback)",3.784091,2.784091,1.0,0.0,264,105,105,7,7,3,0,4,false
curl\src\tool_paramhlp.c,436,"ParameterError str2offset(curl_off_t * val, const char * str)",3.7173913,1.2173913,2.5,0.0,23,14,36,2,5,3,0,1,false
curl\lib\http.c,635,"static CURLcode output_auth_headers(struct connectdata * conn, struct auth * authstatus, const char * request, const char * path, bool proxy)",3.7,2.5,1.2,0.0,86,43,52,5,6,4,0,1,false
curl\src\tool_cb_see.c,47,"int tool_seek_cb(void * userdata, curl_off_t offset, int whence)",3.6956522,0.6956522,3.0,0.0,23,16,48,1,3,3,0,1,false
curl\lib\vssh\libssh2.c,3027,"static CURLcode ssh_connect(struct connectdata * conn, bool * done)",3.651515,2.651515,1.0,0.0,66,35,35,5,5,3,0,0,false
curl\lib\url.c,422,CURLcode Curl_init_userdefined(struct Curl_easy * data),3.64215,2.3564355,1.2857143,0.0,101,34,41,7,9,8,0,2,false
curl\lib\curl_sasl.c,413,"CURLcode Curl_sasl_continue(struct SASL * sasl, struct connectdata * conn, int code, saslprogress * progress)",3.6340427,2.2340426,1.4,0.0,188,84,96,5,7,3,0,3,false
curl\tests\libtest\lib518.c,100,static int rlimit(int keep_open),3.6152174,2.3652174,1.25,0.0,230,68,122,8,10,6,0,3,false
curl\lib\urlapi.c,665,"static CURLUcode seturl(const char * url, CURLU * u, unsigned int flags)",3.6030927,0.10309278,3.5,0.0,194,10,38,2,7,4,0,7,false
curl\tests\server\sws.c,1972,"int main(int argc, char * argv[])",3.59887,2.59887,1.0,0.0,354,92,92,10,10,3,0,0,false
curl\lib\select.c,116,"int Curl_select(curl_socket_t maxfd, fd_set * fds_read, fd_set * fds_write, fd_set * fds_err, time_t timeout_ms)",3.5277777,1.7777778,1.75,0.0,45,20,32,4,7,4,0,2,false
curl\lib\vtls\sectransp.c,2240,"static CURLcode pkp_pin_peer_pubkey(struct Curl_easy * data, SSLContextRef ctx, const char * pinnedpubkey)",3.4933333,1.4933333,2.0,0.0,75,28,54,4,8,3,0,2,false
curl\lib\warnless.c,222,unsigned long curlx_uztoul(size_t uznum),3.4761906,2.142857,1.3333334,0.0,14,10,13,3,4,3,0,0,false
curl\lib\warnless.c,243,unsigned int curlx_uztoui(size_t uznum),3.4761906,2.142857,1.3333334,0.0,14,10,13,3,4,3,0,0,false
curl\lib\strerror.c,56,const char * curl_easy_strerror(CURLcode error),3.4601989,1.960199,1.5,0.0,201,197,204,2,3,2,0,3,false
curl\lib\ldap.c,844,"static int _ldap_url_parse2(const struct connectdata * conn, LDAPURLDesc * ludp)",3.4591837,1.9591837,1.5,0.0,147,36,52,8,12,2,0,4,false
curl\lib\vquic\ngtcp2.c,946,"static CURLcode ng_disconnect(struct connectdata * conn, bool dead_connection)",3.42,1.92,1.5,0.0,25,12,19,4,6,3,0,1,false
curl\lib\transfer.c,1552,"CURLcode Curl_follow(struct Curl_easy * data, char * newurl, followtype type)",3.4056604,1.9056604,1.5,0.0,106,101,198,2,3,2,0,1,false
curl\lib\strcase.c,33,char Curl_raw_toupper(char in),3.3730159,1.8730159,1.5,0.0,63,59,116,2,3,2,0,3,false
