FILE,Start,FUNCTION_SIGNATURE,ABSmell,LocationSmell,ConstantsSmell,NestingSmell,LOC,LOAC,LOFC,NOFL,NOFC_Dup,NOFC_NonDup,NONEST,NONEG,Smelly
git\http.c,228,static void finish_active_slot(struct active_request_slot * slot),2.0714285,0.5714286,1.5,0.0,21,6,10,2,3,2,0,1,false
git\run-command.c,266,"static const char * * prepare_shell_cmd(struct argv_array * out, const char * * argv)",2.0263157,0.5263158,1.5,0.0,19,5,9,2,3,2,0,3,false
git\run-command.c,221,"int sane_execvp(const char * file, char * const argv[])",2.0,1.0,1.0,0.0,20,10,10,2,2,1,0,2,false
git\grep.c,218,"static void grep_set_pattern_type_option(enum grep_pattern_type pattern_type, struct grep_opt * opt)",1.9166666,0.41666666,1.5,0.0,24,5,9,2,3,2,0,1,false
git\imap-send.c,1411,"static CURL * setup_curl(struct imap_server_conf * srvc, struct credential * cred)",1.8829787,0.38297874,1.5,0.0,47,9,17,2,3,2,0,1,false
git\sha1dc\sha1.c,1821,"void SHA1DCUpdate(SHA1_CTX * ctx, const char * buf, size_t len)",1.8529412,0.3529412,1.5,0.0,34,6,11,2,3,2,0,1,false
git\imap-send.c,276,"static int ssl_socket_connect(struct imap_socket * sock, int use_tls_only, int verify) #2",1.8172044,0.48387095,1.3333334,0.0,62,10,14,3,4,3,0,1,false
git\gettext.c,211,int is_utf8_locale(void),1.7777778,0.7777778,1.0,0.0,18,14,14,1,1,1,0,0,false
git\http.c,1387,int start_active_slot(struct active_request_slot * slot),1.7647059,0.7647059,1.0,0.0,17,13,13,1,1,1,0,0,false
git\compat\nedmalloc\nedmalloc.c,286,"static NOINLINE void RemoveCacheEntries(nedpool * p, threadcache * tc, unsigned int age) THROWSPEC",1.75,0.75,1.0,0.0,36,9,9,3,3,1,0,0,false
git\read-cache.c,151,"int match_stat_data(const struct stat_data * sd, struct stat * st)",1.7333333,0.73333335,1.0,0.0,30,11,11,2,2,2,0,0,false
git\imap-send.c,1473,"static int curl_append_msgs_to_imap(struct imap_server_conf * server, struct strbuf * all_msgs, int total)",1.7083334,0.20833333,1.5,0.0,48,5,9,2,3,2,0,1,false
git\http.c,1636,static int handle_curl_result(struct slot_results * results),1.7027028,0.7027027,1.0,0.0,37,13,13,2,2,2,0,0,false
git\http-walker.c,484,"static int fetch_object(struct walker * walker, unsigned char * hash)",1.7,0.2,1.5,0.0,60,6,10,2,3,2,0,1,false
git\run-command.c,122,int is_executable(const char * name),1.6800001,0.68,1.0,0.0,25,17,17,1,1,1,0,0,false
git\http.c,545,static void init_curl_proxy_auth(CURL * result),1.6785715,0.6785714,1.0,0.0,28,19,19,1,1,1,0,0,false
git\compat\nedmalloc\nedmalloc.c,134,size_t nedblksize(void * mem) THROWSPEC,1.6666667,0.6666667,1.0,0.0,15,10,10,1,1,1,0,1,false
git\imap-send.c,195,"static void socket_perror(const char * func, struct imap_socket * sock, int ret)",1.625,0.625,1.0,0.0,24,15,15,1,1,1,0,1,false
git\refs\files-backend.c,1788,"static int create_ref_symlink(struct ref_lock * lock, const char * target)",1.6153846,0.61538464,1.0,0.0,13,8,8,1,1,1,0,1,false
git\grep.c,173,"void grep_init(struct grep_opt * opt, struct repository * repo, const char * prefix)",1.5625,0.5625,1.0,0.0,32,9,9,2,2,2,0,0,false
git\imap-send.c,392,static void socket_shutdown(struct imap_socket * sock),1.5454545,0.54545456,1.0,0.0,11,6,6,1,1,1,0,1,false
git\compat\nedmalloc\nedmalloc.c,814,"void * nedprealloc(nedpool * p, void * mem, size_t size) THROWSPEC",1.5357143,0.53571427,1.0,0.0,28,15,15,1,1,1,0,0,false
git\grep.c,211,void grep_destroy(void),1.5,0.5,1.0,0.0,6,3,3,1,1,1,0,0,false
git\http.c,256,static void xmulti_remove_handle(struct active_request_slot * slot),1.5,0.5,1.0,0.0,6,3,3,1,1,1,0,0,false
git\repository.c,89,"void repo_set_hash_algo(struct repository * repo, int hash_algo)",1.5,0.5,1.0,0.0,8,4,4,1,1,1,0,1,false
git\gettext.c,49,const char * get_preferred_languages(void),1.4666667,0.46666667,1.0,0.0,15,7,7,1,1,1,0,1,false
git\grep.c,466,static void free_pcre1_regexp(struct grep_pat * p) #1,1.4545455,0.45454547,1.0,0.0,11,5,5,1,1,1,0,0,false
git\compat\nedmalloc\nedmalloc.c,843,"void nedpfree(nedpool * p, void * mem) THROWSPEC",1.4375,0.4375,1.0,0.0,16,7,7,1,1,1,0,0,false
git\pager.c,154,int term_columns(void),1.35,0.35,1.0,0.0,20,7,7,1,1,1,0,0,false
git\compat\nedmalloc\nedmalloc.c,793,"void * nedpcalloc(nedpool * p, size_t no, size_t size) THROWSPEC",1.3333334,0.33333334,1.0,0.0,21,7,7,1,1,1,0,0,false
git\compat\nedmalloc\nedmalloc.c,774,"void * nedpmalloc(nedpool * p, size_t size) THROWSPEC",1.3157895,0.31578946,1.0,0.0,19,6,6,1,1,1,0,0,false
git\daemon.c,808,"static int addrcmp(const struct sockaddr_storage * s1, const struct sockaddr_storage * s2)",1.3157895,0.31578946,1.0,0.0,19,6,6,1,1,1,0,1,false
git\abspath.c,52,"static void get_root_part(struct strbuf * resolved, struct strbuf * remaining)",1.3,0.3,1.0,0.0,10,3,3,1,1,1,0,0,false
git\cache-tree.c,453,"static void write_one(struct strbuf * buffer, struct cache_tree * it, const char * path, int pathlen)",1.3,0.3,1.0,0.0,30,9,9,1,1,1,0,0,false
git\imap-send.c,356,"static int socket_read(struct imap_socket * sock, char * buf, int len)",1.2941177,0.29411766,1.0,0.0,17,5,5,1,1,1,0,1,false
git\imap-send.c,374,"static int socket_write(struct imap_socket * sock, const char * buf, int len)",1.2941177,0.29411766,1.0,0.0,17,5,5,1,1,1,0,1,false
git\compat\inet_ntop.c,170,"const char * inet_ntop(int af, const void * src, char * dst, size_t size)",1.2666667,0.26666668,1.0,0.0,15,4,4,1,1,1,0,1,false
git\compat\inet_pton.c,200,"int inet_pton(int af, const char * src, void * dst)",1.2666667,0.26666668,1.0,0.0,15,4,4,1,1,1,0,1,false
git\http.c,1237,void http_cleanup(void),1.244898,0.24489796,1.0,0.0,49,6,6,2,2,2,0,1,false
git\run-command.c,1311,const char * find_hook(const char * name),1.2413793,0.2413793,1.0,0.0,29,7,7,1,1,1,0,0,false
git\daemon.c,897,"static void handle(int incoming, struct sockaddr * addr, socklen_t addrlen)",1.2368422,0.23684211,1.0,0.0,38,9,9,1,1,1,0,1,false
git\builtin\init-db.c,181,void initialize_repository_version(int hash_algo),1.2352941,0.23529412,1.0,0.0,17,4,4,1,1,1,0,1,false
git\diff-no-index.c,44,"static int get_mode(const char * path, int * mode)",1.2352941,0.23529412,1.0,0.0,17,4,4,1,1,1,0,0,false
git\http-walker.c,151,"static void prefetch(struct walker * walker, unsigned char * sha1)",1.2352941,0.23529412,1.0,0.0,17,4,4,1,1,1,0,0,false
git\http-push.c,196,"static void curl_setup_http(CURL * curl, const char * url, const char * custom_req, struct buffer * buffer, curl_write_callback write_fn)",1.2222222,0.22222222,1.0,0.0,18,4,4,1,1,1,0,1,false
git\utf8.c,540,"char * reencode_string_len(const char * in, size_t insz, const char * out_encoding, const char * in_encoding, size_t * outsz)",1.2222222,0.22222222,1.0,0.0,45,10,10,1,1,1,0,0,false
git\trace.c,80,"static int prepare_trace_line(const char * file, int line, struct trace_key * key, struct strbuf * buf)",1.2173913,0.2173913,1.0,0.0,23,5,5,1,1,1,0,0,false
git\compat\nedmalloc\nedmalloc.c,730,"static FORCEINLINE void GetThreadCache(nedpool * * p, threadcache * * tc, int * mymspace, size_t * size) THROWSPEC",1.2093023,0.20930232,1.0,0.0,43,9,9,1,1,1,0,0,false
git\http.c,1533,static void release_active_slot(struct active_request_slot * slot),1.2,0.2,1.0,0.0,15,3,3,1,1,1,0,0,false
git\abspath.c,237,"char * prefix_filename(const char * pfx, const char * arg)",1.1875,0.1875,1.0,0.0,16,3,3,1,1,1,0,0,false
git\http-push.c,632,static void add_fetch_request(struct object * obj),1.1818182,0.18181819,1.0,0.0,22,4,4,1,1,1,0,0,false
git\ident.c,36,static struct passwd * xgetpwuid_self(int * is_bogus),1.1764706,0.1764706,1.0,0.0,17,3,3,1,1,1,0,1,false
git\compat\nedmalloc\nedmalloc.c,346,static NOINLINE threadcache * AllocCache(nedpool * p) THROWSPEC,1.1428572,0.14285715,1.0,0.0,28,4,4,1,1,1,0,0,false
git\compat\unsetenv.c,3,void gitunsetenv(const char * name),1.1428572,0.14285715,1.0,0.0,21,3,3,1,1,1,0,1,false
git\compat\winansi.c,608,void winansi_init(void),1.1428572,0.14285715,1.0,0.0,35,5,5,1,1,1,0,0,false
git\http-push.c,663,"static int add_send_request(struct object * obj, struct remote_lock * lock)",1.137931,0.13793103,1.0,0.0,29,4,4,1,1,1,0,0,false
git\http-walker.c,347,"static void fetch_alternates(struct walker * walker, const char * base)",1.1351352,0.13513513,1.0,0.0,37,5,5,1,1,1,0,0,false
git\compat\nedmalloc\nedmalloc.c,683,void neddisablethreadcache(nedpool * p) THROWSPEC,1.1333333,0.13333334,1.0,0.0,30,4,4,1,1,1,0,0,false
git\wrapper.c,35,"static void * do_xmalloc(size_t size, int gentle)",1.1304348,0.13043478,1.0,0.0,23,3,3,1,1,1,0,0,false
git\cache-tree.c,498,"static struct cache_tree * read_one(const char * * buffer, unsigned long * size_p)",1.1285714,0.12857144,1.0,0.0,70,9,9,1,1,1,0,0,false
git\http-walker.c,602,struct walker * get_http_walker(const char * url),1.125,0.125,1.0,0.0,24,3,3,1,1,1,0,0,false
git\t\helper\test-chmtime.c,69,"int cmd__chmtime(int argc, const char * * argv)",1.1230769,0.12307692,1.0,0.0,65,8,8,1,1,1,0,0,false
git\cache-tree.c,238,"static int update_one(struct cache_tree * it, struct cache_entry * * cache, int entries, const char * base, int baselen, int * skip_count, int flags)",1.1224489,0.12244898,1.0,0.0,147,9,9,2,2,1,0,0,false
git\trace2\tr2_dst.c,311,int tr2_dst_get_trace_fd(struct tr2_dst * dst),1.117647,0.11764706,1.0,0.0,34,4,4,1,1,1,0,1,false
git\daemon.c,991,"static int setup_named_sock(char * listen_addr, int listen_port, struct socketlist * socklist) #1",1.1076924,0.10769231,1.0,0.0,65,7,7,1,1,1,0,0,false
git\cache-tree.c,102,"static int do_invalidate_path(struct cache_tree * it, const char * path)",1.1,0.1,1.0,0.0,30,3,3,1,1,1,0,0,false
git\compat\mingw.c,1729,"static int try_shell_exec(const char * cmd, char * const * argv)",1.0857143,0.08571429,1.0,0.0,35,3,3,1,1,1,0,1,false
git\path.c,728,"char * expand_user_path(const char * path, int real_home)",1.0857143,0.08571429,1.0,0.0,35,3,3,1,1,1,0,0,false
git\read-cache.c,960,"int verify_path(const char * path, unsigned mode)",1.0833334,0.083333336,1.0,0.0,48,4,4,1,1,1,0,0,false
git\remote-curl.c,49,"static int set_option(const char * name, const char * value)",1.0816326,0.08163265,1.0,0.0,147,12,12,1,1,1,0,0,false
git\daemon.c,1146,static int service_loop(struct socketlist * socklist),1.0638298,0.06382979,1.0,0.0,47,3,3,1,1,1,0,1,false
git\unpack-trees.c,2159,"int threeway_merge(const struct cache_entry * const * stages, struct unpack_trees_options * o)",1.0619469,0.061946902,1.0,0.0,113,7,7,1,1,1,0,0,false
git\http-push.c,1696,"int cmd_main(int argc, const char * * argv)",1.05,0.05,1.0,0.0,240,6,6,2,2,1,0,1,false
git\remote-curl.c,781,"static int post_rpc(struct rpc_state * rpc, int flush_received)",1.0338984,0.033898305,1.0,0.0,118,4,4,1,1,1,0,1,false
git\wildmatch.c,55,"static int dowild(const uchar * p, const uchar * text, unsigned int flags)",1.021978,0.021978023,1.0,0.0,182,4,4,1,1,1,0,0,false
