FILE,Start,FUNCTION_SIGNATURE,ABSmell,LocationSmell,ConstantsSmell,NestingSmell,LOC,LOAC,LOFC,NOFL,NOFC_Dup,NOFC_NonDup,NONEST,NONEG,Smelly
ruby\process.c,5178,"static int rlimit_resource_name2int(const char * name, long len, int casetype)",9.439561,8.439561,1.0,0.0,91,48,48,16,16,16,0,0,false
ruby\missing\setproctitle.c,138,"void setproctitle(const char * fmt, ...)",9.333333,4.3333335,2.8,2.2,30,26,135,5,14,5,11,2,true
ruby\ext\dbm\dbm.c,1040,void Init_dbm(void),9.233334,3.8999999,3.6666667,1.6666666,80,26,204,12,44,9,20,21,false
ruby\signal.c,1132,static sighandler_t default_handler(int sig),9.2,8.2,1.0,0.0,55,41,41,11,11,11,0,0,false
ruby\file.c,1638,"static VALUE rb_file_symlink_p(VALUE obj, VALUE fname)",9.171429,5.6,1.4285715,2.142857,25,20,60,7,10,5,15,4,true
ruby\signal.c,1529,void Init_signal(void),9.072727,8.072727,1.0,0.0,55,37,37,12,12,12,0,0,false
ruby\file.c,1676,"static VALUE rb_file_socket_p(VALUE obj, VALUE fname)",9.04969,5.478261,1.4285715,2.142857,23,18,58,7,10,5,15,4,true
ruby\bignum.c,339,"static BDIGIT_DBL maxpow_in_bdigit_dbl(int base, int * exp_ret)",9.025806,3.2258062,5.8,0.0,31,20,156,5,29,4,0,10,false
ruby\ext\date\date_core.c,7735,"static VALUE datetime_s_now(int argc, VALUE * argv, VALUE klass)",8.951613,6.4516134,2.25,0.25,93,50,197,12,27,6,3,10,true
ruby\cont.c,630,static inline void fiber_pool_stack_free(struct fiber_pool_stack * stack),8.894737,2.8947368,6.0,0.0,19,11,90,5,30,6,0,10,false
ruby\vm_dump.c,757,void rb_print_backtrace(void),8.884615,3.3846154,3.25,2.25,26,22,97,4,13,7,9,4,true
ruby\ruby.c,2093,"static VALUE open_load_file(VALUE fname_v, int * xflag)",8.863492,2.063492,6.8,0.0,63,26,136,5,34,9,0,9,false
ruby\ruby.c,521,static VALUE runtime_libruby_path(void),8.813725,5.647059,2.5,0.6666667,68,64,229,6,15,5,4,4,true
ruby\process.c,6808,static void proc_seteuid(rb_uid_t uid),8.8,4.0,4.8,0.0,20,16,107,5,24,5,0,10,false
ruby\vm_dump.c,824,static void rb_dump_machine_register(const ucontext_t * ctx),8.764913,5.431579,2.0,1.3333334,95,86,328,6,12,5,8,3,true
ruby\ext\io\console\console.c,165,"static void set_rawmode(conmode * t, void * arg)",8.669173,5.526316,3.142857,0.0,38,30,101,7,22,9,0,6,false
ruby\ext\win32ole\win32ole.c,1417,VALUE ole_variant2val(VARIANT * pvar),8.579365,0.7222222,3.5714285,4.285714,252,26,156,7,25,6,30,2,false
ruby\ext\socket\ancdata.c,1449,"static VALUE bsock_recvmsg_internal(VALUE sock, VALUE vmaxdatlen, VALUE vflags, VALUE vmaxctllen, VALUE scm_rights, VALUE ex, int nonblock)",8.497114,7.2828283,1.2142857,0.0,198,103,118,14,17,3,0,5,false
ruby\ext\etc\etc.c,713,static VALUE etc_uname(VALUE obj),8.476191,5.642857,1.6666666,1.1666666,84,79,115,6,10,5,7,4,true
ruby\gc.c,9685,"void * rb_aligned_malloc(size_t alignment, size_t size)",8.466667,3.6666667,4.8,0.0,30,22,140,5,24,5,0,10,false
ruby\ext\pty\pty.c,102,"static int chfunc(void * data, char * errbuf, size_t errbuf_len)",8.26,5.76,1.625,0.875,50,36,117,8,13,8,7,3,true
ruby\ext\fiddle\handle.c,310,"static VALUE fiddle_handle_sym(void * handle, VALUE symbol)",8.005377,4.83871,2.0,1.1666666,62,50,105,6,12,6,7,2,true
ruby\gc.c,123,"static inline struct optional size_mul_overflow(size_t x, size_t y)",7.9700003,2.72,5.25,0.0,25,17,108,4,21,5,0,10,false
ruby\ext\openssl\ossl_x509.c,29,void Init_ossl_x509(void),7.8023257,6.8023257,1.0,0.0,172,65,65,18,18,18,0,0,false
ruby\ext\nkf\nkf-utf8\nkf.c,776,static const char * nkf_locale_charmap(void),7.8,4.0,2.8,1.0,25,20,124,5,14,5,5,6,true
ruby\process.c,4362,"static rb_pid_t rb_spawn_process(struct rb_execarg * eargp, char * errmsg, size_t errmsg_buflen)",7.7,5.2,1.8333334,0.6666667,45,39,133,6,11,4,4,6,true
ruby\ext\socket\ancdata.c,954,static VALUE ancillary_inspect(VALUE self),7.6216216,5.6216216,1.1538461,0.84615386,111,48,81,13,15,15,11,0,false
ruby\ext\-test-\file\fs.c,81,"VALUE get_noatime_p(VALUE self, VALUE str)",7.5130434,3.9130435,1.4,2.2,23,18,43,5,7,6,11,1,true
ruby\util.c,323,"static void mmrot3_(register char * a, register char * b, register char * c, mmargdecl)",7.4857144,3.2857144,2.2,2.0,35,23,73,5,11,2,10,5,true
ruby\util.c,284,"static void mmswap_(register char * a, register char * b, mmargdecl)",7.3944445,3.1944444,2.2,2.0,36,23,73,5,11,2,10,5,true
ruby\process.c,313,static void assert_close_on_exec(int fd),7.333333,2.3333335,2.6666667,2.3333333,18,14,56,3,8,5,7,1,true
ruby\ext\readline\readline.c,1926,void Init_readline(void),7.3006287,5.3631287,1.3125,0.625,179,60,147,16,21,13,10,3,false
ruby\ext\socket\ancdata.c,1132,"static VALUE bsock_sendmsg_internal(VALUE sock, VALUE data, VALUE vflags, VALUE dest_sockaddr, VALUE controls, VALUE ex, int nonblock)",7.257143,5.857143,1.1,0.3,140,82,98,10,11,4,3,1,true
ruby\time.c,1600,"static struct tm * localtime_with_gmtoff_zone(const time_t * t, struct tm * result, long * gmtoff, VALUE * zone)",7.06,4.56,2.3333333,0.16666667,50,38,115,6,14,6,1,4,true
ruby\vm.c,2989,void Init_VM(void),7.046748,5.4634147,1.5833334,0.0,123,56,83,12,19,12,0,4,false
ruby\process.c,7990,"static VALUE rb_clock_getres(int argc, VALUE * argv, VALUE _)",7.0215054,6.0215054,1.0,0.0,93,70,70,8,8,8,0,0,false
ruby\gc.c,9719,static void rb_aligned_free(void * ptr),7.019231,2.7692308,4.25,0.0,13,9,51,4,17,5,0,6,false
ruby\ext\openssl\ossl_ssl.c,2476,void Init_ossl_ssl(void),6.960785,5.666667,1.117647,0.1764706,243,81,132,17,19,16,3,5,false
ruby\ext\date\date_parse.c,822,"static int parse_eu(VALUE str, VALUE hash)",6.8988094,5.5238094,1.375,0.0,42,29,45,8,11,2,0,9,false
ruby\ext\etc\etc.c,653,static VALUE etc_systmpdir(VALUE _),6.8859644,5.0526314,1.1666666,0.6666667,38,32,78,6,7,5,4,3,true
ruby\missing\dtoa.c,725,"static Bigint * mult(Bigint * a, Bigint * b)",6.8787885,4.878788,1.4285715,0.5714286,99,69,188,7,10,3,4,3,true
ruby\missing\dtoa.c,1088,"static double b2d(Bigint * a, int * e)",6.8730164,5.4444447,1.4285715,0.0,63,49,76,7,10,4,0,3,false
ruby\vm_dump.c,925,void rb_vm_bugreport(const void * ctx),6.8399124,5.506579,1.2222222,0.11111111,152,93,109,9,11,9,1,1,true
ruby\ext\date\date_parse.c,900,"static int parse_us(VALUE str, VALUE hash)",6.8295455,5.4545455,1.375,0.0,44,30,47,8,11,2,0,9,false
ruby\sparc.c,12,void rb_sparc_flush_register_windows(void),6.785714,4.285714,2.0,0.5,21,15,48,6,12,5,3,3,true
ruby\signal.c,578,"static sighandler_t ruby_signal(int signum, sighandler_t handler)",6.6666675,4.666667,1.4285715,0.5714286,63,42,74,7,10,5,4,2,true
ruby\process.c,5848,"static VALUE proc_setuid(VALUE obj, VALUE id)",6.666667,2.6666667,4.0,0.0,24,16,97,4,16,5,0,6,false
ruby\process.c,6250,"static VALUE proc_setgid(VALUE obj, VALUE id)",6.666667,2.6666667,4.0,0.0,24,16,97,4,16,5,0,6,false
ruby\util.c,541,char * ruby_getcwd(void),6.618605,4.418605,1.4,0.8,43,38,85,5,7,4,4,3,true
ruby\localeinit.c,118,int Init_enc_set_filesystem_encoding(void),6.55,2.8,3.75,0.0,20,14,60,4,15,4,0,6,false
ruby\coroutine\copy\Context.c,18,static void coroutine_flush_register_windows() #1,6.5499997,3.75,2.2,0.6,16,12,45,5,11,5,3,2,true
ruby\ext\-test-\memory_status\memory_status.c,13,static VALUE read_status(VALUE self),6.525,4.125,1.6,0.8,40,33,72,5,8,5,4,3,true
ruby\process.c,7395,static long get_clk_tck(void),6.519231,2.7692308,3.75,0.0,13,9,45,4,15,4,0,6,false
ruby\gc.c,10807,static double getrusage_time(void),6.4897957,4.4897957,1.4,0.6,49,44,67,5,7,6,3,1,true
ruby\process.c,7076,static VALUE p_uid_exchange(VALUE obj),6.46087,3.2608697,3.2,0.0,23,15,53,5,16,4,0,7,false
ruby\process.c,7138,static VALUE p_gid_exchange(VALUE obj),6.46087,3.2608697,3.2,0.0,23,15,53,5,16,4,0,7,false
ruby\missing\crypt.c,513,"void des_cipher_r(const unsigned char * in, unsigned char * out, long salt, int num_iter, struct crypt_data * data)",6.309091,4.4,1.6363636,0.27272728,80,32,68,11,18,5,3,5,false
ruby\localeinit.c,38,static VALUE locale_charmap(VALUE( * conv)(const char *)),6.29,3.04,3.0,0.25,25,19,63,4,12,4,1,3,true
ruby\missing\dup2.c,26,"int dup2(int fd1, int fd2)",6.279412,3.5294118,2.0,0.75,34,30,90,4,8,4,3,2,true
ruby\spec\ruby\optional\capi\ext\io_spec.c,14,static int set_non_blocking(int fd),6.2666664,2.6,3.6666667,0.0,15,13,53,3,11,4,0,3,false
ruby\ext\etc\etc.c,128,static VALUE setup_passwd(struct passwd * pwd),6.189189,5.189189,1.0,0.0,37,24,24,8,8,8,0,0,false
ruby\ext\io\console\console.c,204,"static void set_cookedmode(conmode * t, void * arg)",6.142857,2.142857,4.0,0.0,14,10,44,3,12,5,0,3,false
ruby\process.c,5617,"static rb_gid_t obj2gid(VALUE id #if defined(USE_GETGRNAM_R), VALUE * getgr_tmp #endif)",6.1309524,3.9642856,2.1666667,0.0,56,37,60,6,13,4,0,5,false
ruby\gc.c,2105,"static inline VALUE newobj_init(VALUE klass, VALUE flags, VALUE v1, VALUE v2, VALUE v3, int wb_protected, rb_objspace_t * objspace, VALUE obj)",6.095238,4.666667,1.1428572,0.2857143,75,50,60,7,8,6,2,1,true
ruby\file.c,2824,"static int utime_internal(const char * path, void * arg) #1",6.0851064,4.0851064,1.1666666,0.8333333,47,32,49,6,7,4,5,1,true
ruby\ext\openssl\ossl_pkcs7.c,281,"static VALUE ossl_pkcs7_s_encrypt(int argc, VALUE * argv, VALUE klass)",6.05,1.25,4.8,0.0,44,11,72,5,24,4,0,24,false
ruby\file.c,831,static VALUE rb_stat_blocks(VALUE self),6.019231,2.7692308,2.0,1.25,13,9,28,4,8,4,5,2,true
ruby\missing\dtoa.c,964,"static Bigint * diff(Bigint * a, Bigint * b)",6.0000005,4.0,1.4285715,0.5714286,84,48,128,7,10,3,4,3,true
ruby\file.c,845,static struct timespec stat_atimespec(const struct stat * st),6.0,2.25,3.75,0.0,16,9,45,4,15,4,0,6,false
ruby\file.c,869,static struct timespec stat_mtimespec(const struct stat * st),6.0,2.25,3.75,0.0,16,9,45,4,15,4,0,6,false
ruby\file.c,893,static struct timespec stat_ctimespec(const struct stat * st),6.0,2.25,3.75,0.0,16,9,45,4,15,4,0,6,false
ruby\rubystub.c,13,"void * stub_options(int argc, char * * argv)",5.9527025,2.7027028,3.25,0.0,37,25,115,4,13,6,0,4,false
ruby\ext\io\console\console.c,219,"static void set_noecho(conmode * t, void * arg)",5.909091,1.9090909,4.0,0.0,11,7,36,3,12,5,0,3,false
ruby\ext\io\console\console.c,231,"static void set_echo(conmode * t, void * arg)",5.909091,1.9090909,4.0,0.0,11,7,36,3,12,5,0,3,false
ruby\ext\io\console\console.c,243,static int echo_p(conmode * t),5.909091,1.9090909,4.0,0.0,11,7,36,3,12,5,0,3,false
ruby\thread_pthread.c,949,static void * thread_start_func_1(void * th_ptr),5.879464,4.59375,1.2857143,0.0,32,21,29,7,9,3,0,3,false
ruby\time.c,702,"static struct tm * rb_localtime_r(const time_t * t, struct tm * result)",5.8624997,4.0625,1.6,0.2,32,26,55,5,8,7,1,1,true
ruby\ext\etc\etc.c,1068,void Init_etc(void),5.85,4.75,1.0,0.1,80,38,41,10,10,10,1,0,false
ruby\spec\ruby\optional\capi\ext\string_spec.c,366,"static VALUE string_spec_rb_str_hash(VALUE self, VALUE str)",5.75,1.25,4.5,0.0,8,5,27,2,9,4,0,1,false
ruby\ext\date\date_core.c,9098,void Init_date_core(void),5.733083,3.9473684,1.7857143,0.0,266,75,121,14,25,6,0,14,false
ruby\compile.c,11564,"static rb_iseq_t * ibf_load_iseq(const struct ibf_load * load, const rb_iseq_t * index_iseq)",5.73,4.48,1.125,0.125,50,28,37,8,9,3,1,3,true
ruby\random.c,458,"static void fill_random_seed(uint32_t * seed, size_t cnt)",5.724138,3.7241378,2.0,0.0,29,18,40,6,12,6,0,2,false
ruby\ext\socket\basicsocket.c,421,static VALUE bsock_getpeereid(VALUE self),5.612903,2.612903,3.0,0.0,31,27,91,3,9,4,0,3,false
ruby\ext\socket\option.c,885,"static void inspect_tcpi_options(VALUE ret, uint8_t options)",5.59375,4.59375,1.0,0.0,32,21,21,7,7,7,0,0,false
ruby\missing\dtoa.c,557,"static Bigint * multadd(Bigint * b, int m, int a)",5.571429,3.5714285,1.4285715,0.5714286,49,25,66,7,10,3,4,3,false
ruby\file.c,635,static VALUE rb_stat_ino(VALUE self),5.4761906,2.142857,3.3333333,0.0,14,10,33,3,10,4,0,3,false
ruby\gc.c,155,"static inline struct optional size_add_overflow(size_t x, size_t y)",5.4666667,1.8000001,3.6666667,0.0,20,12,54,3,11,3,0,6,false
ruby\regparse.c,3304,"static int fetch_token(OnigToken * tok, UChar * * src, UChar * end, ScanEnv * env)",5.4015965,4.187311,1.0714285,0.14285715,662,198,298,14,15,7,2,0,false
ruby\file.c,3550,"VALUE rb_home_dir_of(VALUE user, VALUE result)",5.4015446,3.972973,1.4285715,0.0,37,21,36,7,10,3,0,3,false
ruby\mjit_worker.c,473,static double real_ms_time(void),5.361111,3.1111112,1.5,0.75,18,14,29,4,6,3,3,2,true
ruby\vm_dump.c,421,"void rb_vmdebug_debug_print_post(const rb_execution_context_t * ec, const rb_control_frame_t * cfp #if OPT_STACK_CACHING, VALUE reg_a, VALUE reg_b #endif)",5.337931,4.1379313,1.0,0.2,29,24,33,5,5,2,1,0,true
ruby\thread_pthread.c,1738,static void ubf_timer_destroy(void),5.326087,1.826087,3.5,0.0,46,42,116,2,7,4,0,1,false
ruby\ext\etc\etc.c,1009,static VALUE etc_nprocessors(VALUE obj),5.25,2.25,2.0,1.0,24,18,45,3,6,4,3,4,true
ruby\process.c,7051,static VALUE p_uid_exchangeable(VALUE _),5.242424,1.9090909,3.3333333,0.0,11,7,30,3,10,4,0,5,false
ruby\process.c,7113,static VALUE p_gid_exchangeable(VALUE _),5.242424,1.9090909,3.3333333,0.0,11,7,30,3,10,4,0,5,false
ruby\thread_pthread.c,1396,static void ubf_timer_arm(rb_pid_t current),5.2419357,1.7419355,3.5,0.0,31,27,74,2,7,4,0,1,false
ruby\ext\openssl\ossl_ssl.c,782,static VALUE ossl_sslctx_setup(VALUE self),5.2099338,3.5099337,1.2,0.5,151,53,77,10,12,9,5,7,false
ruby\thread_pthread.c,1704,static void ubf_timer_disarm(void),5.203704,1.7037038,3.5,0.0,27,23,57,2,7,4,0,1,false
ruby\mjit.c,639,static int check_tmpdir(const char * dir),5.2,3.1999998,1.2,0.8,25,16,28,5,6,5,4,4,true
ruby\ext\readline\readline.c,486,"static VALUE readline_readline(int argc, VALUE * argv, VALUE self)",5.1512604,3.2941177,1.7142857,0.14285715,51,24,48,7,12,6,1,3,false
ruby\ext\nkf\nkf-utf8\nkf.c,5591,static void reinit(void),5.133644,4.042735,1.0909091,0.0,117,43,46,11,12,9,0,0,false
ruby\random.c,148,"static double int_pair_to_real_inclusive(uint32_t a, uint32_t b)",5.133333,1.8000001,3.3333333,0.0,20,12,45,3,10,4,0,5,false
ruby\string.c,9568,"static VALUE rb_str_crypt(VALUE str, VALUE salt)",5.1266847,3.6981132,1.2857143,0.14285715,53,28,40,7,9,4,1,2,true
ruby\process.c,3817,static int has_privilege(void),5.12093,3.72093,1.4,0.0,43,32,42,5,7,4,0,2,false
ruby\bignum.c,5628,"static VALUE bigsub_int(VALUE x, long y0)",5.0651684,2.8651686,2.2,0.0,89,51,122,5,11,3,0,1,false
ruby\process.c,7793,"static VALUE rb_clock_gettime(int argc, VALUE * argv, VALUE _)",5.0588236,4.0588236,1.0,0.0,136,92,92,6,6,5,0,0,false
ruby\signal.c,1317,static int reserved_signal_p(int signo),5.0,4.0,1.0,0.0,25,20,20,5,5,5,0,0,false
ruby\thread_pthread.c,1648,static void ubf_timer_create(rb_pid_t current),5.0,2.3333335,1.6666666,1.0,27,21,51,3,5,4,3,1,true
ruby\regexec.c,4155,"extern OnigPosition onig_search_gpos(regex_t * reg, const UChar * str, const UChar * end, const UChar * global_pos, const UChar * start, const UChar * range, OnigRegion * region, OnigOptionType option)",4.9910717,3.4285715,1.1875,0.375,294,63,89,16,19,7,6,3,false
ruby\dir.c,148,"static inline int need_normalization(DIR * dirp, const char * path)",4.9848485,2.3181818,1.6666666,1.0,22,17,43,3,5,3,3,1,true
ruby\file.c,4516,"const char * ruby_enc_find_basename(const char * name, long * baselen, long * alllen, rb_encoding * enc)",4.941889,3.084746,1.5714285,0.2857143,59,26,62,7,11,4,2,1,false
ruby\gc.c,9775,"static void objspace_malloc_increase(rb_objspace_t * objspace, void * mem, size_t new_size, size_t old_size, enum memop_type type)",4.8848486,3.4848485,1.0,0.4,66,46,56,5,5,3,2,0,true
ruby\ext\socket\getnameinfo.c,121,"int getnameinfo(const struct sockaddr * sa, socklen_t salen, char * host, socklen_t hostlen, char * serv, socklen_t servlen, int flags)",4.8743362,3.274336,1.3,0.3,113,37,55,10,13,4,3,3,false
ruby\missing\dtoa.c,1050,static double ulp(double x_),4.8722224,3.472222,1.0,0.4,36,25,43,5,5,3,2,4,true
ruby\dln_find.c,94,"static char * dln_find_1(const char * fname, const char * path, char * fbuf, size_t size, int exe_flag DLN_FIND_EXTRA_ARG_DECL)",4.87108,3.5853658,1.0,0.2857143,164,84,93,7,7,4,2,2,false
ruby\ext\socket\getaddrinfo.c,573,"static int get_addr(const char * hostname, int af, struct addrinfo * * res, struct addrinfo * pai, int port0)",4.8477726,3.7227724,1.125,0.0,101,47,53,8,9,3,0,2,false
ruby\file.c,1712,"static VALUE rb_file_blockdev_p(VALUE obj, VALUE fname)",4.8235292,2.8235295,1.25,0.75,17,12,21,4,5,3,3,2,true
ruby\io.c,262,void rb_maygvl_fd_fix_cloexec(int fd),4.8095236,0.8095238,4.0,0.0,21,17,68,1,4,4,0,0,false
ruby\ext\socket\init.c,655,"static int cloexec_accept(int socket, struct sockaddr * address, socklen_t * address_len, int nonblock)",4.7372546,3.137255,1.0,0.6,51,32,45,5,5,3,3,1,true
ruby\ext\digest\sha1\sha1.c,132,"void SHA1_Transform(uint32_t state[5], const uint8_t buffer[64])",4.7333336,3.3333335,1.4,0.0,54,36,63,5,7,3,0,2,false
ruby\numeric.c,3516,"VALUE rb_fix2str(VALUE x, int base)",4.7297297,0.7297298,2.3333333,1.6666666,37,9,36,3,7,4,5,1,false
ruby\st.c,518,"st_table * st_init_table_with_size(const struct st_hash_type * type, st_index_t size)",4.722222,3.5555556,1.0,0.16666667,54,32,38,6,6,2,1,4,true
ruby\ext\digest\rmd160\rmd160.c,352,"void RMD160_Update(RMD160_CTX * context, const uint8_t * data, size_t nbytes)",4.714286,3.0,1.7142857,0.0,49,21,43,7,12,4,0,7,false
ruby\bignum.c,3120,static inline VALUE bigfixize(VALUE x),4.7105265,2.2105262,2.5,0.0,38,21,55,4,10,3,0,2,false
ruby\error.c,539,static void preface_dump(FILE * out),4.708333,2.375,1.6666666,0.6666667,24,19,32,3,5,4,2,1,true
ruby\st.c,908,"static st_index_t find_table_bin_ind_direct(st_table * tab, st_hash_t hash_value, st_data_t key)",4.7000003,3.2000003,1.5,0.0,30,16,28,6,9,2,0,3,false
ruby\process.c,2033,"int rb_execarg_addopt(VALUE execarg_obj, VALUE key, VALUE val)",4.6630545,3.2344828,1.4285715,0.0,145,67,87,7,10,7,0,2,false
ruby\dln.c,525,"static int reloc_undef(int no, struct undef * undef, struct reloc_arg * arg)",4.660919,2.3275862,2.3333333,0.0,58,45,111,3,7,3,0,1,false
ruby\ext\fiddle\handle.c,130,"static VALUE rb_fiddle_handle_initialize(int argc, VALUE argv[], VALUE self)",4.647059,2.647059,1.3333334,0.6666667,68,30,52,6,8,5,4,2,false
