FILE,Start,FUNCTION_SIGNATURE,ABSmell,LocationSmell,ConstantsSmell,NestingSmell,LOC,LOAC,LOFC,NOFL,NOFC_Dup,NOFC_NonDup,NONEST,NONEG,Smelly
allegro5\src\unix\udrvlist.c,36,void _al_register_system_interfaces(void),4.272727,1.2727273,3.0,0.0,11,7,24,2,6,3,0,4,false
allegro5\src\win\wsystem.c,242,static ALLEGRO_DISPLAY_INTERFACE * win_get_display_driver(void),4.162162,3.162162,1.0,0.0,74,39,39,6,6,2,0,0,false
allegro5\src\opengl\ogl_fbo.c,593,"static void use_fbo_for_bitmap(ALLEGRO_DISPLAY * display, ALLEGRO_BITMAP * bitmap, ALLEGRO_FBO_INFO * info)",4.081818,0.58181816,2.0,1.5,55,16,37,2,4,3,3,2,false
allegro5\addons\acodec\ogg.c,379,"static size_t ogg_stream_update(ALLEGRO_AUDIO_STREAM * stream, void * data, size_t buf_size)",3.9782608,2.4782608,1.5,0.0,46,19,34,6,9,3,0,7,false
allegro5\src\file_stdio.c,220,static int64_t file_stdio_ftell(ALLEGRO_FILE * f),3.9019608,1.2352941,2.6666667,0.0,17,7,24,3,8,3,0,3,false
allegro5\addons\primitives\prim_opengl.c,337,static void revert_state(ALLEGRO_BITMAP * texture),3.88,2.88,1.0,0.0,50,36,36,4,4,2,0,0,false
allegro5\addons\primitives\prim_opengl.c,114,"static void setup_state(const char * vtxs, const ALLEGRO_VERTEX_DECL * decl, ALLEGRO_BITMAP * texture)",3.8691099,2.8691099,1.0,0.0,191,137,137,4,4,2,0,0,false
allegro5\src\win\wsystem.c,373,static ALLEGRO_JOYSTICK_DRIVER * win_get_joystick_driver(void),3.8636363,2.3636363,1.5,0.0,22,13,22,4,6,2,0,2,false
allegro5\src\win\wsystem.c,400,static ALLEGRO_HAPTIC_DRIVER * win_get_haptic_driver(void),3.8636363,2.3636363,1.5,0.0,22,13,22,4,6,2,0,2,false
allegro5\src\opengl\ogl_draw.c,39,"static void try_const_color(ALLEGRO_DISPLAY * ogl_disp, ALLEGRO_COLOR * c)",3.8095238,2.142857,1.3333334,0.33333334,14,10,17,3,4,3,1,2,true
allegro5\src\file_stdio.c,241,"static bool file_stdio_fseek(ALLEGRO_FILE * f, int64_t offset, int whence)",3.5416667,0.875,2.6666667,0.0,24,7,24,3,8,3,0,3,false
allegro5\src\fshook_stdio.c,299,static void fs_update_stat_mode(ALLEGRO_FS_ENTRY_STDIO * fp_stdio),3.4313726,1.7647059,1.6666666,0.0,34,20,33,3,5,4,0,0,false
allegro5\src\opengl\ogl_bitmap.c,88,"int _al_ogl_get_glformat(int format, int component)",3.3961039,1.8961039,1.5,0.0,77,73,109,2,3,2,0,3,false
allegro5\demos\speed\a4_aux.c,420,"void textprintf(const ALLEGRO_FONT * f, int x, int y, ALLEGRO_COLOR color, const char * fmt, ...)",3.357143,0.85714287,2.5,0.0,14,6,17,2,5,3,0,1,false
allegro5\src\fshook_stdio.c,160,static WRAP_CHAR * make_absolute_path_inner(const WRAP_CHAR * tail),3.3536587,1.8536586,1.5,0.0,41,38,66,2,3,2,0,1,false
allegro5\src\x\xtouch.c,431,"void _al_x_handle_touch_event(ALLEGRO_SYSTEM_XGLX * s, ALLEGRO_DISPLAY_XGLX * d, XEvent * e)",3.3461537,1.8461539,1.5,0.0,39,36,42,2,3,2,0,1,false
allegro5\src\fshook_stdio.c,524,static char * fs_stdio_get_current_directory(void),3.2857141,1.7857143,1.5,0.0,28,25,40,2,3,2,0,1,false
allegro5\addons\acodec\modaudio.c,617,bool _al_register_dumb_loaders(void),3.2619047,1.7619047,1.5,0.0,42,37,48,2,3,2,0,1,false
allegro5\examples\ex_path_test.c,125,static void t3(void),3.26,1.76,1.5,0.0,25,22,26,2,3,2,0,1,false
allegro5\src\x\xsystem.c,148,bool al_x_set_initial_icon(ALLEGRO_BITMAP * bitmap),3.2142859,1.7142857,1.5,0.0,21,18,23,2,3,2,0,1,false
allegro5\tools\win\wfixicon.c,187,"int main(int argc, char * argv[])",3.1962616,0.19626167,3.0,0.0,107,7,27,3,9,4,0,3,false
allegro5\docs\scripts\make_doc.c,207,void generate_temp_file(char * filename),3.1842105,1.6842105,1.5,0.0,19,16,25,2,3,2,0,1,false
allegro5\src\debug.c,171,static void open_trace_file(void),3.1666667,0.6666667,2.5,0.0,15,5,15,2,5,3,0,1,false
allegro5\examples\ex_path_test.c,100,static void t2(void),3.1666665,1.6666666,1.5,0.0,18,15,19,2,3,2,0,1,false
allegro5\src\x\xdisplay.c,532,"static void set_initial_icon(Display * x11display, Window window)",3.147059,1.6470588,1.5,0.0,17,14,19,2,3,2,0,1,false
allegro5\addons\primitives\prim_opengl.c,584,"int _al_draw_prim_opengl(ALLEGRO_BITMAP * target, ALLEGRO_BITMAP * texture, const void * vtxs, const ALLEGRO_VERTEX_DECL * decl, int start, int end, int type)",3.1,1.6,1.5,0.0,15,12,23,2,3,2,0,1,false
allegro5\addons\primitives\prim_opengl.c,617,"int _al_draw_prim_indexed_opengl(ALLEGRO_BITMAP * target, ALLEGRO_BITMAP * texture, const void * vtxs, const ALLEGRO_VERTEX_DECL * decl, const int * indices, int num_vtx, int type)",3.1,1.6,1.5,0.0,15,12,23,2,3,2,0,1,false
allegro5\addons\primitives\prim_opengl.c,634,"int _al_draw_indexed_buffer_opengl(ALLEGRO_BITMAP * target, ALLEGRO_BITMAP * texture, ALLEGRO_VERTEX_BUFFER * vertex_buffer, ALLEGRO_INDEX_BUFFER * index_buffer, int start, int end, int type)",3.1,1.6,1.5,0.0,15,12,23,2,3,2,0,1,false
allegro5\src\sdl\sdl_display.c,467,"static void sdl_set_icons(ALLEGRO_DISPLAY * display, int num_icons, ALLEGRO_BITMAP * bitmaps[])",3.0945945,0.5945946,2.5,0.0,37,11,30,2,5,3,0,1,false
allegro5\addons\primitives\prim_opengl.c,601,"int _al_draw_vertex_buffer_opengl(ALLEGRO_BITMAP * target, ALLEGRO_BITMAP * texture, ALLEGRO_VERTEX_BUFFER * vertex_buffer, int start, int end, int type)",3.0714285,1.5714285,1.5,0.0,14,11,21,2,3,2,0,1,false
allegro5\src\convert.c,1490,"static void rgb_888_to_bgr_888(const void * src, int src_pitch, void * dst, int dst_pitch, int sx, int sy, int dx, int dy, int width, int height)",3.0555556,1.5555556,1.5,0.0,36,14,24,4,6,2,0,2,false
allegro5\src\convert.c,4307,"static void bgr_888_to_rgb_888(const void * src, int src_pitch, void * dst, int dst_pitch, int sx, int sy, int dx, int dy, int width, int height)",3.0555556,1.5555556,1.5,0.0,36,14,24,4,6,2,0,2,false
allegro5\addons\acodec\modaudio.c,363,static bool init_libdumb(void),3.0384617,1.5384616,1.5,0.0,52,20,31,4,6,3,0,2,false
allegro5\addons\primitives\prim_opengl.c,688,"bool _al_create_vertex_buffer_opengl(ALLEGRO_VERTEX_BUFFER * buf, const void * initial_data, size_t num_vertices, int flags)",3.0384617,1.5384616,1.5,0.0,13,10,18,2,3,2,0,1,false
allegro5\addons\primitives\prim_opengl.c,704,"bool _al_create_index_buffer_opengl(ALLEGRO_INDEX_BUFFER * buf, const void * initial_data, size_t num_indices, int flags)",3.0,1.5,1.5,0.0,12,9,17,2,3,2,0,1,false
allegro5\src\opengl\extensions.c,377,void _al_ogl_set_extensions(ALLEGRO_OGL_EXT_API * ext),3.0,1.0,2.0,0.0,18,9,20,2,4,3,0,1,false
allegro5\src\fshook_stdio.c,653,static bool fs_stdio_filename_exists(const char * path),2.9166665,1.4166666,1.5,0.0,24,17,24,2,3,2,0,1,false
allegro5\src\fshook_stdio.c,404,static ALLEGRO_FS_ENTRY * fs_stdio_read_directory(ALLEGRO_FS_ENTRY * fp),2.8962264,1.3962264,1.5,0.0,53,37,63,2,3,2,0,1,false
allegro5\addons\primitives\prim_opengl.c,718,void _al_destroy_vertex_buffer_opengl(ALLEGRO_VERTEX_BUFFER * buf),2.8333335,1.3333334,1.5,0.0,9,6,10,2,3,2,0,1,false
allegro5\addons\primitives\prim_opengl.c,728,void _al_destroy_index_buffer_opengl(ALLEGRO_INDEX_BUFFER * buf),2.8333335,1.3333334,1.5,0.0,9,6,10,2,3,2,0,1,false
allegro5\addons\primitives\prim_opengl.c,762,void * _al_lock_vertex_buffer_opengl(ALLEGRO_VERTEX_BUFFER * buf),2.8333335,1.3333334,1.5,0.0,9,6,11,2,3,2,0,1,false
allegro5\addons\primitives\prim_opengl.c,773,void * _al_lock_index_buffer_opengl(ALLEGRO_INDEX_BUFFER * buf),2.8333335,1.3333334,1.5,0.0,9,6,11,2,3,2,0,1,false
allegro5\src\unix\upath.c,120,static ALLEGRO_PATH * get_executable_name(void),2.8333333,1.5,1.0,0.33333334,88,44,52,3,3,3,1,0,false
allegro5\src\x\xfullscreen.c,746,void _al_xsys_mmon_exit(ALLEGRO_SYSTEM_XGLX * s),2.8000002,1.8000001,1.0,0.0,15,9,9,3,3,3,0,0,false
allegro5\src\fshook_stdio.c,217,static WRAP_CHAR * make_absolute_path(const char * tail),2.7857141,1.2857143,1.5,0.0,14,9,13,2,3,2,0,1,false
allegro5\src\opengl\ogl_shader.c,511,GLuint al_get_opengl_program_object(ALLEGRO_SHADER * shader),2.7727273,1.2727273,1.5,0.0,11,7,11,2,3,2,0,1,false
allegro5\addons\primitives\prim_opengl.c,795,void _al_unlock_vertex_buffer_opengl(ALLEGRO_VERTEX_BUFFER * buf),2.75,1.25,1.5,0.0,8,5,9,2,3,2,0,1,false
allegro5\addons\primitives\prim_opengl.c,804,void _al_unlock_index_buffer_opengl(ALLEGRO_INDEX_BUFFER * buf),2.75,1.25,1.5,0.0,8,5,9,2,3,2,0,1,false
allegro5\addons\ttf\ttf.c,99,static INLINE int align4(int x),2.75,1.25,1.5,0.0,8,5,9,2,3,2,0,1,false
allegro5\src\allegro.c,36,"int al_run_main(int argc, char * * argv, int( * user_main)(int, char * *))",2.75,1.25,1.5,0.0,8,5,9,2,3,2,0,1,false
allegro5\src\opengl\extensions.c,234,int al_get_opengl_variant(void),2.75,1.25,1.5,0.0,8,5,9,2,3,2,0,1,false
allegro5\src\x\xwindow.c,132,"void _al_xwin_set_fullscreen_window(ALLEGRO_DISPLAY * display, int value)",2.6944444,1.4444444,1.25,0.0,36,13,17,4,5,2,0,5,false
allegro5\addons\audio\oss.c,237,static int oss_open(void),2.6875,1.1875,1.5,0.0,32,19,27,2,3,2,0,1,false
allegro5\addons\acodec\opus.c,66,static bool init_dynlib(void),2.6612902,1.1612903,1.5,0.0,31,18,22,2,3,2,0,1,false
allegro5\addons\acodec\ogg.c,329,static double ogg_stream_get_position(ALLEGRO_AUDIO_STREAM * stream),2.6111112,1.1111112,1.5,0.0,9,5,9,2,3,2,0,3,false
allegro5\src\opengl\ogl_fbo.c,507,"void _al_ogl_finalize_fbo(ALLEGRO_DISPLAY * display, ALLEGRO_BITMAP * bitmap)",2.6034484,1.1034483,1.5,0.0,29,16,20,2,3,2,0,3,false
allegro5\addons\acodec\flac.c,94,static bool init_dynlib(void),2.590909,1.0909091,1.5,0.0,33,18,22,2,3,2,0,1,false
allegro5\addons\acodec\flac.c,243,"static void error_callback(const FLAC__StreamDecoder * decoder, FLAC__StreamDecoderErrorStatus status, void * client_data)",2.5769231,1.0769231,1.5,0.0,13,7,12,2,3,2,0,1,false
allegro5\examples\common.c,111,"void log_printf(char const * format, ...) #2",2.5769231,1.0769231,1.5,0.0,13,7,11,2,3,2,0,1,false
allegro5\src\misc\bstrlib.c,76,static int snapUpSize(int i),2.5714285,0.5714286,1.5,0.5,21,6,15,2,3,2,1,1,false
allegro5\src\x\xfullscreen.c,460,"static void xfvm_get_display_offset(ALLEGRO_SYSTEM_XGLX * s, int adapter, int * x, int * y)",2.5666666,1.0666667,1.5,0.0,15,8,13,2,3,2,0,1,false
allegro5\src\system.c,123,static void read_allegro_cfg(void),2.5609756,0.5609756,2.0,0.0,41,23,46,1,2,2,0,1,false
allegro5\src\x\xkeyboard.c,710,static int x_keyboard_init(void),2.5164835,1.5164835,1.0,0.0,91,69,69,2,2,1,0,0,false
allegro5\addons\acodec\ogg.c,340,static double ogg_stream_get_length(ALLEGRO_AUDIO_STREAM * stream),2.5,1.0,1.5,0.0,10,5,9,2,3,2,0,3,false
allegro5\addons\primitives\prim_opengl.c,739,"static void * lock_buffer_common(ALLEGRO_BUFFER_COMMON * common, GLenum type)",2.5,1.0,1.5,0.0,20,10,15,2,3,2,0,3,false
allegro5\src\fshook_stdio.c,557,static bool fs_stdio_change_directory(const char * path),2.5,1.0,1.5,0.0,18,9,13,2,3,2,0,1,false
allegro5\src\opengl\ogl_draw.c,495,"static void ogl_clear_depth_buffer(ALLEGRO_DISPLAY * display, float x)",2.5,1.0,1.5,0.0,10,5,9,2,3,2,0,1,false
allegro5\src\win\whapxi.c,489,static bool hapxi_is_joystick_haptic(ALLEGRO_JOYSTICK * joy),2.5,1.0,1.5,0.0,16,8,13,2,3,2,0,3,false
allegro5\src\sdl\sdl_thread.c,40,"void _al_thread_create_with_stacksize(_AL_THREAD * thread, void( * proc)(_AL_THREAD *, void *), void * arg, size_t stacksize)",2.4411764,0.9411765,1.5,0.0,17,8,15,2,3,2,0,1,false
allegro5\src\file_stdio.c,287,static const char * file_stdio_ferrmsg(ALLEGRO_FILE * f),2.44,1.44,1.0,0.0,25,18,18,2,2,2,0,0,false
allegro5\src\opengl\ogl_lock_es.c,605,"static void ogl_unlock_region_nonbb_2(ALLEGRO_BITMAP * bitmap, ALLEGRO_BITMAP_EXTRA_OPENGL * ogl_bitmap, int gl_y, int orig_format)",2.4391892,1.1891892,1.25,0.0,37,11,15,4,5,2,0,1,false
allegro5\addons\acodec\ogg.c,309,"static bool ogg_stream_seek(ALLEGRO_AUDIO_STREAM * stream, double time)",2.409091,0.90909094,1.5,0.0,11,5,9,2,3,2,0,3,false
allegro5\addons\image\bmp.c,196,"static void decode_bitfield(uint32_t m, int * shift_out, uint32_t * mask_out)",2.4,0.9,1.5,0.0,20,9,16,2,3,2,0,1,false
allegro5\addons\primitives\triangulator.c,679,static void poly_do_triangulate(POLY * polygon),2.4,1.4,1.0,0.0,90,63,63,2,2,1,0,0,false
allegro5\examples\ex_stream_file.c,23,"int main(int argc, char * * argv)",2.3286517,1.0786517,1.25,0.0,89,24,30,4,5,2,0,5,false
allegro5\src\file_stdio.c,105,"static void * file_stdio_fopen(const char * path, const char * mode)",2.2586207,0.7586207,1.5,0.0,29,11,15,2,3,2,0,1,false
allegro5\src\linux\ljoynu.c,151,static bool is_joystick_button(int i),2.25,0.25,2.0,0.0,12,3,6,1,2,2,0,1,false
allegro5\src\x\xfullscreen.c,709,static bool init_mmon_interface(ALLEGRO_SYSTEM_XGLX * s),2.2272727,1.2272727,1.0,0.0,22,9,9,3,3,3,0,0,false
allegro5\addons\acodec\ogg.c,219,ALLEGRO_SAMPLE * _al_load_ogg_vorbis_f(ALLEGRO_FILE * file),2.2222223,0.7222222,1.5,0.0,72,13,23,4,6,3,0,4,false
allegro5\src\debug.c,290,"void _al_trace_suffix(const char * msg, ...)",2.216216,1.2162162,1.0,0.0,37,15,15,3,3,3,0,0,false
allegro5\addons\native_dialog\gtk_thread.c,59,bool _al_gtk_ensure_thread(void),2.1904764,0.8571429,1.3333334,0.0,35,10,15,3,4,2,0,2,false
allegro5\src\opengl\ogl_draw.c,125,"static void vert_ptr_on(ALLEGRO_DISPLAY * display, int n, GLint t, int stride, void * v)",2.1764708,1.1764706,1.0,0.0,17,10,10,2,2,2,0,0,false
allegro5\src\opengl\ogl_draw.c,160,"static void color_ptr_on(ALLEGRO_DISPLAY * display, int n, GLint t, int stride, void * v)",2.1764708,1.1764706,1.0,0.0,17,10,10,2,2,2,0,0,false
allegro5\src\opengl\ogl_draw.c,194,"static void tex_ptr_on(ALLEGRO_DISPLAY * display, int n, GLint t, int stride, void * v)",2.1764708,1.1764706,1.0,0.0,17,10,10,2,2,2,0,0,false
allegro5\addons\primitives\primitives.c,238,"ALLEGRO_VERTEX_BUFFER * al_create_vertex_buffer(ALLEGRO_VERTEX_DECL * decl, const void * initial_data, int num_vertices, int flags)",2.148148,0.14814815,2.0,0.0,27,4,8,1,2,2,0,0,false
allegro5\src\opengl\ogl_bitmap.c,994,static ALLEGRO_BITMAP_INTERFACE * ogl_bitmap_driver(void),2.1363635,0.6363636,1.5,0.0,22,7,12,2,3,2,0,1,false
allegro5\src\opengl\extensions.c,933,void _al_ogl_unmanage_extensions(ALLEGRO_DISPLAY * gl_disp),2.125,1.125,1.0,0.0,16,9,9,2,2,2,0,0,false
allegro5\src\opengl\ogl_draw.c,462,"static void ogl_update_transformation(ALLEGRO_DISPLAY * disp, ALLEGRO_BITMAP * target)",2.1034484,1.1034483,1.0,0.0,29,16,16,2,2,2,0,0,false
allegro5\src\convert.c,49,"static void argb_8888_to_rgb_888(const void * src, int src_pitch, void * dst, int dst_pitch, int sx, int sy, int dx, int dy, int width, int height)",2.080645,0.58064514,1.5,0.0,31,9,15,2,3,2,0,1,false
allegro5\src\convert.c,212,"static void argb_8888_to_bgr_888(const void * src, int src_pitch, void * dst, int dst_pitch, int sx, int sy, int dx, int dy, int width, int height)",2.080645,0.58064514,1.5,0.0,31,9,15,2,3,2,0,1,false
allegro5\src\convert.c,463,"static void rgba_8888_to_rgb_888(const void * src, int src_pitch, void * dst, int dst_pitch, int sx, int sy, int dx, int dy, int width, int height)",2.080645,0.58064514,1.5,0.0,31,9,15,2,3,2,0,1,false
allegro5\src\convert.c,626,"static void rgba_8888_to_bgr_888(const void * src, int src_pitch, void * dst, int dst_pitch, int sx, int sy, int dx, int dy, int width, int height)",2.080645,0.58064514,1.5,0.0,31,9,15,2,3,2,0,1,false
allegro5\src\convert.c,877,"static void argb_4444_to_rgb_888(const void * src, int src_pitch, void * dst, int dst_pitch, int sx, int sy, int dx, int dy, int width, int height)",2.080645,0.58064514,1.5,0.0,31,9,15,2,3,2,0,1,false
allegro5\src\convert.c,1040,"static void argb_4444_to_bgr_888(const void * src, int src_pitch, void * dst, int dst_pitch, int sx, int sy, int dx, int dy, int width, int height)",2.080645,0.58064514,1.5,0.0,31,9,15,2,3,2,0,1,false
allegro5\src\convert.c,1808,"static void rgb_565_to_rgb_888(const void * src, int src_pitch, void * dst, int dst_pitch, int sx, int sy, int dx, int dy, int width, int height)",2.080645,0.58064514,1.5,0.0,31,9,15,2,3,2,0,1,false
allegro5\src\convert.c,1949,"static void rgb_565_to_bgr_888(const void * src, int src_pitch, void * dst, int dst_pitch, int sx, int sy, int dx, int dy, int width, int height)",2.080645,0.58064514,1.5,0.0,31,9,15,2,3,2,0,1,false
allegro5\src\convert.c,2222,"static void rgb_555_to_rgb_888(const void * src, int src_pitch, void * dst, int dst_pitch, int sx, int sy, int dx, int dy, int width, int height)",2.080645,0.58064514,1.5,0.0,31,9,15,2,3,2,0,1,false
allegro5\src\convert.c,2363,"static void rgb_555_to_bgr_888(const void * src, int src_pitch, void * dst, int dst_pitch, int sx, int sy, int dx, int dy, int width, int height)",2.080645,0.58064514,1.5,0.0,31,9,15,2,3,2,0,1,false
allegro5\src\convert.c,2636,"static void rgba_5551_to_rgb_888(const void * src, int src_pitch, void * dst, int dst_pitch, int sx, int sy, int dx, int dy, int width, int height)",2.080645,0.58064514,1.5,0.0,31,9,15,2,3,2,0,1,false
allegro5\src\convert.c,2777,"static void rgba_5551_to_bgr_888(const void * src, int src_pitch, void * dst, int dst_pitch, int sx, int sy, int dx, int dy, int width, int height)",2.080645,0.58064514,1.5,0.0,31,9,15,2,3,2,0,1,false
allegro5\src\convert.c,3050,"static void argb_1555_to_rgb_888(const void * src, int src_pitch, void * dst, int dst_pitch, int sx, int sy, int dx, int dy, int width, int height)",2.080645,0.58064514,1.5,0.0,31,9,15,2,3,2,0,1,false
allegro5\src\convert.c,3191,"static void argb_1555_to_bgr_888(const void * src, int src_pitch, void * dst, int dst_pitch, int sx, int sy, int dx, int dy, int width, int height)",2.080645,0.58064514,1.5,0.0,31,9,15,2,3,2,0,1,false
allegro5\src\convert.c,3464,"static void abgr_8888_to_rgb_888(const void * src, int src_pitch, void * dst, int dst_pitch, int sx, int sy, int dx, int dy, int width, int height)",2.080645,0.58064514,1.5,0.0,31,9,15,2,3,2,0,1,false
allegro5\src\convert.c,3605,"static void abgr_8888_to_bgr_888(const void * src, int src_pitch, void * dst, int dst_pitch, int sx, int sy, int dx, int dy, int width, int height)",2.080645,0.58064514,1.5,0.0,31,9,15,2,3,2,0,1,false
allegro5\src\convert.c,3878,"static void xbgr_8888_to_rgb_888(const void * src, int src_pitch, void * dst, int dst_pitch, int sx, int sy, int dx, int dy, int width, int height)",2.080645,0.58064514,1.5,0.0,31,9,15,2,3,2,0,1,false
allegro5\src\convert.c,4019,"static void xbgr_8888_to_bgr_888(const void * src, int src_pitch, void * dst, int dst_pitch, int sx, int sy, int dx, int dy, int width, int height)",2.080645,0.58064514,1.5,0.0,31,9,15,2,3,2,0,1,false
allegro5\src\convert.c,4787,"static void bgr_565_to_rgb_888(const void * src, int src_pitch, void * dst, int dst_pitch, int sx, int sy, int dx, int dy, int width, int height)",2.080645,0.58064514,1.5,0.0,31,9,15,2,3,2,0,1,false
allegro5\src\convert.c,4950,"static void bgr_565_to_bgr_888(const void * src, int src_pitch, void * dst, int dst_pitch, int sx, int sy, int dx, int dy, int width, int height)",2.080645,0.58064514,1.5,0.0,31,9,15,2,3,2,0,1,false
allegro5\src\convert.c,5201,"static void bgr_555_to_rgb_888(const void * src, int src_pitch, void * dst, int dst_pitch, int sx, int sy, int dx, int dy, int width, int height)",2.080645,0.58064514,1.5,0.0,31,9,15,2,3,2,0,1,false
allegro5\src\convert.c,5364,"static void bgr_555_to_bgr_888(const void * src, int src_pitch, void * dst, int dst_pitch, int sx, int sy, int dx, int dy, int width, int height)",2.080645,0.58064514,1.5,0.0,31,9,15,2,3,2,0,1,false
allegro5\src\convert.c,5615,"static void rgbx_8888_to_rgb_888(const void * src, int src_pitch, void * dst, int dst_pitch, int sx, int sy, int dx, int dy, int width, int height)",2.080645,0.58064514,1.5,0.0,31,9,15,2,3,2,0,1,false
allegro5\src\convert.c,5778,"static void rgbx_8888_to_bgr_888(const void * src, int src_pitch, void * dst, int dst_pitch, int sx, int sy, int dx, int dy, int width, int height)",2.080645,0.58064514,1.5,0.0,31,9,15,2,3,2,0,1,false
allegro5\src\convert.c,6029,"static void xrgb_8888_to_rgb_888(const void * src, int src_pitch, void * dst, int dst_pitch, int sx, int sy, int dx, int dy, int width, int height)",2.080645,0.58064514,1.5,0.0,31,9,15,2,3,2,0,1,false
allegro5\src\convert.c,6192,"static void xrgb_8888_to_bgr_888(const void * src, int src_pitch, void * dst, int dst_pitch, int sx, int sy, int dx, int dy, int width, int height)",2.080645,0.58064514,1.5,0.0,31,9,15,2,3,2,0,1,false
allegro5\src\convert.c,6443,"static void abgr_f32_to_rgb_888(const void * src, int src_pitch, void * dst, int dst_pitch, int sx, int sy, int dx, int dy, int width, int height)",2.080645,0.58064514,1.5,0.0,31,9,15,2,3,2,0,1,false
allegro5\src\convert.c,6606,"static void abgr_f32_to_bgr_888(const void * src, int src_pitch, void * dst, int dst_pitch, int sx, int sy, int dx, int dy, int width, int height)",2.080645,0.58064514,1.5,0.0,31,9,15,2,3,2,0,1,false
allegro5\src\convert.c,6857,"static void abgr_8888_le_to_rgb_888(const void * src, int src_pitch, void * dst, int dst_pitch, int sx, int sy, int dx, int dy, int width, int height)",2.080645,0.58064514,1.5,0.0,31,9,15,2,3,2,0,1,false
allegro5\src\convert.c,7020,"static void abgr_8888_le_to_bgr_888(const void * src, int src_pitch, void * dst, int dst_pitch, int sx, int sy, int dx, int dy, int width, int height)",2.080645,0.58064514,1.5,0.0,31,9,15,2,3,2,0,1,false
allegro5\src\convert.c,7271,"static void rgba_4444_to_rgb_888(const void * src, int src_pitch, void * dst, int dst_pitch, int sx, int sy, int dx, int dy, int width, int height)",2.080645,0.58064514,1.5,0.0,31,9,15,2,3,2,0,1,false
allegro5\src\convert.c,7434,"static void rgba_4444_to_bgr_888(const void * src, int src_pitch, void * dst, int dst_pitch, int sx, int sy, int dx, int dy, int width, int height)",2.080645,0.58064514,1.5,0.0,31,9,15,2,3,2,0,1,false
allegro5\src\convert.c,7685,"static void single_channel_8_to_rgb_888(const void * src, int src_pitch, void * dst, int dst_pitch, int sx, int sy, int dx, int dy, int width, int height)",2.080645,0.58064514,1.5,0.0,31,9,15,2,3,2,0,1,false
