FILE,Start,FUNCTION_SIGNATURE,ABSmell,LocationSmell,ConstantsSmell,NestingSmell,LOC,LOAC,LOFC,NOFL,NOFC_Dup,NOFC_NonDup,NONEST,NONEG,Smelly
raylib\src\core.c,846,bool IsWindowMinimized(void),4.75,1.25,3.5,0.0,8,5,21,2,7,4,0,1,false
raylib\src\core.c,856,bool IsWindowResized(void),4.75,1.25,3.5,0.0,8,5,21,2,7,4,0,1,false
raylib\src\raudio.c,1178,void UnloadMusicStream(Music music),4.75,3.75,1.0,0.0,20,15,15,5,5,5,0,0,false
raylib\examples\models\models_material_pbr.c,128,"static Material LoadMaterialPBR(Color albedo, float metalness, float roughness)",4.705128,3.2051282,1.5,0.0,78,25,45,10,15,2,0,5,false
raylib\src\external\glfw\src\win32_init.c,615,const char * _glfwPlatformGetVersionString(void),4.5,2.75,1.75,0.0,16,11,21,4,7,6,0,1,false
raylib\src\external\glfw\src\x11_init.c,1097,const char * _glfwPlatformGetVersionString(void),4.5,2.75,1.75,0.0,16,11,21,4,7,5,0,1,false
raylib\src\raudio.c,1228,void StopMusicStream(Music music),4.26087,3.2608697,1.0,0.0,23,15,15,5,5,5,0,0,false
raylib\src\core.c,814,bool WindowShouldClose(void),4.2166667,2.5500002,1.6666666,0.0,20,17,25,3,5,5,0,0,false
raylib\games\koala_seasons\screens\screen_gameplay.c,453,void UpdateGameplayScreen(void),4.1253915,0.90316904,3.2222223,0.0,1704,171,605,9,29,5,0,4,false
raylib\src\core.c,1672,double GetTime(void),4.0666666,2.4,1.6666666,0.0,15,12,21,3,5,5,0,0,false
raylib\src\core.c,881,void ToggleFullscreen(void),3.9047618,2.5714285,1.3333334,0.0,28,24,27,3,4,4,0,0,false
raylib\src\shapes.c,749,"void DrawRectangleRounded(Rectangle rec, float roundness, int segments, Color color)",3.8394308,2.5060976,1.3333334,0.0,164,137,191,3,4,3,0,2,false
raylib\src\core.c,3912,static void SwapBuffers(void),3.8333335,1.3333334,2.5,0.0,9,6,15,2,5,5,0,0,false
raylib\src\external\glfw\deps\glad_gl.c,1609,"static int glad_gl_get_extensions(int version, const char * * out_exts, unsigned int * out_num_exts_i, char * * * out_exts_i)",3.8333335,2.5,1.3333334,0.0,42,35,41,3,4,2,0,1,false
raylib\src\core.c,2651,int GetTouchX(void),3.75,1.25,2.5,0.0,8,5,15,2,5,3,0,1,false
raylib\src\core.c,2661,int GetTouchY(void),3.75,1.25,2.5,0.0,8,5,15,2,5,3,0,1,false
raylib\src\external\glfw\src\wl_init.c,1305,const char * _glfwPlatformGetVersionString(void),3.7142859,1.7142859,2.0,0.0,14,8,18,3,6,4,0,1,false
raylib\src\core.c,3465,static int GetGamepadButton(int button),3.6938775,2.6938775,1.0,0.0,49,44,44,3,3,3,0,0,false
raylib\src\core.c,2593,Vector2 GetMousePosition(void),3.590909,1.0909091,2.5,0.0,11,6,18,2,5,3,0,1,false
raylib\games\koala_seasons\screens\screen_title.c,333,void UpdateTitleScreen(void),3.5497737,0.049773756,3.5,0.0,442,11,42,2,7,4,0,1,false
raylib\src\raudio.c,650,Wave LoadWave(const char * fileName),3.5263157,2.5263157,1.0,0.0,19,12,12,4,4,4,0,0,false
raylib\src\core.c,3524,static int GetGamepadAxis(int axis),3.4642859,2.4642859,1.0,0.0,28,23,23,3,3,3,0,0,false
raylib\src\models.c,1422,"Mesh GenMeshCube(float width, float height, float length)",3.378788,1.8787879,1.5,0.0,132,124,150,2,3,2,0,1,false
raylib\src\core.c,3402,static void InitTimer(void),3.375,1.375,2.0,0.0,16,11,22,2,4,4,0,1,false
raylib\games\koala_seasons\koala_seasons.c,49,int main(void),3.3461537,0.84615386,2.5,0.0,52,11,32,4,10,4,0,2,false
raylib\src\models.c,1287,"Mesh GenMeshPlane(float width, float length, int resX, int resZ)",3.3350515,1.8350515,1.5,0.0,97,89,114,2,3,2,0,1,false
raylib\games\wave_collector\wave_collector.c,59,"int main(int argc, char * argv[])",3.3333333,2.0833333,1.25,0.0,48,25,33,4,5,4,0,2,false
raylib\src\shapes.c,971,"void DrawRectangleRoundedLines(Rectangle rec, float roundness, int segments, int lineThick, Color color)",3.2755299,1.9421965,1.3333334,0.0,173,112,162,3,4,3,0,2,false
raylib\src\shapes.c,708,"void DrawRectangleLines(int posX, int posY, int width, int height, Color color)",3.2142859,1.7142857,1.5,0.0,21,18,32,2,3,2,0,1,false
raylib\src\core.c,1211,void EnableCursor(void),3.2,2.2,1.0,0.0,15,11,11,3,3,3,0,0,false
raylib\src\core.c,1228,void DisableCursor(void),3.2,2.2,1.0,0.0,15,11,11,3,3,3,0,0,false
raylib\src\shapes.c,1211,"void DrawTriangle(Vector2 v1, Vector2 v2, Vector2 v3, Color color)",3.1923077,1.6923077,1.5,0.0,26,22,31,2,3,2,0,1,false
raylib\src\models.c,669,Model LoadModel(const char * fileName),3.1736844,1.9736843,1.2,0.0,38,15,19,5,6,5,0,1,false
raylib\src\external\glfw\src\wl_window.c,75,static int createAnonymousFile(off_t size),3.1413045,1.3913044,1.75,0.0,46,16,29,4,7,3,0,2,false
raylib\src\text.c,332,"Font LoadFontEx(const char * fileName, int fontSize, int * fontChars, int charsCount)",3.0833335,1.5833334,1.5,0.0,24,19,23,2,3,2,0,1,false
raylib\src\core.c,4930,static void * EventThread(void * arg),3.0774193,2.0774193,1.0,0.0,155,46,46,7,7,2,0,0,false
raylib\src\core.c,4433,"static EM_BOOL EmscriptenTouchCallback(int eventType, const EmscriptenTouchEvent * touchEvent, void * userData)",3.0263157,1.5263158,1.5,0.0,38,29,40,2,3,2,0,1,false
raylib\src\shapes.c,432,"void DrawRing(Vector2 center, float innerRadius, float outerRadius, int startAngle, int endAngle, int segments, Color color)",3.0098038,1.6764705,1.3333334,0.0,68,38,55,3,4,3,0,2,false
raylib\src\raudio.c,1254,void UpdateMusicStream(Music music),3.0,2.0,1.0,0.0,75,30,30,5,5,5,0,0,false
raylib\src\shapes.c,1326,"void DrawPoly(Vector2 center, int sides, float radius, float rotation, Color color)",3.0,1.5,1.5,0.0,40,30,43,2,3,2,0,1,false
raylib\src\text.c,1054,"int GetGlyphIndex(Font font, int codepoint)",2.9736843,1.4736842,1.5,0.0,19,14,18,2,3,2,0,1,false
raylib\src\core.c,2608,"void SetMousePosition(int x, int y)",2.9285715,1.4285715,1.5,0.0,14,10,13,2,3,3,0,0,false
raylib\src\core.c,1860,void TakeScreenshot(const char * fileName),2.9122808,1.5789474,1.3333334,0.0,19,10,14,3,4,3,0,1,false
raylib\src\core.c,1049,int GetMonitorCount(void),2.9,1.4,1.5,0.0,10,7,11,2,3,2,0,1,false
raylib\src\shapes.c,202,"void DrawCircleSector(Vector2 center, float radius, int startAngle, int endAngle, int segments, Color color)",2.8968253,1.3968254,1.5,0.0,63,44,58,2,3,2,0,1,false
raylib\src\external\glfw\src\glx_context.c,253,GLFWbool _glfwInitGLX(void),2.834499,0.16783217,2.6666667,0.0,143,8,28,3,8,3,0,3,false
raylib\src\text.c,285,Font GetFontDefault(),2.8333335,1.3333334,1.5,0.0,9,6,11,2,3,2,0,1,false
raylib\src\external\glfw\src\x11_init.c,464,static GLFWbool initExtensions(void),2.7631578,1.2631578,1.5,0.0,285,30,54,12,18,2,0,6,false
raylib\src\core.c,1159,const char * GetClipboardText(void),2.75,1.25,1.5,0.0,8,5,9,2,3,2,0,1,false
raylib\src\core.c,2573,int GetMouseX(void),2.75,1.25,1.5,0.0,8,5,9,2,3,2,0,1,false
raylib\src\core.c,2583,int GetMouseY(void),2.75,1.25,1.5,0.0,8,5,9,2,3,2,0,1,false
raylib\src\models.c,838,"Material * LoadMaterials(const char * fileName, int * materialCount)",2.7380953,1.2380953,1.5,0.0,21,13,17,2,3,2,0,1,false
raylib\src\core.c,4003,"static void MouseButtonCallback(GLFWwindow * window, int button, int action, int mods)",2.7333333,0.73333335,2.0,0.0,15,11,22,1,2,2,0,0,false
raylib\examples\core\core_basic_window_web.c,38,int main(),2.7,1.2,1.5,0.0,15,9,17,2,3,2,0,1,false
raylib\src\core.c,4038,"static void MouseCursorPosCallback(GLFWwindow * window, double x, double y)",2.625,0.625,2.0,0.0,16,10,20,1,2,2,0,0,false
raylib\src\core.c,1266,void EndDrawing(void),2.6,1.1,1.5,0.0,40,22,25,2,3,3,0,0,false
raylib\src\external\glfw\src\posix_time.c,45,void _glfwInitTimerPOSIX(void),2.5625,0.5625,2.0,0.0,16,9,18,1,2,2,0,0,false
raylib\games\arkanoid.c,81,int main(void),2.5588236,1.0588236,1.5,0.0,17,9,17,2,3,2,0,1,false
raylib\games\asteroids.c,99,int main(void),2.5588236,1.0588236,1.5,0.0,17,9,17,2,3,2,0,1,false
raylib\games\asteroids_survival.c,82,int main(void),2.5588236,1.0588236,1.5,0.0,17,9,17,2,3,2,0,1,false
raylib\games\floppy.c,71,int main(void),2.5588236,1.0588236,1.5,0.0,17,9,17,2,3,2,0,1,false
raylib\games\gold_fever.c,80,int main(void),2.5588236,1.0588236,1.5,0.0,17,9,17,2,3,2,0,1,false
raylib\games\gorilas.c,119,int main(void),2.5588236,1.0588236,1.5,0.0,17,9,17,2,3,2,0,1,false
raylib\games\missile_commander.c,118,int main(void),2.5588236,1.0588236,1.5,0.0,17,9,17,2,3,2,0,1,false
raylib\games\pang.c,108,int main(void),2.5588236,1.0588236,1.5,0.0,17,9,17,2,3,2,0,1,false
raylib\games\snake.c,72,int main(void),2.5588236,1.0588236,1.5,0.0,17,9,17,2,3,2,0,1,false
raylib\games\space_invaders.c,89,int main(void),2.5588236,1.0588236,1.5,0.0,17,9,17,2,3,2,0,1,false
raylib\games\tetris.c,108,int main(void),2.5588236,1.0588236,1.5,0.0,17,9,17,2,3,2,0,1,false
raylib\src\external\glfw\src\x11_window.c,2074,"void _glfwPlatformSetWindowTitle(_GLFWwindow * window, const char * title)",2.54,1.04,1.5,0.0,25,13,21,2,3,2,0,1,false
raylib\src\external\glfw\src\posix_time.c,68,uint64_t _glfwPlatformGetTimerValue(void),2.5294118,0.5294118,2.0,0.0,17,9,18,1,2,2,0,0,false
raylib\src\core.c,1888,bool FileExists(const char * fileName),2.5,1.0,1.5,0.0,10,5,9,2,3,2,0,1,false
raylib\src\external\glfw\src\vulkan.c,249,"GLFWAPI GLFWvkproc glfwGetInstanceProcAddress(VkInstance instance, const char * procname)",2.452381,0.95238096,1.5,0.0,21,10,15,2,3,2,0,1,false
raylib\examples\models\models_skybox.c,14,int main(void),2.409091,0.90909094,1.5,0.0,44,10,18,4,6,2,0,2,false
raylib\src\core.c,985,"void SetWindowSize(int width, int height)",2.3333335,1.3333334,1.0,0.0,9,6,6,2,2,2,0,0,false
raylib\src\core.c,1177,void ShowCursor(void),2.3333335,1.3333334,1.0,0.0,12,8,8,2,2,2,0,0,false
raylib\src\core.c,1191,void HideCursor(void),2.3333335,1.3333334,1.0,0.0,12,8,8,2,2,2,0,0,false
raylib\games\just_do\just_do.c,51,int main(void),2.2826087,0.7826087,1.5,0.0,23,9,17,2,3,2,0,1,false
raylib\games\skully_escape\skully_escape.c,53,int main(void),2.0625,0.5625,1.5,0.0,32,9,17,2,3,2,0,1,false
raylib\templates\advance_game\advance_game.c,57,int main(void),2.0142858,0.51428574,1.5,0.0,35,9,17,2,3,2,0,1,false
raylib\games\cat_vs_roomba\roomba.c,61,int main(void),1.9864864,0.4864865,1.5,0.0,37,9,17,2,3,2,0,1,false
raylib\src\models.c,2338,void MeshTangents(Mesh * mesh),1.9745762,0.47457626,1.5,0.0,59,14,22,2,3,2,0,1,false
raylib\games\light_my_ritual\light_my_ritual.c,54,int main(void),1.9736842,0.47368422,1.5,0.0,38,9,17,2,3,2,0,1,false
raylib\games\transmission\screens\screen_gameplay.c,124,void InitGameplayScreen(void),1.9333334,0.6,1.3333334,0.0,105,21,38,3,4,3,0,1,false
raylib\src\external\glfw\src\wl_init.c,529,"static GLFWbool inputChar(_GLFWwindow * window, uint32_t key)",1.9,0.4,1.5,0.0,25,5,9,2,3,2,0,1,false
raylib\games\transmission\transmission.c,55,int main(void),1.867347,0.36734694,1.5,0.0,49,9,17,2,3,2,0,1,false
raylib\src\text.c,482,"CharInfo * LoadFontData(const char * fileName, int fontSize, int * fontChars, int charsCount, int type)",1.859375,0.859375,1.0,0.0,64,55,55,1,1,1,0,0,false
raylib\src\raudio.c,774,"void ExportWaveAsCode(Wave wave, const char * fileName)",1.8428571,0.34285715,1.5,0.0,35,6,10,2,3,2,0,3,false
raylib\games\repair\repair.c,68,int main(void),1.8333334,0.33333334,1.5,0.0,54,9,17,2,3,2,0,1,false
raylib\examples\others\rlgl_standalone.c,78,int main(void),1.8116883,0.3116883,1.5,0.0,77,12,20,2,3,2,0,1,false
raylib\games\drturtle\drturtle_final_web.c,97,int main(),1.7857143,0.2857143,1.5,0.0,63,9,17,2,3,2,0,1,false
raylib\src\core.c,920,void SetWindowIcon(Image image),1.7857143,0.78571427,1.0,0.0,14,11,11,1,1,1,0,0,false
raylib\src\core.c,957,void SetWindowMonitor(int monitor),1.7857143,0.78571427,1.0,0.0,14,11,11,1,1,1,0,0,false
raylib\src\core.c,1095,int GetMonitorPhysicalWidth(int monitor),1.7333333,0.73333335,1.0,0.0,15,11,11,1,1,1,0,0,false
raylib\src\core.c,1113,int GetMonitorPhysicalHeight(int monitor),1.7333333,0.73333335,1.0,0.0,15,11,11,1,1,1,0,0,false
raylib\src\core.c,1061,int GetMonitorWidth(int monitor),1.7142857,0.71428573,1.0,0.0,14,10,10,1,1,1,0,0,false
raylib\src\core.c,1078,int GetMonitorHeight(int monitor),1.7142857,0.71428573,1.0,0.0,14,10,10,1,1,1,0,0,false
raylib\src\core.c,1142,const char * GetMonitorName(int monitor),1.6923077,0.6923077,1.0,0.0,13,9,9,1,1,1,0,0,false
raylib\src\external\glfw\src\x11_window.c,1167,static void processEvent(XEvent * event),1.666065,0.16606498,1.5,0.0,554,46,71,2,3,2,0,1,false
raylib\src\text.c,296,Font LoadFont(const char * fileName),1.5925926,0.5925926,1.0,0.0,27,8,8,2,2,2,0,0,false
raylib\src\core.c,975,"void SetWindowMinSize(int width, int height)",1.5714285,0.5714286,1.0,0.0,7,4,4,1,1,1,0,0,false
raylib\src\external\glfw\src\vulkan.c,157,void _glfwTerminateVulkan(void),1.5714285,0.5714286,1.0,0.0,7,4,4,1,1,1,0,1,false
raylib\src\external\glfw\src\wl_init.c,359,"static void keyboardHandleKeymap(void * data, struct wl_keyboard * keyboard, uint32_t format, int fd, uint32_t size)",1.5617977,0.56179774,1.0,0.0,89,25,25,2,2,1,0,0,false
raylib\src\core.c,2445,int GetGamepadAxisCount(int gamepad),1.5555556,0.5555556,1.0,0.0,9,5,5,1,1,1,0,0,false
raylib\src\core.c,949,"void SetWindowPosition(int x, int y)",1.5,0.5,1.0,0.0,6,3,3,1,1,1,0,0,false
raylib\src\core.c,1001,void UnhideWindow(void),1.5,0.5,1.0,0.0,6,3,3,1,1,1,0,0,false
raylib\src\core.c,1009,void HideWindow(void),1.5,0.5,1.0,0.0,6,3,3,1,1,1,0,0,false
raylib\src\core.c,1169,void SetClipboardText(const char * text),1.5,0.5,1.0,0.0,6,3,3,1,1,1,0,0,false
raylib\src\core.c,2393,void SetExitKey(int key),1.5,0.5,1.0,0.0,6,3,3,1,1,1,0,1,false
raylib\src\core.c,2415,"bool IsGamepadName(int gamepad, const char * name)",1.5,0.5,1.0,0.0,10,5,5,1,1,1,0,1,false
raylib\src\core.c,2468,"bool IsGamepadButtonPressed(int gamepad, int button)",1.5,0.5,1.0,0.0,10,5,5,1,1,1,0,1,false
raylib\src\core.c,2495,"bool IsGamepadButtonReleased(int gamepad, int button)",1.5,0.5,1.0,0.0,10,5,5,1,1,1,0,1,false
raylib\src\external\glfw\deps\glad_vulkan.c,532,static int glad_vk_find_core_vulkan(VkPhysicalDevice physical_device),1.4583334,0.45833334,1.0,0.0,24,11,11,1,1,1,0,0,false
raylib\src\core.c,2482,"bool IsGamepadButtonDown(int gamepad, int button)",1.4444444,0.44444445,1.0,0.0,9,4,4,1,1,1,0,1,false
raylib\src\core.c,2509,"bool IsGamepadButtonUp(int gamepad, int button)",1.4444444,0.44444445,1.0,0.0,9,4,4,1,1,1,0,1,false
raylib\src\external\glfw\src\x11_window.c,64,static GLFWbool waitForEvent(double * timeout),1.4444444,0.44444445,1.0,0.0,36,8,8,2,2,1,0,0,false
raylib\src\core.c,866,bool IsWindowHidden(void),1.4285715,0.42857143,1.0,0.0,7,3,3,1,1,1,0,0,false
raylib\src\core.c,940,void SetWindowTitle(const char * title),1.4285715,0.42857143,1.0,0.0,7,3,3,1,1,1,0,0,false
raylib\src\core.c,2182,"unsigned char * DecompressData(unsigned char * compData, int compDataLength, int * dataLength)",1.375,0.375,1.0,0.0,8,3,3,1,1,1,0,0,false
raylib\src\core.c,2403,bool IsGamepadAvailable(int gamepad),1.375,0.375,1.0,0.0,8,3,3,1,1,1,0,1,false
raylib\src\core.c,2456,"float GetGamepadAxisMovement(int gamepad, int axis)",1.375,0.375,1.0,0.0,8,3,3,1,1,1,0,1,false
raylib\src\textures.c,928,"Image ImageFromImage(Image image, Rectangle rec)",1.375,0.375,1.0,0.0,8,3,3,1,1,1,0,0,false
raylib\src\core.c,1131,Vector2 GetWindowPosition(void),1.3333334,0.33333334,1.0,0.0,9,3,3,1,1,1,0,0,false
raylib\src\core.c,2168,"unsigned char * CompressData(unsigned char * data, int dataLength, int * compDataLength)",1.3333334,0.33333334,1.0,0.0,9,3,3,1,1,1,0,0,false
raylib\src\external\glfw\src\x11_init.c,939,int _glfwPlatformInit(void),1.3018868,0.3018868,1.0,0.0,53,8,8,2,2,2,0,1,false
raylib\games\koala_seasons\screens\screen_gameplay.c,2552,void DrawGameplayScreen(void),1.2684932,0.26849315,1.0,0.0,365,49,49,2,2,1,0,0,false
raylib\src\external\glfw\src\wl_init.c,1034,int _glfwPlatformInit(void),1.2564102,0.25641027,1.0,0.0,156,20,20,2,2,2,0,0,false
raylib\src\core.c,4240,"static int32_t AndroidInputCallback(struct android_app * app, AInputEvent * event)",1.2375,0.2375,1.0,0.0,80,19,19,1,1,1,0,0,false
raylib\src\external\glfw\src\egl_context.c,90,"static GLFWbool chooseEGLConfig(const _GLFWctxconfig * ctxconfig, const _GLFWfbconfig * desired, EGLConfig * result)",1.2345679,0.2345679,1.0,0.0,81,19,19,1,1,1,0,0,false
raylib\src\raudio.c,753,"void ExportWave(Wave wave, const char * fileName)",1.2,0.2,1.0,0.0,15,3,3,1,1,1,0,0,false
raylib\src\external\glfw\deps\glad_vulkan.c,563,"int gladLoadVulkanUserPtr(VkPhysicalDevice physical_device, GLADuserptrloadfunc load, void * userptr)",1.1764706,0.1764706,1.0,0.0,17,3,3,1,1,1,0,0,false
raylib\src\external\glfw\src\wl_init.c,1214,void _glfwPlatformTerminate(void),1.1647059,0.16470589,1.0,0.0,85,7,7,2,2,2,0,0,false
raylib\src\textures.c,756,Image GetTextureData(Texture2D texture),1.1363636,0.13636364,1.0,0.0,22,3,3,1,1,1,0,0,false
raylib\src\core.c,4734,static void EventThreadSpawn(char * device),1.1338028,0.13380282,1.0,0.0,142,19,19,1,1,1,0,0,false
raylib\src\external\glfw\src\egl_context.c,268,static void destroyContextEGL(_GLFWwindow * window),1.1304348,0.13043478,1.0,0.0,23,3,3,1,1,1,0,0,false
raylib\src\external\glfw\src\x11_window.c,2753,void _glfwPlatformPollEvents(void),1.1153846,0.115384616,1.0,0.0,26,3,3,1,1,1,0,0,false
raylib\src\core.c,4570,static void ProcessKeyboard(void),1.0833334,0.083333336,1.0,0.0,84,7,7,1,1,1,0,0,false
raylib\src\core.c,4137,"static void AndroidCommandCallback(struct android_app * app, int32_t cmd)",1.0819672,0.08196721,1.0,0.0,61,5,5,1,1,1,0,0,false
raylib\games\cat_vs_roomba\screens\screen_gameplay.c,514,void DrawGameplayScreen(void),1.0701754,0.07017544,1.0,0.0,57,4,4,1,1,1,0,0,false
raylib\src\shapes.c,294,"void DrawCircleSectorLines(Vector2 center, float radius, int startAngle, int endAngle, int segments, Color color)",1.0652174,0.06521739,1.0,0.0,46,3,3,1,1,1,0,1,false
raylib\src\shapes.c,528,"void DrawRingLines(Vector2 center, float innerRadius, float outerRadius, int startAngle, int endAngle, int segments, Color color)",1.05,0.05,1.0,0.0,60,3,3,1,1,1,0,1,false
raylib\src\external\glfw\src\x11_init.c,1010,void _glfwPlatformTerminate(void),1.0428572,0.042857144,1.0,0.0,70,3,3,1,1,1,0,0,false
raylib\games\cat_vs_roomba\screens\screen_gameplay.c,169,void InitGameplayScreen(void),1.0347826,0.034782607,1.0,0.0,115,4,4,1,1,1,0,0,false
raylib\src\textures.c,987,"void ImageFormat(Image * image, int newFormat)",1.020979,0.02097902,1.0,0.0,143,3,3,1,1,1,0,0,false
