FILE,Start,FUNCTION_SIGNATURE,ABSmell,LocationSmell,ConstantsSmell,NestingSmell,LOC,LOAC,LOFC,NOFL,NOFC_Dup,NOFC_NonDup,NONEST,NONEG,Smelly
radare2\libr\core\cmd.c,2430,"R_API int r_core_cmd_pipe(RCore * core, char * radare_cmd, char * shell_cmd)",6.766667,3.6000001,2.3333333,0.8333333,75,45,92,6,14,4,5,6,true
radare2\shlr\sdb\src\cdb_make.c,11,char * cdb_alloc(ut32 n),6.7333336,2.4,4.3333335,0.0,10,8,41,3,13,5,0,8,false
radare2\shlr\zip\zlib\gzlib.c,91,"local gzFile gz_open(path, fd, mode) const void * path; int fd; const char * mode;",6.6336403,5.4193544,1.2142857,0.0,155,60,70,14,17,9,0,6,false
radare2\libr\socket\run.c,1023,R_API int r_run_start(RRunProfile * p),6.625,4.0,2.0,0.625,170,85,212,8,16,8,5,5,false
radare2\libr\util\lib.c,88,R_API char * r_lib_path(const char * libname),6.620968,3.8709676,1.75,1.0,62,60,105,4,7,4,4,2,true
radare2\libr\socket\proc.c,16,R_API struct r_socket_proc_t * r_socket_proc_open(char * const argv[]),6.601852,3.851852,2.0,0.75,54,52,118,4,8,4,3,2,true
radare2\libr\debug\p\native\xnu\xnu_debug.c,200,"int xnu_attach(RDebug * dbg, int pid)",6.5238094,4.5238094,1.4,0.6,21,19,38,5,7,4,3,3,true
radare2\libr\core\cmd_debug.c,1540,"static int r_debug_heap(RCore * core, const char * input)",6.4333334,3.8333333,2.6,0.0,30,23,62,5,13,7,0,2,false
radare2\libr\util\thread_lock.c,7,R_API RThreadLock * r_th_lock_new(bool recursive),6.409091,2.909091,2.25,1.25,22,16,38,4,9,5,5,4,true
radare2\libr\cons\cons.c,1428,R_API void r_cons_set_raw(bool is_raw),6.2685184,2.5185184,3.75,0.0,27,17,79,4,15,4,0,6,false
radare2\libr\debug\p\native\xnu\xnu_debug.c,749,"static int xnu_write_mem_maps_to_buffer(RBuffer * buffer, RList * mem_maps, int start_offset, vm_offset_t header, int header_end, int segment_command_sz, int * hoffset_out)",6.217391,2.2173913,4.0,0.0,92,34,143,6,24,8,0,3,false
radare2\libr\cons\cutf8.c,48,int current_tty(void),6.203704,3.7037036,2.25,0.25,27,25,102,4,9,3,1,4,true
radare2\libr\debug\p\native\xnu\xnu_debug.c,525,"RList * xnu_thread_list(RDebug * dbg, int pid, RList * list)",6.1733336,0.84000003,5.3333335,0.0,25,7,48,3,16,7,0,3,false
radare2\libr\io\p\io_gprobe.c,243,static int sp_open(struct gport * port),6.1683674,3.9183674,1.5,0.75,98,96,137,4,6,3,3,2,true
radare2\libr\debug\p\native\bsd\bsd_debug.c,423,RList * bsd_desc_list(int pid),6.167526,3.9175258,1.5,0.75,97,95,144,4,6,3,3,2,true
radare2\libr\socket\run.c,278,"static int handle_redirection_proc(const char * cmd, bool in, bool out, bool err)",6.132353,3.8823528,1.5,0.75,68,66,84,4,6,3,3,2,true
radare2\libr\io\p\io_r2k.c,38,"static int r2k__read(RIO * io, RIODesc * fd, ut8 * buf, int count)",6.060606,2.7272727,3.3333333,0.0,22,20,84,3,10,4,0,5,false
radare2\libr\io\p\io_r2k.c,16,"int r2k__write(RIO * io, RIODesc * fd, const ut8 * buf, int count)",6.033333,2.6999998,3.3333333,0.0,20,18,75,3,10,4,0,5,false
radare2\libr\debug\p\debug_native.c,631,"static RList * r_debug_native_threads(RDebug * dbg, int pid)",6.0,2.25,3.75,0.0,16,9,45,4,15,4,0,6,false
radare2\libr\debug\p\native\bsd\bsd_debug.c,124,"RDebugInfo * bsd_info(RDebug * dbg, const char * arg)",5.9473686,2.9473684,3.0,0.0,114,112,354,3,9,4,0,3,false
radare2\libr\socket\socket.c,99,R_API bool r_socket_is_connected(RSocket * s) #2,5.9300003,3.68,1.5,0.75,25,23,46,4,6,3,3,2,true
radare2\libr\util\sys.c,217,"R_API int r_sys_truncate(const char * file, int sz)",5.9300003,3.68,1.5,0.75,25,23,39,4,6,3,3,2,true
radare2\libr\debug\p\native\xnu\xnu_threads.c,228,"static bool xnu_fill_info_thread(RDebug * dbg, xnu_thread_t * thread)",5.9256754,3.6756756,1.5,0.75,37,34,91,4,6,3,3,2,true
radare2\libr\util\lib.c,339,"R_API bool r_lib_opendir(RLib * lib, const char * path)",5.9,4.5,1.4,0.0,70,63,90,5,7,3,0,2,false
radare2\libr\util\sys.c,761,R_API int r_sys_cmdbg(const char * str),5.886364,3.6363637,1.5,0.75,22,20,38,4,6,3,3,2,true
radare2\libr\util\thread_sem.c,17,R_API RThreadSemaphore * r_th_sem_new(unsigned int initial),5.817073,3.317073,1.75,0.75,41,34,88,4,7,4,3,2,true
radare2\libr\debug\p\native\xnu\xnu_debug.c,700,"static void xnu_build_corefile_header(vm_offset_t header, int segment_count, int thread_count, int command_size, pid_t pid)",5.7391305,1.7391304,4.0,0.0,23,20,82,2,8,6,0,1,false
radare2\libr\io\p\io_r2k.c,61,static int r2k__close(RIODesc * fd),5.7333336,2.4,3.3333333,0.0,15,12,41,3,10,4,0,5,false
radare2\libr\socket\run.c,358,"static int handle_redirection(const char * cmd, bool in, bool out, bool err)",5.7058825,3.7058825,1.5714285,0.42857143,68,36,60,7,11,6,3,4,true
radare2\libr\io\p\io_r2k.c,105,"static RIODesc * r2k__open(RIO * io, const char * pathname, int rw, int mode)",5.666667,2.3333335,3.3333333,0.0,27,21,68,3,10,4,0,5,false
radare2\libr\socket\r2pipe.c,235,R_API R2Pipe * r2pipe_open(const char * cmd),5.638889,3.3888888,1.5,0.75,72,61,129,4,6,3,3,2,true
radare2\libr\debug\p\native\bsd\bsd_debug.c,336,RList * bsd_native_sysctl_map(RDebug * dbg),5.5855856,2.918919,2.6666667,0.0,74,72,145,3,8,3,0,3,false
radare2\libr\util\file.c,772,"R_API int r_file_mmap_write(const char * file, ut64 addr, const ut8 * buf, int len)",5.5555553,2.8888888,2.6666667,0.0,54,52,107,3,8,3,0,3,false
radare2\libr\debug\p\native\linux\linux_coredump.c,593,static elf_hdr_t * build_elf_hdr(int n_segments),5.547619,1.7142859,3.8333333,0.0,49,14,69,6,23,5,0,7,false
radare2\libr\io\p\io_debug.c,504,"static int fork_and_ptraceme(RIO * io, int bits, const char * cmd) #2",5.522727,3.2727273,1.5,0.75,11,9,22,4,6,3,3,2,true
radare2\libr\util\sys.c,134,R_API int r_sys_fork(),5.522727,3.2727273,1.5,0.75,11,9,22,4,6,3,3,2,true
radare2\libr\hash\hash.c,192,R_API int r_hash_size(ut64 algo),5.483146,4.483146,1.0,0.0,89,57,57,7,7,7,0,0,false
radare2\libr\cons\cons.c,471,R_API bool r_cons_enable_mouse(const bool enable),5.452381,2.7857141,2.6666667,0.0,28,26,69,3,8,3,0,3,false
radare2\libr\util\file.c,1157,"bool r_file_copy(const char * src, const char * dst)",5.452381,2.7857141,2.6666667,0.0,28,26,86,3,8,3,0,3,false
radare2\libr\util\mem.c,243,"R_API int r_mem_protect(void * ptr, int size, const char * prot)",5.435898,2.7692308,2.6666667,0.0,39,36,87,3,8,3,0,3,false
radare2\libr\socket\socket.c,679,"R_API int r_socket_ready(RSocket * s, int secs, int usecs) #2",5.405797,2.7391305,2.6666667,0.0,23,21,56,3,8,3,0,3,false
radare2\libr\socket\socket.c,704,R_API char * r_socket_to_string(RSocket * s) #2,5.405797,2.7391305,2.6666667,0.0,23,21,66,3,8,3,0,3,false
radare2\libr\util\sys.c,986,"R_API int r_sys_run_rop(const ut8 * buf, int len)",5.404255,3.4042552,1.4,0.6,47,32,45,5,7,3,3,2,true
radare2\shlr\zip\zlib\deflate.c,1236,"local uInt longest_match(s, cur_match) deflate_state * s; IPos cur_match; #1",5.358333,3.5249999,1.8333334,0.0,80,47,109,6,11,3,0,3,false
radare2\libr\debug\p\native\linux\linux_coredump.c,929,"void * linux_get_xsave_data(RDebug * dbg, int tid, ut32 size)",5.2894735,1.7894737,3.5,0.0,19,17,57,2,7,4,0,1,false
radare2\libr\debug\p\native\linux\linux_coredump.c,951,"void * linux_get_arm_vfp_data(RDebug * dbg, int tid)",5.25,1.75,3.5,0.0,16,14,48,2,7,4,0,1,false
radare2\libr\util\sys.c,349,R_API int r_sys_usleep(int usecs),5.2380953,2.5714285,2.6666667,0.0,14,12,35,3,8,3,0,3,false
radare2\libr\debug\p\debug_native.c,185,"static int r_debug_native_continue_syscall(RDebug * dbg, int pid, int num)",5.2051287,2.5384617,2.6666667,0.0,13,11,35,3,8,3,0,3,false
radare2\libr\util\file.c,943,"R_API RMmap * r_file_mmap_arch(RMmap * mmap, const char * filename, int fd)",5.2051287,2.5384617,2.6666667,0.0,13,11,36,3,8,3,0,3,false
radare2\libr\util\sys.c,335,R_API int r_sys_sleep(int secs),5.2051287,2.5384617,2.6666667,0.0,13,11,31,3,8,3,0,3,false
radare2\libr\io\p\io_ptrace.c,181,"static inline bool is_pid_already_attached(RIO * io, int pid, void * data)",5.166667,2.5,2.6666667,0.0,12,10,31,3,8,3,0,3,false
radare2\libr\util\thread_sem.c,59,R_API void r_th_sem_free(RThreadSemaphore * sem),5.166667,2.6666667,1.75,0.75,18,12,30,4,7,4,3,2,true
radare2\libr\core\cconfig.c,2808,R_API int r_core_config_init(RCore * core),5.113303,3.2984886,1.8148148,0.0,794,97,189,27,49,14,0,12,false
radare2\shlr\zip\zlib\gzwrite.c,466,"int ZEXPORTVA gzprintf(file, format, a1, a2, a3, a4, a5, a6, a7, a8, a9, a10, a11, a12, a13, a14, a15, a16, a17, a18, a19, a20) gzFile file; const char * format; int a1, a2, a3, a4, a5, a6, a7, a8, a9, a10, a11, a12, a13, a14, a15, a16, a17, a18, a19, a20;",5.0757575,1.9090909,1.8333334,1.3333334,66,21,69,6,11,4,8,5,false
radare2\libr\util\sys.c,398,"R_API int r_sys_setenv(const char * key, const char * value)",5.0666666,2.4,2.6666667,0.0,25,20,56,3,8,3,0,3,false
radare2\libr\util\sys.c,1201,R_API int r_sys_getpid(),5.0666666,2.4,2.6666667,0.0,10,8,28,3,8,3,0,3,false
radare2\libr\util\thread.c,56,R_API R_TH_TID r_th_self(void),5.0666666,2.4,2.6666667,0.0,10,8,28,3,8,3,0,3,false
radare2\libr\cons\cons.c,1458,R_API void r_cons_set_utf8(bool b),5.0,2.6666667,1.3333334,1.0,27,24,33,3,4,3,3,1,true
radare2\libr\debug\p\debug_native.c,175,"static int r_debug_native_select(RDebug * dbg, int pid, int tid)",5.0,2.3333335,2.6666667,0.0,9,7,24,3,8,3,0,3,false
radare2\libr\util\lib.c,70,"R_API void * r_lib_dl_sym(void * handler, const char * name)",5.0,2.3333335,2.6666667,0.0,9,7,24,3,8,3,0,3,false
radare2\libr\fs\p\fs_posix.c,41,"static RList * fs_posix_dir(RFSRoot * root, const char * path, int view)",4.993671,3.493671,1.5,0.0,79,69,101,4,6,2,0,2,false
radare2\libr\socket\socket.c,473,"R_API bool r_socket_listen(RSocket * s, const char * port, const char * certfile) #2",4.977273,3.7272727,1.25,0.0,88,41,49,8,10,5,0,2,false
radare2\libr\util\sys.c,934,"R_API int r_sys_run(const ut8 * buf, int len)",4.9591837,2.9591837,1.4,0.6,49,29,42,5,7,3,3,2,true
radare2\libr\debug\p\native\linux\linux_coredump.c,1383,static int get_arm_vfpregs_size(void),4.9285717,1.4285715,3.5,0.0,7,5,21,2,7,4,0,1,false
radare2\libr\util\sys.c,538,R_API bool r_sys_aslr(int val),4.9195404,2.586207,2.0,0.33333334,29,25,71,3,6,5,1,1,true
radare2\shlr\zip\zlib\trees.c,232,local void tr_static_init(),4.85,2.85,1.3333334,0.6666667,60,57,124,3,4,3,2,1,true
radare2\shlr\spp\r_api.c,89,"int r_sys_setenv(const char * key, const char * value)",4.833333,2.1666665,2.6666667,0.0,18,13,35,3,8,3,0,3,false
radare2\libr\debug\p\debug_native.c,651,"static int bsd_reg_read(RDebug * dbg, int type, ut8 * buf, int size)",4.7346935,1.734694,2.8,0.2,49,17,63,5,14,6,1,3,false
radare2\libr\debug\p\native\linux\linux_debug.c,207,"RDebugReasonType linux_ptrace_event(RDebug * dbg, int pid, int status)",4.685185,0.18518518,4.5,0.0,54,5,27,2,9,5,0,1,false
radare2\libr\lang\p\pipe.c,126,"static int lang_pipe_run(RLang * lang, const char * code, int len)",4.615385,2.948718,1.3333334,0.33333334,117,115,176,3,4,3,1,1,true
radare2\libr\core\canal.c,2094,"R_API int r_core_print_bb_gml(RCore * core, RAnalFunction * fcn)",4.611111,3.1111112,1.5,0.0,108,84,119,4,6,2,0,2,false
radare2\libr\cons\cons.c,1793,R_API void r_cons_clear_buffer(void),4.6,0.6,4.0,0.0,5,3,12,1,4,3,0,1,false
radare2\shlr\tcc\tccpp.c,998,"static inline void TOK_GET(int * t, const int * * pp, CValue * cv)",4.5326085,0.7826087,3.75,0.0,46,9,45,4,15,2,0,6,false
radare2\libr\util\thread.c,180,"R_API bool r_th_kill(RThread * th, bool force)",4.5,2.0,1.75,0.75,18,9,25,4,7,4,3,2,false
radare2\libr\debug\p\debug_native.c,793,"static int linux_map_thp(RDebug * dbg, ut64 addr, int size)",4.42,1.92,2.5,0.0,50,48,101,2,5,3,0,3,false
radare2\libr\util\file.c,300,R_API char * r_stdin_slurp(int * sz),4.3636365,1.8636364,2.5,0.0,44,41,88,2,5,3,0,1,false
radare2\libr\debug\p\debug_native.c,1483,static RList * xnu_desc_list(int pid),4.357143,1.8571428,2.5,0.0,28,26,78,2,5,3,0,1,false
radare2\libr\debug\p\native\linux\linux_coredump.c,1338,"static int get_xsave_size(RDebug * dbg, int pid)",4.357143,1.8571428,2.5,0.0,28,26,57,2,5,3,0,1,false
radare2\libr\io\p\io_ptrace.c,194,"static RIODesc * __open(RIO * io, const char * file, int rw, int mode)",4.3428574,2.142857,2.2,0.0,49,21,51,5,11,4,0,4,false
radare2\libr\debug\p\debug_native.c,1282,"static int r_debug_native_drx(RDebug * dbg, int n, ut64 addr, int sz, int rwx, int g, int api_type)",4.3125,1.8125,2.5,0.0,32,29,63,2,5,3,0,1,false
radare2\libr\debug\p\debug_native.c,1236,"static void sync_drx_regs(RDebug * dbg, drxt * regs, size_t num_regs)",4.2647057,1.7647059,2.5,0.0,17,15,35,2,5,3,0,1,false
radare2\libr\debug\p\debug_native.c,1262,"static void set_drx_regs(RDebug * dbg, drxt * regs, size_t num_regs)",4.2647057,1.7647059,2.5,0.0,17,15,35,2,5,3,0,1,false
radare2\libr\debug\p\native\linux\linux_coredump.c,909,"static elf_fpxregset_t * linux_get_fpx_regset(RDebug * dbg, int tid)",4.2647057,1.7647059,2.5,0.0,17,15,35,2,5,3,0,1,false
radare2\shlr\zip\zlib\gzwrite.c,380,"int ZEXPORTVA gzvprintf(gzFile file, const char * format, va_list va)",4.245455,1.7454545,1.5,1.0,55,16,46,6,9,4,6,3,false
radare2\libr\debug\debug.c,1139,"R_API int r_debug_continue_kill(RDebug * dbg, int sig)",4.234286,2.52,1.5714285,0.14285715,125,45,74,7,11,4,1,2,false
radare2\libr\hash\sha2.c,513,"void SHA256_Final(ut8 * digest, R_SHA256_CTX * context)",4.2,2.2,2.0,0.0,50,22,48,5,10,4,0,2,false
radare2\libr\util\file.c,726,R_API bool r_file_rm(const char * file),4.166667,2.6666667,1.5,0.0,24,16,24,4,6,2,0,2,false
radare2\libr\util\sys.c,451,R_API int r_sys_crash_handler(const char * cmd),4.166667,2.5,1.3333334,0.33333334,18,15,23,3,4,3,1,3,true
radare2\libr\io\p\io_r2k_linux.c,380,"int run_old_command(RIO * io, RIODesc * iodesc, const char * buf)",4.1246557,0.37465563,3.5,0.25,363,34,147,4,14,6,1,3,false
radare2\libr\socket\socket.c,418,R_API int r_socket_close(RSocket * s) #2,3.9596775,2.7096775,1.25,0.0,31,21,25,4,5,4,0,1,false
radare2\libr\debug\p\native\linux\linux_coredump.c,1373,static int get_i386_fpx_size(void),3.9285715,1.4285715,2.5,0.0,7,5,15,2,5,3,0,1,false
radare2\shlr\sdb\src\cdb_make.c,22,void cdb_alloc_free(void * x),3.9285715,1.4285715,2.5,0.0,7,5,15,2,5,3,0,3,false
radare2\libr\util\sys.c,1250,R_API RSysInfo * r_sys_info(void),3.9142857,1.9142857,2.0,0.0,70,67,176,2,4,3,0,1,false
radare2\libr\cons\cons.c,504,R_API RCons * r_cons_new(),3.9,1.4,2.5,0.0,60,21,75,4,10,4,0,3,false
radare2\libr\util\file.c,828,"R_API int r_file_mmap_read(const char * file, ut64 addr, ut8 * buf, int len)",3.8909092,1.8909091,2.0,0.0,55,52,89,2,4,3,0,1,false
radare2\shlr\zip\zlib\inflate.c,622,"int ZEXPORT inflate(strm, flush) z_streamp strm; int flush;",3.880342,2.7692308,1.1111112,0.0,637,196,200,9,10,5,0,2,false
radare2\libr\util\sys.c,863,R_API void r_sys_perror_str(const char * fun),3.857143,1.8571428,2.0,0.0,28,26,69,2,4,3,0,1,false
radare2\shlr\sdb\src\cdb.c,48,"bool cdb_init(struct cdb * c, int fd)",3.8157895,2.3157895,1.5,0.0,38,22,36,4,6,2,0,2,false
radare2\libr\io\p\io_debug.c,547,"static RIODesc * __open(RIO * io, const char * file, int rw, int mode)",3.7848837,1.5348837,2.25,0.0,86,33,75,4,9,3,0,3,false
radare2\libr\debug\p\native\linux\linux_coredump.c,1392,"static void init_note_info_structure(RDebug * dbg, int pid, size_t auxv_size)",3.7719297,1.1052631,2.6666667,0.0,57,21,57,3,8,5,0,1,false
radare2\libr\util\lib.c,36,R_API void * r_lib_dl_open(const char * libname),3.7575758,1.7575758,2.0,0.0,33,29,70,2,4,3,0,1,false
radare2\shlr\tcc\tccpp.c,908,"static void tok_str_add2(TokenString * s, int t, CValue * cv)",3.75,1.0,2.75,0.0,68,17,48,4,11,2,0,4,false
radare2\libr\util\sandbox.c,115,R_API bool r_sandbox_enable(bool e),3.7463768,2.4130435,1.0,0.33333334,46,37,60,3,3,3,1,0,true
radare2\libr\socket\socket.c,779,"R_API int r_socket_read(RSocket * s, unsigned char * buf, int len) #2",3.7333336,2.4,1.3333334,0.0,25,20,24,3,4,3,0,1,false
